IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
140477317,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,Sunday,06/08/2014,16:39,MISSION,"ARREST, BOOKED",500 Block of DOLORES ST,-122.426153349478,37.7606186794333,"(37.7606186794333, -122.426153349478)",14047731765060
140477248,NON-CRIMINAL,CASE CLOSURE,Sunday,06/08/2014,16:30,MISSION,UNFOUNDED,3900 Block of 17TH ST,-122.433511022244,37.762639282045,"(37.762639282045, -122.433511022244)",14047724875030
140477301,OTHER OFFENSES,RECKLESS DRIVING,Sunday,06/08/2014,16:30,BAYVIEW,NONE,CONNECTICUT ST / 25TH ST,-122.396516098253,37.7523112196847,"(37.7523112196847, -122.396516098253)",14047730165020
140477248,NON-CRIMINAL,COURTESY REPORT,Sunday,06/08/2014,16:30,MISSION,UNFOUNDED,3900 Block of 17TH ST,-122.433511022244,37.762639282045,"(37.762639282045, -122.433511022244)",14047724868030
140477210,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,06/08/2014,16:23,BAYVIEW,NONE,25TH ST / CONNECTICUT ST,-122.396516098253,37.7523112196847,"(37.7523112196847, -122.396516098253)",14047721004013
146110008,NON-CRIMINAL,LOST PROPERTY,Sunday,06/08/2014,16:00,PARK,NONE,MCALLISTER ST / SCOTT ST,-122.436698225121,37.7780062911327,"(37.7780062911327, -122.436698225121)",14611000871000
146108752,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,16:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14610875206244
140477260,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,06/08/2014,15:45,PARK,NONE,1600 Block of HAIGHT ST,-122.449942040795,37.7696796386185,"(37.7696796386185, -122.449942040795)",14047726006302
140477135,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,06/08/2014,15:30,TARAVAL,"ARREST, CITED",47TH AV / ULLOA ST,-122.50555668207,37.7398586789148,"(37.7398586789148, -122.50555668207)",14047713565010
140479006,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,15:30,PARK,NONE,100 Block of MARTIN LUTHER KING JR DR,-122.462489351639,37.7669591731812,"(37.7669591731812, -122.462489351639)",14047900606244
140477163,NON-CRIMINAL,FIRE REPORT,Sunday,06/08/2014,15:18,SOUTHERN,NONE,200 Block of FOLSOM ST,-122.392347671978,37.7890603555993,"(37.7890603555993, -122.392347671978)",14047716368000
146108677,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,15:00,NORTHERN,NONE,0 Block of MARINA BL,-122.432951589917,37.8050520228881,"(37.8050520228881, -122.432951589917)",14610867706244
140476983,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,06/08/2014,15:00,INGLESIDE,"ARREST, CITED",400 Block of 27TH ST,-122.43031883151,37.7466403335158,"(37.7466403335158, -122.43031883151)",14047698365015
140477107,NON-CRIMINAL,AIDED CASE,Sunday,06/08/2014,15:00,BAYVIEW,NONE,700 Block of BARNEVELD AV,-122.407626522365,37.7340230602944,"(37.7340230602944, -122.407626522365)",14047710751040
140488643,NON-CRIMINAL,LOST PROPERTY,Sunday,06/08/2014,15:00,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,"(37.8096707013239, -122.365565425353)",14048864371000
140517725,NON-CRIMINAL,LOST PROPERTY,Sunday,06/08/2014,15:00,PARK,NONE,1700 Block of GROVE ST,-122.445443541478,37.7749222991275,"(37.7749222991275, -122.445443541478)",14051772571000
146109051,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,15:00,PARK,NONE,500 Block of TWINPEAKS BL,-122.446757209575,37.7531845175462,"(37.7531845175462, -122.446757209575)",14610905106244
146108683,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/08/2014,15:00,NORTHERN,NONE,300 Block of FILLMORE ST,-122.430601632484,37.7725736935415,"(37.7725736935415, -122.430601632484)",14610868306372
146198292,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,06/08/2014,15:00,SOUTHERN,NONE,700 Block of MISSION ST,-122.403971269057,37.784828309361,"(37.784828309361, -122.403971269057)",14619829206374
146112628,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/08/2014,14:45,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",14611262806372
140477000,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Sunday,06/08/2014,14:40,PARK,NONE,700 Block of CLAYTON ST,-122.448266122025,37.7679091107584,"(37.7679091107584, -122.448266122025)",14047700012030
140477000,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,06/08/2014,14:40,PARK,NONE,700 Block of CLAYTON ST,-122.448266122025,37.7679091107584,"(37.7679091107584, -122.448266122025)",14047700015200
140477044,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,06/08/2014,14:21,TARAVAL,NONE,2300 Block of 17TH AV,-122.473686708538,37.7440566035115,"(37.7440566035115, -122.473686708538)",14047704464070
140478111,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,06/08/2014,14:15,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,-122.408433097286,37.7967039278443,"(37.7967039278443, -122.408433097286)",14047811106113
140478111,NON-CRIMINAL,FOUND PROPERTY,Sunday,06/08/2014,14:15,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,-122.408433097286,37.7967039278443,"(37.7967039278443, -122.408433097286)",14047811172000
140476911,ASSAULT,BATTERY,Sunday,06/08/2014,14:10,SOUTHERN,"ARREST, CITED",100 Block of 6TH ST,-122.407877117352,37.7803875013555,"(37.7803875013555, -122.407877117352)",14047691104134
140477492,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,06/08/2014,14:00,PARK,NONE,FULTON ST / WILLARDNORTH ST,-122.456285628638,37.7745541196474,"(37.7745541196474, -122.456285628638)",14047749206243
140479937,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,06/08/2014,14:00,CENTRAL,NONE,0 Block of BAY ST,-122.406378068054,37.8064639254287,"(37.8064639254287, -122.406378068054)",14047993707021
140479363,VEHICLE THEFT,STOLEN TRUCK,Sunday,06/08/2014,14:00,TARAVAL,NONE,4200 Block of MORAGA ST,-122.508190002594,37.7547684490271,"(37.7547684490271, -122.508190002594)",14047936307025
146113494,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/08/2014,14:00,BAYVIEW,NONE,400 Block of BAY SHORE BL,-122.406844256277,37.7394012528109,"(37.7394012528109, -122.406844256277)",14611349406372
140476949,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Sunday,06/08/2014,13:59,MISSION,NONE,3000 Block of 19TH ST,-122.412297249417,37.7604010749695,"(37.7604010749695, -122.412297249417)",14047694906223
140475634,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,06/08/2014,13:53,CENTRAL,NONE,300 Block of JEFFERSON ST,-122.418270696719,37.8078519838014,"(37.8078519838014, -122.418270696719)",14047563468020
140476870,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,06/08/2014,13:46,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",14047687064070
146114351,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/08/2014,13:46,TARAVAL,NONE,300 Block of TARAVAL ST,-122.469706429032,37.74325733446,"(37.74325733446, -122.469706429032)",14611435106372
140478757,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,06/08/2014,13:40,TARAVAL,NONE,SLOAT BL / GREAT HY,-122.506714460434,37.735465762973,"(37.735465762973, -122.506714460434)",14047875707021
140477367,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,06/08/2014,13:30,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",14047736716650
140477367,WARRANTS,WARRANT ARREST,Sunday,06/08/2014,13:30,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",14047736763010
140477191,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Sunday,06/08/2014,13:30,MISSION,NONE,300 Block of BARTLETT ST,-122.419545976524,37.75135238699,"(37.75135238699, -122.419545976524)",14047719109250
140476905,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,06/08/2014,13:24,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",14047690564070
146112797,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,06/08/2014,13:00,SOUTHERN,NONE,TOWNSEND ST / 4TH ST,-122.394985875925,37.7770909534023,"(37.7770909534023, -122.394985875925)",14611279771010
146109045,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,13:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14610904506244
140476739,ASSAULT,BATTERY,Sunday,06/08/2014,13:00,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",14047673904134
140523722,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,06/08/2014,13:00,INGLESIDE,NONE,500 Block of PRENTISS ST,-122.412223978237,37.7363953644883,"(37.7363953644883, -122.412223978237)",14052372264070
140476723,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,06/08/2014,12:50,PARK,NONE,TWINPEAKS BL / CLARENDON AV,-122.448535158006,37.7590441684962,"(37.7590441684962, -122.448535158006)",14047672306243
140529504,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,06/08/2014,12:30,SOUTHERN,NONE,500 Block of 2ND ST,-122.39267083933,37.7823985353293,"(37.7823985353293, -122.39267083933)",14052950406362
140476676,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,06/08/2014,12:24,MISSION,"ARREST, CITED",2600 Block of 22ND ST,-122.407124069572,37.756192655819,"(37.756192655819, -122.407124069572)",14047667665010
140476632,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,12:10,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,"(37.8096707013239, -122.365565425353)",14047663206244
140476648,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,06/08/2014,12:10,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,"(37.8096707013239, -122.365565425353)",14047664806242
140476579,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Sunday,06/08/2014,12:05,RICHMOND,NONE,1600 Block of DIVISADERO ST,-122.439665700673,37.7848070478757,"(37.7848070478757, -122.439665700673)",14047657951041
140522263,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,06/08/2014,12:00,MISSION,NONE,1200 Block of TREAT AV,-122.41283040295,37.7501495078008,"(37.7501495078008, -122.41283040295)",14052226315161
146112593,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,06/08/2014,12:00,SOUTHERN,NONE,3RD ST / FOLSOM ST,-122.398932711095,37.7837848211584,"(37.7837848211584, -122.398932711095)",14611259306224
140477157,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,06/08/2014,12:00,NORTHERN,NONE,600 Block of LARCH ST,-122.428129865519,37.7814240041364,"(37.7814240041364, -122.428129865519)",14047715706303
140477759,MISSING PERSON,MISSING ADULT,Sunday,06/08/2014,12:00,BAYVIEW,LOCATED,0 Block of GARLINGTON CT,-122.384396871119,37.7325070966122,"(37.7325070966122, -122.384396871119)",14047775974000
140477759,MISSING PERSON,FOUND PERSON,Sunday,06/08/2014,12:00,BAYVIEW,LOCATED,0 Block of GARLINGTON CT,-122.384396871119,37.7325070966122,"(37.7325070966122, -122.384396871119)",14047775975000
140488029,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,06/08/2014,12:00,RICHMOND,NONE,2600 Block of CALIFORNIA ST,-122.437978008235,37.7884353561249,"(37.7884353561249, -122.437978008235)",14048802906302
140486283,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,06/08/2014,12:00,INGLESIDE,NONE,400 Block of DUNCAN ST,-122.430056459798,37.7458488621105,"(37.7458488621105, -122.430056459798)",14048628307021
140522263,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/08/2014,12:00,MISSION,NONE,1200 Block of TREAT AV,-122.41283040295,37.7501495078008,"(37.7501495078008, -122.41283040295)",14052226306372
140522263,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,06/08/2014,12:00,MISSION,NONE,1200 Block of TREAT AV,-122.41283040295,37.7501495078008,"(37.7501495078008, -122.41283040295)",14052226315200
140476541,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,06/08/2014,11:42,PARK,"ARREST, CITED",1600 Block of HAIGHT ST,-122.450452600564,37.7695032629887,"(37.7695032629887, -122.450452600564)",14047654130200
146110014,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/08/2014,11:30,PARK,NONE,SCOTT ST / GEARY BL,-122.437850882558,37.7837174333803,"(37.7837174333803, -122.437850882558)",14611001406372
140476820,NON-CRIMINAL,FOUND PROPERTY,Sunday,06/08/2014,11:30,PARK,NONE,1800 Block of WALLER ST,-122.454330105396,37.7681530111159,"(37.7681530111159, -122.454330105396)",14047682072000
140476529,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Sunday,06/08/2014,11:27,BAYVIEW,JUVENILE BOOKED,LANE ST / NEWCOMB AV,-122.387911252085,37.7341714275463,"(37.7341714275463, -122.387911252085)",14047652912015
140476529,WEAPON LAWS,POSS OF LOADED FIREARM,Sunday,06/08/2014,11:27,BAYVIEW,JUVENILE BOOKED,LANE ST / NEWCOMB AV,-122.387911252085,37.7341714275463,"(37.7341714275463, -122.387911252085)",14047652912100
140476529,SECONDARY CODES,GANG ACTIVITY,Sunday,06/08/2014,11:27,BAYVIEW,JUVENILE BOOKED,LANE ST / NEWCOMB AV,-122.387911252085,37.7341714275463,"(37.7341714275463, -122.387911252085)",14047652919400
140476836,ASSAULT,THREATENING PHONE CALL(S),Sunday,06/08/2014,11:20,PARK,NONE,1700 Block of ELLIS ST,-122.434992629934,37.7819893688505,"(37.7819893688505, -122.434992629934)",14047683619055
140476808,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,06/08/2014,11:16,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",14047680806365
140476604,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS W/PRIORS,Sunday,06/08/2014,11:15,CENTRAL,"ARREST, CITED",600 Block of BUSH ST,-122.407326986498,37.790399423659,"(37.790399423659, -122.407326986498)",14047660427131
140477414,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,11:00,CENTRAL,NONE,LEAVENWORTH ST / CHESTNUT ST,-122.418153513396,37.8031360312501,"(37.8031360312501, -122.418153513396)",14047741406244
140478951,NON-CRIMINAL,LOST PROPERTY,Sunday,06/08/2014,11:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",14047895171000
140480467,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,06/08/2014,11:00,RICHMOND,NONE,2100 Block of BRODERICK ST,-122.44249875978,37.7901183495566,"(37.7901183495566, -122.44249875978)",14048046771010
140482554,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,06/08/2014,11:00,SOUTHERN,NONE,800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",14048255404013
140476488,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,06/08/2014,11:00,TARAVAL,NONE,200 Block of WESTPORTAL AV,-122.468117499815,37.7389000144845,"(37.7389000144845, -122.468117499815)",14047648806361
140476814,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,06/08/2014,10:46,TENDERLOIN,NONE,200 Block of POWELL ST,-122.408064958219,37.7869021819676,"(37.7869021819676, -122.408064958219)",14047681406302
140476933,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/08/2014,10:30,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,"(37.8096707013239, -122.365565425353)",14047693306373
140476397,NON-CRIMINAL,FOUND PROPERTY,Sunday,06/08/2014,10:15,BAYVIEW,NONE,1500 Block of NEWHALL ST,-122.393119692095,37.7347515640427,"(37.7347515640427, -122.393119692095)",14047639772000
140476494,NON-CRIMINAL,FOUND PROPERTY,Sunday,06/08/2014,10:05,RICHMOND,NONE,GREAT HY / FULTON ST,-122.511054248258,37.7713387826578,"(37.7713387826578, -122.511054248258)",14047649472000
140585095,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,06/08/2014,10:00,NORTHERN,NONE,1700 Block of LAGUNA ST,-122.42836379052,37.7871992953354,"(37.7871992953354, -122.42836379052)",14058509506304
140476767,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,06/08/2014,09:48,CENTRAL,NONE,0 Block of WHITING ST,-122.407985107623,37.8040142547359,"(37.8040142547359, -122.407985107623)",14047676764070
140478387,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,09:00,PARK,NONE,200 Block of CASTRO ST,-122.435287518279,37.7645185041665,"(37.7645185041665, -122.435287518279)",14047838706244
140484629,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,06/08/2014,09:00,NORTHERN,NONE,FELL ST / STEINER ST,-122.432649310329,37.7746912745654,"(37.7746912745654, -122.432649310329)",14048462907021
140476353,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,06/08/2014,08:12,BAYVIEW,"ARREST, CITED",700 Block of INGERSON AV,-122.388673912544,37.7165443455126,"(37.7165443455126, -122.388673912544)",14047635319090
140476353,OTHER OFFENSES,RESISTING ARREST,Sunday,06/08/2014,08:12,BAYVIEW,"ARREST, CITED",700 Block of INGERSON AV,-122.388673912544,37.7165443455126,"(37.7165443455126, -122.388673912544)",14047635327170
140476353,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,06/08/2014,08:12,BAYVIEW,"ARREST, CITED",700 Block of INGERSON AV,-122.388673912544,37.7165443455126,"(37.7165443455126, -122.388673912544)",14047635365010
146108489,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,06/08/2014,08:00,INGLESIDE,NONE,300 Block of VIENNA ST,-122.428613620046,37.722765398728,"(37.722765398728, -122.428613620046)",14610848906224
140476331,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,06/08/2014,07:45,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524,"(37.7122561827524, -122.417107986993)",14047633106154
140476256,ASSAULT,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER,Sunday,06/08/2014,07:10,SOUTHERN,"ARREST, BOOKED",400 Block of 7TH ST,-122.405118197249,37.7746534767072,"(37.7746534767072, -122.405118197249)",14047625627171
140476256,OTHER OFFENSES,RESISTING ARREST,Sunday,06/08/2014,07:10,SOUTHERN,"ARREST, BOOKED",400 Block of 7TH ST,-122.405118197249,37.7746534767072,"(37.7746534767072, -122.405118197249)",14047625627170
146114599,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,07:00,BAYVIEW,NONE,1100 Block of CESAR CHAVEZ ST,-122.389007629623,37.750229715538,"(37.750229715538, -122.389007629623)",14611459906244
146114759,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,05:00,SOUTHERN,NONE,MARKET ST / VALENCIA ST,-122.422622494524,37.7725038687456,"(37.7725038687456, -122.422622494524)",14611475906244
140476165,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,06/08/2014,04:59,NORTHERN,"ARREST, CITED",VANNESS AV / ELLIS ST,-122.421011927709,37.7838226942199,"(37.7838226942199, -122.421011927709)",14047616565015
140476159,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,06/08/2014,04:32,TENDERLOIN,NONE,500 Block of ELLIS ST,-122.415414178631,37.784476659022,"(37.784476659022, -122.415414178631)",14047615964085
140476159,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,06/08/2014,04:32,TENDERLOIN,NONE,500 Block of ELLIS ST,-122.415414178631,37.784476659022,"(37.784476659022, -122.415414178631)",14047615964060
140476137,WARRANTS,WARRANT ARREST,Sunday,06/08/2014,04:20,BAYVIEW,NONE,SAN BRUNO AV / PAUL AV,-122.402109488937,37.7240376461441,"(37.7240376461441, -122.402109488937)",14047613763010
140476795,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Sunday,06/08/2014,04:00,MISSION,NONE,CHURCH ST / 19TH ST,-122.428203997155,37.759691691831,"(37.759691691831, -122.428203997155)",14047679503414
146115042,NON-CRIMINAL,LOST PROPERTY,Sunday,06/08/2014,03:30,SOUTHERN,NONE,MISSION ST / 12TH ST,-122.418618953339,37.7730525547653,"(37.7730525547653, -122.418618953339)",14611504271000
140479034,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,06/08/2014,03:00,NORTHERN,NONE,1000 Block of EDDY ST,-122.42577891406,37.7823192392643,"(37.7823192392643, -122.42577891406)",14047903407023
140476052,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,06/08/2014,02:40,SOUTHERN,NONE,6TH ST / MISSION ST,-122.408710606663,37.7809706722053,"(37.7809706722053, -122.408710606663)",14047605204013
146109324,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,06/08/2014,02:35,CENTRAL,NONE,SANSOME ST / GREEN ST,-122.402609381311,37.8003058186718,"(37.8003058186718, -122.402609381311)",14610932406224
140476046,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,06/08/2014,02:28,RICHMOND,"ARREST, CITED",PARKPRESIDIO BL / FULTON ST,-122.471762293486,37.7731370564457,"(37.7731370564457, -122.471762293486)",14047604665010
140475991,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,06/08/2014,02:23,NORTHERN,NONE,GEARY BL / LAGUNA ST,-122.427991151911,37.7849531241612,"(37.7849531241612, -122.427991151911)",14047599106243
140476018,NON-CRIMINAL,AIDED CASE,Sunday,06/08/2014,02:15,TENDERLOIN,NONE,200 Block of POWELL ST,-122.408201657254,37.7868849113107,"(37.7868849113107, -122.408201657254)",14047601851040
140476018,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,06/08/2014,02:15,TENDERLOIN,NONE,200 Block of POWELL ST,-122.408201657254,37.7868849113107,"(37.7868849113107, -122.408201657254)",14047601864070
146108699,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,02:00,NORTHERN,NONE,LARKIN ST / SUTTER ST,-122.418467747931,37.7879652569797,"(37.7879652569797, -122.418467747931)",14610869906244
146108699,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,06/08/2014,02:00,NORTHERN,NONE,LARKIN ST / SUTTER ST,-122.418467747931,37.7879652569797,"(37.7879652569797, -122.418467747931)",14610869906224
140475985,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,06/08/2014,02:00,SOUTHERN,NONE,100 Block of KISSLING ST,-122.415580579167,37.7720099063759,"(37.7720099063759, -122.415580579167)",14047598506153
140486647,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,06/08/2014,02:00,TARAVAL,NONE,2200 Block of NORIEGA ST,-122.487737748546,37.7537991126261,"(37.7537991126261, -122.487737748546)",14048664764070
140476585,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,06/08/2014,02:00,INGLESIDE,NONE,700 Block of JOOST AV,-122.452308376762,37.7323655790286,"(37.7323655790286, -122.452308376762)",14047658507021
140479357,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,06/08/2014,02:00,SOUTHERN,NONE,MINNA ST / LAFAYETTE ST,-122.417451396276,37.7731347307973,"(37.7731347307973, -122.417451396276)",14047935707021
140479357,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,06/08/2014,02:00,SOUTHERN,NONE,MINNA ST / LAFAYETTE ST,-122.417451396276,37.7731347307973,"(37.7731347307973, -122.417451396276)",14047935764070
140476074,TRESPASS,TRESPASSING,Sunday,06/08/2014,01:46,CENTRAL,NONE,300 Block of POWELL ST,-122.408384275542,37.7878271137225,"(37.7878271137225, -122.408384275542)",14047607427195
140475941,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,06/08/2014,01:35,CENTRAL,NONE,1100 Block of GRANT AV,-122.406954465276,37.7971765677058,"(37.7971765677058, -122.406954465276)",14047594106242
146108564,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,06/08/2014,01:31,RICHMOND,NONE,CALIFORNIA ST / BRODERICK ST,-122.442112423143,37.7878555996754,"(37.7878555996754, -122.442112423143)",14610856406244
140476096,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Sunday,06/08/2014,01:30,MISSION,"ARREST, BOOKED",3800 Block of 19TH ST,-122.429337864115,37.7596780299369,"(37.7596780299369, -122.429337864115)",14047609615155
140476096,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,06/08/2014,01:30,MISSION,"ARREST, BOOKED",3800 Block of 19TH ST,-122.429337864115,37.7596780299369,"(37.7596780299369, -122.429337864115)",14047609615040
146115008,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,06/08/2014,01:30,SOUTHERN,NONE,500 Block of HOWARD ST,-122.396934740624,37.7877468463797,"(37.7877468463797, -122.396934740624)",14611500806224
146108724,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,06/08/2014,01:15,NORTHERN,NONE,3000 Block of FILLMORE ST,-122.435654173631,37.7975553049591,"(37.7975553049591, -122.435654173631)",14610872406372
146109073,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,06/08/2014,01:00,PARK,NONE,200 Block of SHRADER ST,-122.452460550389,37.772647606317,"(37.772647606317, -122.452460550389)",14610907306224
140475894,RUNAWAY,RUNAWAY,Sunday,06/08/2014,00:50,INGLESIDE,LOCATED,100 Block of PERSIA AV,-122.434764286692,37.7226161363136,"(37.7226161363136, -122.434764286692)",14047589429100
140475894,MISSING PERSON,FOUND PERSON,Sunday,06/08/2014,00:50,INGLESIDE,LOCATED,100 Block of PERSIA AV,-122.434764286692,37.7226161363136,"(37.7226161363136, -122.434764286692)",14047589475000
140478428,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,06/08/2014,00:47,BAYVIEW,"ARREST, BOOKED",2100 Block of JENNINGS ST,-122.388904406633,37.7266917170382,"(37.7266917170382, -122.388904406633)",14047842862050
