Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
365777,699,7/16/2014 8:20,Embarcadero at Bryant,54,7/16/2014 8:31,Embarcadero at Sansome,60,259,Subscriber,94107
365776,348,7/16/2014 8:19,Embarcadero at Sansome,60,7/16/2014 8:24,Clay at Battery,41,378,Subscriber,94133
365775,346,7/16/2014 8:19,Commercial at Montgomery,45,7/16/2014 8:24,Yerba Buena Center of the Arts (3rd @ Howard),68,437,Subscriber,94133
365773,657,7/16/2014 8:18,Steuart at Market,74,7/16/2014 8:29,San Francisco Caltrain 2 (330 Townsend),69,291,Subscriber,94705
365772,325,7/16/2014 8:18,2nd at Folsom,62,7/16/2014 8:23,Embarcadero at Folsom,51,333,Subscriber,94158
365771,648,7/16/2014 8:17,South Van Ness at Market,66,7/16/2014 8:28,San Francisco Caltrain (Townsend at 4th),70,427,Subscriber,94127
365770,461,7/16/2014 8:16,Ryland Park,84,7/16/2014 8:24,San Jose Civic Center,3,188,Subscriber,5112
365769,345,7/16/2014 8:16,Embarcadero at Bryant,54,7/16/2014 8:22,2nd at Townsend,61,569,Subscriber,94901
365768,353,7/16/2014 8:16,2nd at South Park,64,7/16/2014 8:22,Market at Sansome,77,403,Subscriber,94107
365765,747,7/16/2014 8:14,Steuart at Market,74,7/16/2014 8:26,Townsend at 7th,65,444,Subscriber,94526
365764,483,7/16/2014 8:13,Grant Avenue at Columbus Avenue,73,7/16/2014 8:21,Temporary Transbay Terminal (Howard at Beale),55,366,Subscriber,94133
365763,198,7/16/2014 8:13,Grant Avenue at Columbus Avenue,73,7/16/2014 8:16,Clay at Battery,41,677,Subscriber,94111
365762,600,7/16/2014 8:13,South Van Ness at Market,66,7/16/2014 8:23,Market at Sansome,77,635,Subscriber,94114
365761,163,7/16/2014 8:12,Beale at Market,56,7/16/2014 8:15,Temporary Transbay Terminal (Howard at Beale),55,495,Subscriber,94122
365760,1315,7/16/2014 8:12,Spear at Folsom,49,7/16/2014 8:34,Market at 10th,67,327,Subscriber,94105
365759,547,7/16/2014 8:10,Market at 10th,67,7/16/2014 8:19,Market at 4th,76,527,Subscriber,94103
365757,460,7/16/2014 8:10,2nd at Townsend,61,7/16/2014 8:17,Market at Sansome,77,267,Subscriber,94602
365756,698,7/16/2014 8:10,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:21,Davis at Jackson,42,358,Subscriber,94086
365755,405,7/16/2014 8:10,Civic Center BART (7th at Market),72,7/16/2014 8:16,Townsend at 7th,65,468,Subscriber,94609
365754,1302,7/16/2014 8:09,Mechanics Plaza (Market at Battery),75,7/16/2014 8:31,Townsend at 7th,65,222,Subscriber,94568
365753,374,7/16/2014 8:09,Harry Bridges Plaza (Ferry Building),50,7/16/2014 8:15,Howard at 2nd,63,331,Subscriber,94941
365752,309,7/16/2014 8:08,Grant Avenue at Columbus Avenue,73,7/16/2014 8:14,Market at Sansome,77,481,Subscriber,94133
365751,763,7/16/2014 8:08,Harry Bridges Plaza (Ferry Building),50,7/16/2014 8:21,Townsend at 7th,65,360,Subscriber,94925
365750,440,7/16/2014 8:08,Clay at Battery,41,7/16/2014 8:16,Embarcadero at Folsom,51,470,Subscriber,94109
365749,369,7/16/2014 8:08,Mezes Park,83,7/16/2014 8:14,Redwood City Caltrain Station,22,700,Subscriber,94063
365747,497,7/16/2014 8:08,Golden Gate at Polk,59,7/16/2014 8:16,Market at Sansome,77,339,Subscriber,94109
365746,938,7/16/2014 8:07,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:23,Steuart at Market,74,137,Customer,nil
365745,191,7/16/2014 8:07,San Salvador at 1st,8,7/16/2014 8:10,MLK Library,11,104,Subscriber,95113
365744,980,7/16/2014 8:06,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:23,Davis at Jackson,42,504,Subscriber,94085
365743,398,7/16/2014 8:06,Embarcadero at Bryant,54,7/16/2014 8:12,San Francisco Caltrain (Townsend at 4th),70,440,Subscriber,94108
365740,687,7/16/2014 8:05,Mechanics Plaza (Market at Battery),75,7/16/2014 8:17,South Van Ness at Market,66,427,Subscriber,9611
365739,698,7/16/2014 8:05,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:17,Davis at Jackson,42,361,Subscriber,94030
365738,1059,7/16/2014 8:05,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 8:23,Market at 10th,67,276,Subscriber,94707
365737,924,7/16/2014 8:04,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 8:20,Townsend at 7th,65,340,Subscriber,94611
365736,228,7/16/2014 8:04,Embarcadero at Vallejo,48,7/16/2014 8:08,Steuart at Market,74,461,Subscriber,94111
365735,371,7/16/2014 8:04,Harry Bridges Plaza (Ferry Building),50,7/16/2014 8:10,Embarcadero at Sansome,60,378,Subscriber,94568
365734,394,7/16/2014 8:04,2nd at Folsom,62,7/16/2014 8:10,Temporary Transbay Terminal (Howard at Beale),55,558,Subscriber,94404
365733,196,7/16/2014 8:04,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 8:07,Townsend at 7th,65,541,Subscriber,94065
365732,688,7/16/2014 8:04,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:15,Davis at Jackson,42,553,Subscriber,94402
365731,338,7/16/2014 8:03,Beale at Market,56,7/16/2014 8:09,2nd at Townsend,61,395,Subscriber,94523
365730,578,7/16/2014 8:03,Market at Sansome,77,7/16/2014 8:13,San Francisco Caltrain (Townsend at 4th),70,628,Subscriber,94123
365729,433,7/16/2014 8:03,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 8:10,Market at 4th,76,33,Subscriber,95124
365728,520,7/16/2014 8:03,Harry Bridges Plaza (Ferry Building),50,7/16/2014 8:11,2nd at Townsend,61,607,Subscriber,94558
365727,541,7/16/2014 8:02,San Jose Diridon Caltrain Station,2,7/16/2014 8:11,MLK Library,11,699,Subscriber,94010
365726,969,7/16/2014 8:02,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:18,Commercial at Montgomery,45,367,Subscriber,94070
365725,819,7/16/2014 8:01,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:15,Davis at Jackson,42,587,Subscriber,95112
365724,613,7/16/2014 8:01,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:12,Embarcadero at Folsom,51,518,Subscriber,94070
365723,363,7/16/2014 8:01,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:07,Yerba Buena Center of the Arts (3rd @ Howard),68,609,Subscriber,94042
365722,486,7/16/2014 8:01,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:09,2nd at Folsom,62,333,Subscriber,94303
365721,1288,7/16/2014 8:01,Grant Avenue at Columbus Avenue,73,7/16/2014 8:22,Townsend at 7th,65,411,Subscriber,94133
365720,1048,7/16/2014 8:00,Harry Bridges Plaza (Ferry Building),50,7/16/2014 8:18,Townsend at 7th,65,636,Subscriber,94590
365719,640,7/16/2014 8:00,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 8:11,Broadway St at Battery St,82,260,Subscriber,94804
365718,890,7/16/2014 8:00,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:15,Beale at Market,56,422,Subscriber,94070
365717,727,7/16/2014 7:59,Mountain View Caltrain Station,28,7/16/2014 8:12,Mountain View City Hall,27,263,Subscriber,94105
365716,418,7/16/2014 7:59,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 8:06,2nd at Townsend,61,309,Subscriber,94611
365715,428,7/16/2014 7:59,2nd at Townsend,61,7/16/2014 8:06,Temporary Transbay Terminal (Howard at Beale),55,575,Subscriber,94040
365713,732,7/16/2014 7:59,Harry Bridges Plaza (Ferry Building),50,7/16/2014 8:11,San Francisco Caltrain 2 (330 Townsend),69,593,Subscriber,94591
365712,535,7/16/2014 7:59,Harry Bridges Plaza (Ferry Building),50,7/16/2014 8:07,2nd at Townsend,61,267,Subscriber,94534
365709,681,7/16/2014 7:58,Golden Gate at Polk,59,7/16/2014 8:09,San Francisco Caltrain (Townsend at 4th),70,351,Subscriber,94109
365708,344,7/16/2014 7:57,Harry Bridges Plaza (Ferry Building),50,7/16/2014 8:03,Market at Sansome,77,350,Subscriber,94510
365704,164,7/16/2014 7:56,Mountain View City Hall,27,7/16/2014 7:59,Mountain View Caltrain Station,28,694,Subscriber,94024
365701,304,7/16/2014 7:55,Evelyn Park and Ride,30,7/16/2014 8:00,Mountain View Caltrain Station,28,219,Subscriber,95130
365700,727,7/16/2014 7:55,Beale at Market,56,7/16/2014 8:07,San Francisco Caltrain 2 (330 Townsend),69,469,Subscriber,94609
365698,651,7/16/2014 7:55,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 8:06,Market at Sansome,77,436,Subscriber,94107
365697,613,7/16/2014 7:55,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 8:05,Broadway St at Battery St,82,634,Subscriber,94610
365693,307,7/16/2014 7:54,2nd at South Park,64,7/16/2014 7:59,Market at 4th,76,492,Subscriber,94102
365691,350,7/16/2014 7:54,Embarcadero at Bryant,54,7/16/2014 8:00,2nd at Folsom,62,318,Subscriber,94105
365690,273,7/16/2014 7:54,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:58,2nd at Townsend,61,283,Subscriber,94040
365689,733,7/16/2014 7:54,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:06,Temporary Transbay Terminal (Howard at Beale),55,375,Subscriber,94030
365688,493,7/16/2014 7:53,SJSU - San Salvador at 9th,16,7/16/2014 8:02,San Jose Diridon Caltrain Station,2,99,Subscriber,95112
365687,319,7/16/2014 7:53,Spear at Folsom,49,7/16/2014 7:58,Howard at 2nd,63,598,Subscriber,94105
365686,252,7/16/2014 7:53,Evelyn Park and Ride,30,7/16/2014 7:57,Mountain View Caltrain Station,28,163,Subscriber,95014
365685,866,7/16/2014 7:53,Broadway St at Battery St,82,7/16/2014 8:08,San Francisco Caltrain (Townsend at 4th),70,358,Subscriber,94133
365684,542,7/16/2014 7:52,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 8:01,Broadway St at Battery St,82,512,Subscriber,94710
365681,867,7/16/2014 7:52,Golden Gate at Polk,59,7/16/2014 8:06,Embarcadero at Vallejo,48,525,Subscriber,94102
365680,227,7/16/2014 7:51,Castro Street and El Camino Real,32,7/16/2014 7:55,Mountain View Caltrain Station,28,89,Subscriber,94040
365679,320,7/16/2014 7:51,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 7:57,2nd at South Park,64,403,Subscriber,94618
365678,364,7/16/2014 7:51,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 7:57,5th at Howard,57,391,Subscriber,95118
365677,526,7/16/2014 7:51,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 8:00,Broadway St at Battery St,82,285,Subscriber,94602
365673,455,7/16/2014 7:51,Paseo de San Antonio,7,7/16/2014 7:58,San Jose Diridon Caltrain Station,2,176,Subscriber,95112
365672,216,7/16/2014 7:51,Market at 4th,76,7/16/2014 7:54,Market at Sansome,77,384,Subscriber,94107
365669,261,7/16/2014 7:50,Evelyn Park and Ride,30,7/16/2014 7:54,Mountain View Caltrain Station,28,43,Subscriber,94087
365666,198,7/16/2014 7:50,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 7:53,Townsend at 7th,65,627,Subscriber,94043
365665,355,7/16/2014 7:49,Grant Avenue at Columbus Avenue,73,7/16/2014 7:55,Embarcadero at Folsom,51,275,Subscriber,94109
365660,659,7/16/2014 7:48,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:59,Steuart at Market,74,291,Subscriber,94306
365657,504,7/16/2014 7:48,Powell Street BART,39,7/16/2014 7:57,San Francisco Caltrain (Townsend at 4th),70,422,Subscriber,94109
365656,216,7/16/2014 7:48,Mechanics Plaza (Market at Battery),75,7/16/2014 7:52,Steuart at Market,74,418,Subscriber,94116
365655,413,7/16/2014 7:48,5th at Howard,57,7/16/2014 7:55,Commercial at Montgomery,45,273,Subscriber,94103
365654,229,7/16/2014 7:48,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 7:51,Townsend at 7th,65,580,Subscriber,94041
365653,904,7/16/2014 7:47,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:02,Davis at Jackson,42,439,Subscriber,94087
365652,447,7/16/2014 7:47,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:55,Embarcadero at Folsom,51,382,Subscriber,94303
365651,577,7/16/2014 7:47,Rengstorff Avenue / California Street,33,7/16/2014 7:57,Mountain View Caltrain Station,28,71,Subscriber,94040
365650,625,7/16/2014 7:47,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:58,Spear at Folsom,49,576,Subscriber,94404
365649,719,7/16/2014 7:47,South Van Ness at Market,66,7/16/2014 7:59,Howard at 2nd,63,420,Subscriber,94117
365648,652,7/16/2014 7:47,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:57,Mechanics Plaza (Market at Battery),75,514,Subscriber,94404
365647,870,7/16/2014 7:47,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 8:01,Townsend at 7th,65,456,Subscriber,94611
365646,644,7/16/2014 7:47,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 7:57,Harry Bridges Plaza (Ferry Building),50,353,Subscriber,94158
365645,359,7/16/2014 7:46,Embarcadero at Sansome,60,7/16/2014 7:52,Davis at Jackson,42,288,Subscriber,94111
365644,395,7/16/2014 7:46,Market at 10th,67,7/16/2014 7:53,Market at 4th,76,601,Subscriber,94107
365643,503,7/16/2014 7:46,Ryland Park,84,7/16/2014 7:54,SJSU 4th at San Carlos,12,128,Subscriber,95112
365642,680,7/16/2014 7:46,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:57,Mechanics Plaza (Market at Battery),75,222,Subscriber,94404
365641,304,7/16/2014 7:46,Grant Avenue at Columbus Avenue,73,7/16/2014 7:51,Harry Bridges Plaza (Ferry Building),50,607,Subscriber,94133
365640,449,7/16/2014 7:45,Steuart at Market,74,7/16/2014 7:53,2nd at Townsend,61,610,Subscriber,94941
365639,658,7/16/2014 7:45,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:56,Steuart at Market,74,878,Subscriber,94002
365638,640,7/16/2014 7:45,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:56,Temporary Transbay Terminal (Howard at Beale),55,526,Subscriber,95050
365637,725,7/16/2014 7:45,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:57,Steuart at Market,74,449,Subscriber,94107
365636,292,7/16/2014 7:45,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 7:50,5th at Howard,57,509,Subscriber,94403
365635,1014,7/16/2014 7:44,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 8:01,Broadway St at Battery St,82,566,Subscriber,94065
365634,422,7/16/2014 7:44,San Jose Diridon Caltrain Station,2,7/16/2014 7:51,San Pedro Square,6,713,Subscriber,94002
365633,510,7/16/2014 7:44,Civic Center BART (7th at Market),72,7/16/2014 7:52,San Francisco Caltrain (Townsend at 4th),70,375,Subscriber,94103
365632,162,7/16/2014 7:42,Townsend at 7th,65,7/16/2014 7:45,San Francisco Caltrain 2 (330 Townsend),69,322,Subscriber,94107
365631,633,7/16/2014 7:42,2nd at Townsend,61,7/16/2014 7:52,Davis at Jackson,42,326,Subscriber,94107
365627,904,7/16/2014 7:41,Washington at Kearny,46,7/16/2014 7:56,San Francisco Caltrain 2 (330 Townsend),69,338,Subscriber,94133
365626,244,7/16/2014 7:39,2nd at Townsend,61,7/16/2014 7:44,San Francisco Caltrain (Townsend at 4th),70,361,Subscriber,94107
365625,591,7/16/2014 7:39,Steuart at Market,74,7/16/2014 7:49,2nd at Townsend,61,567,Subscriber,94588
365624,579,7/16/2014 7:38,Civic Center BART (7th at Market),72,7/16/2014 7:48,San Francisco Caltrain (Townsend at 4th),70,283,Subscriber,94103
365623,751,7/16/2014 7:38,Market at 10th,67,7/16/2014 7:50,San Francisco Caltrain (Townsend at 4th),70,333,Customer,94103
365622,399,7/16/2014 7:36,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 7:42,Embarcadero at Vallejo,48,419,Subscriber,94609
365621,1314,7/16/2014 7:34,San Jose Diridon Caltrain Station,2,7/16/2014 7:56,San Jose City Hall,10,715,Subscriber,94502
365620,686,7/16/2014 7:34,Harry Bridges Plaza (Ferry Building),50,7/16/2014 7:45,2nd at Townsend,61,412,Subscriber,94960
365619,304,7/16/2014 7:33,San Pedro Square,6,7/16/2014 7:38,San Jose Diridon Caltrain Station,2,120,Subscriber,95112
365618,487,7/16/2014 7:30,Harry Bridges Plaza (Ferry Building),50,7/16/2014 7:38,2nd at Folsom,62,558,Subscriber,94590
365616,505,7/16/2014 7:27,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 7:36,Powell Street BART,39,491,Subscriber,94107
365615,1083,7/16/2014 7:27,Grant Avenue at Columbus Avenue,73,7/16/2014 7:45,San Francisco Caltrain (Townsend at 4th),70,609,Subscriber,94133
365614,684,7/16/2014 7:27,Japantown,9,7/16/2014 7:38,San Jose Diridon Caltrain Station,2,107,Subscriber,95112
365613,646,7/16/2014 7:27,Market at 10th,67,7/16/2014 7:37,San Francisco Caltrain (Townsend at 4th),70,367,Subscriber,94402
365612,322,7/16/2014 7:27,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 7:32,2nd at South Park,64,286,Subscriber,94602
365611,682,7/16/2014 7:26,Davis at Jackson,42,7/16/2014 7:38,2nd at Folsom,62,310,Subscriber,94111
365610,806,7/16/2014 7:26,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 7:39,South Van Ness at Market,66,620,Subscriber,94403
365609,830,7/16/2014 7:25,Broadway St at Battery St,82,7/16/2014 7:39,San Francisco Caltrain (Townsend at 4th),70,878,Subscriber,94133
365608,803,7/16/2014 7:25,Market at Sansome,77,7/16/2014 7:39,Townsend at 7th,65,322,Subscriber,94121
365607,628,7/16/2014 7:25,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 7:36,Powell Street BART,39,594,Subscriber,94102
365605,736,7/16/2014 7:25,Ryland Park,84,7/16/2014 7:37,San Jose Diridon Caltrain Station,2,653,Subscriber,95110
365604,593,7/16/2014 7:25,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:35,Embarcadero at Folsom,51,290,Subscriber,94062
365603,718,7/16/2014 7:24,Ryland Park,84,7/16/2014 7:36,Ryland Park,84,294,Subscriber,95112
365602,387,7/16/2014 7:24,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 7:30,2nd at Townsend,61,361,Subscriber,94107
365601,529,7/16/2014 7:22,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:31,Embarcadero at Folsom,51,596,Subscriber,94403
365600,405,7/16/2014 7:22,Embarcadero at Sansome,60,7/16/2014 7:29,Beale at Market,56,495,Subscriber,94111
365599,655,7/16/2014 7:21,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:32,Mechanics Plaza (Market at Battery),75,427,Subscriber,94303
365598,796,7/16/2014 7:21,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:34,Clay at Battery,41,470,Subscriber,94025
365597,457,7/16/2014 7:19,Embarcadero at Bryant,54,7/16/2014 7:27,San Francisco Caltrain (Townsend at 4th),70,566,Subscriber,94105
365596,607,7/16/2014 7:19,Steuart at Market,74,7/16/2014 7:29,San Francisco Caltrain (Townsend at 4th),70,526,Subscriber,94612
365594,411,7/16/2014 7:18,Paseo de San Antonio,7,7/16/2014 7:25,Japantown,9,302,Subscriber,95112
365591,532,7/16/2014 7:17,Townsend at 7th,65,7/16/2014 7:25,South Van Ness at Market,66,420,Subscriber,94107
365590,387,7/16/2014 7:12,Market at 4th,76,7/16/2014 7:18,San Francisco Caltrain (Townsend at 4th),70,427,Subscriber,94080
365589,364,7/16/2014 7:09,2nd at South Park,64,7/16/2014 7:15,Market at Sansome,77,368,Subscriber,94107
365588,356,7/16/2014 7:09,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 7:15,Market at 4th,76,380,Subscriber,94501
365587,679,7/16/2014 7:08,Mountain View Caltrain Station,28,7/16/2014 7:19,Rengstorff Avenue / California Street,33,22,Subscriber,95112
365586,268,7/16/2014 7:07,Mechanics Plaza (Market at Battery),75,7/16/2014 7:12,Commercial at Montgomery,45,437,Subscriber,94611
365585,310,7/16/2014 7:07,Yerba Buena Center of the Arts (3rd @ Howard),68,7/16/2014 7:12,San Francisco Caltrain (Townsend at 4th),70,596,Subscriber,94105
365584,158,7/16/2014 7:07,Cowper at University,37,7/16/2014 7:09,University and Emerson,35,14,Subscriber,94111
365583,873,7/16/2014 7:05,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:20,Embarcadero at Vallejo,48,379,Subscriber,95110
365580,899,7/16/2014 7:05,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:20,South Van Ness at Market,66,618,Subscriber,94061
365579,221,7/16/2014 7:04,Beale at Market,56,7/16/2014 7:08,Spear at Folsom,49,598,Subscriber,94111
365578,564,7/16/2014 7:02,San Francisco Caltrain 2 (330 Townsend),69,7/16/2014 7:12,Market at Sansome,77,613,Subscriber,94133
365577,228,7/16/2014 7:02,Townsend at 7th,65,7/16/2014 7:06,San Francisco Caltrain (Townsend at 4th),70,470,Subscriber,94044
365576,605,7/16/2014 7:02,SJSU - San Salvador at 9th,16,7/16/2014 7:12,San Jose Diridon Caltrain Station,2,696,Subscriber,95112
365575,394,7/16/2014 7:01,Powell Street BART,39,7/16/2014 7:07,San Francisco Caltrain (Townsend at 4th),70,449,Subscriber,94612
365574,544,7/16/2014 6:59,2nd at Townsend,61,7/16/2014 7:08,Beale at Market,56,577,Subscriber,94107
365573,187,7/16/2014 6:55,Townsend at 7th,65,7/16/2014 6:58,San Francisco Caltrain (Townsend at 4th),70,379,Subscriber,94107
365572,484,7/16/2014 6:54,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 7:02,Market at Sansome,77,628,Subscriber,90803
365571,464,7/16/2014 6:53,Embarcadero at Sansome,60,7/16/2014 7:00,Temporary Transbay Terminal (Howard at Beale),55,285,Subscriber,94111
365570,600,7/16/2014 6:52,Market at 10th,67,7/16/2014 7:02,San Francisco Caltrain (Townsend at 4th),70,618,Subscriber,94103
365568,557,7/16/2014 6:47,Ryland Park,84,7/16/2014 6:56,San Jose Diridon Caltrain Station,2,715,Subscriber,95110
365567,459,7/16/2014 6:45,5th at Howard,57,7/16/2014 6:53,Commercial at Montgomery,45,534,Subscriber,94107
365566,545,7/16/2014 6:43,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 6:52,Steuart at Market,74,423,Customer,94010
365565,204,7/16/2014 6:43,Davis at Jackson,42,7/16/2014 6:46,Commercial at Montgomery,45,614,Subscriber,94111
365564,506,7/16/2014 6:41,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 6:49,Market at Sansome,77,322,Subscriber,95008
365563,502,7/16/2014 6:41,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 6:49,Embarcadero at Folsom,51,490,Subscriber,95124
365562,717,7/16/2014 6:40,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 6:52,Temporary Transbay Terminal (Howard at Beale),55,517,Subscriber,94030
365561,386,7/16/2014 6:39,Grant Avenue at Columbus Avenue,73,7/16/2014 6:46,Market at Sansome,77,289,Subscriber,94133
365560,398,7/16/2014 6:39,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 6:46,Broadway St at Battery St,82,878,Subscriber,94610
365558,677,7/16/2014 6:38,Embarcadero at Sansome,60,7/16/2014 6:49,San Francisco Caltrain (Townsend at 4th),70,514,Subscriber,94111
365557,581,7/16/2014 6:36,San Salvador at 1st,8,7/16/2014 6:46,San Jose Diridon Caltrain Station,2,713,Subscriber,95113
365556,190,7/16/2014 6:36,2nd at Townsend,61,7/16/2014 6:39,San Francisco Caltrain (Townsend at 4th),70,628,Subscriber,95134
365554,502,7/16/2014 6:34,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 6:42,Market at Sansome,77,458,Subscriber,94010
365553,286,7/16/2014 6:33,Castro Street and El Camino Real,32,7/16/2014 6:38,Mountain View Caltrain Station,28,303,Subscriber,94040
365552,319,7/16/2014 6:33,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 6:39,2nd at Townsend,61,363,Subscriber,94610
365551,532,7/16/2014 6:31,Steuart at Market,74,7/16/2014 6:40,Powell at Post (Union Square),71,560,Subscriber,94102
365548,698,7/16/2014 6:24,Grant Avenue at Columbus Avenue,73,7/16/2014 6:36,2nd at Townsend,61,528,Subscriber,94107
365547,275,7/16/2014 6:19,Harry Bridges Plaza (Ferry Building),50,7/16/2014 6:23,Commercial at Montgomery,45,507,Subscriber,94925
365546,185,7/16/2014 6:18,Harry Bridges Plaza (Ferry Building),50,7/16/2014 6:21,Mechanics Plaza (Market at Battery),75,418,Subscriber,94107
365545,1428,7/16/2014 6:14,2nd at Folsom,62,7/16/2014 6:38,Howard at 2nd,63,332,Subscriber,94107
365544,621,7/16/2014 6:06,Embarcadero at Bryant,54,7/16/2014 6:17,Embarcadero at Sansome,60,285,Subscriber,94105
365543,534,7/16/2014 6:06,South Van Ness at Market,66,7/16/2014 6:15,Market at Sansome,77,362,Subscriber,94102
365542,283,7/16/2014 5:53,Santa Clara at Almaden,4,7/16/2014 5:58,San Jose Diridon Caltrain Station,2,699,Subscriber,95110
365540,297,7/16/2014 5:41,Grant Avenue at Columbus Avenue,73,7/16/2014 5:46,Market at Sansome,77,266,Subscriber,94133
365539,171,7/16/2014 5:28,Temporary Transbay Terminal (Howard at Beale),55,7/16/2014 5:31,Howard at 2nd,63,548,Subscriber,94105
365538,194,7/16/2014 5:21,2nd at Folsom,62,7/16/2014 5:25,Market at Sansome,77,608,Subscriber,94107
365536,117,7/16/2014 5:05,Embarcadero at Bryant,54,7/16/2014 5:07,Spear at Folsom,49,321,Subscriber,94105
365535,131,7/16/2014 4:24,Grant Avenue at Columbus Avenue,73,7/16/2014 4:26,Commercial at Montgomery,45,629,Subscriber,94133
365534,875,7/16/2014 2:37,Townsend at 7th,65,7/16/2014 2:52,Golden Gate at Polk,59,315,Subscriber,94102
365533,148,7/16/2014 0:41,Steuart at Market,74,7/16/2014 0:44,Davis at Jackson,42,288,Subscriber,94114
365532,489,7/16/2014 0:07,Embarcadero at Bryant,54,7/16/2014 0:15,Broadway St at Battery St,82,426,Subscriber,94133
365531,571,7/16/2014 0:00,Steuart at Market,74,7/16/2014 0:09,5th at Howard,57,273,Subscriber,94618
365530,305,7/15/2014 23:57,Paseo de San Antonio,7,7/16/2014 0:02,SJSU - San Salvador at 9th,16,258,Subscriber,95112
365529,326,7/15/2014 23:57,Paseo de San Antonio,7,7/16/2014 0:02,SJSU - San Salvador at 9th,16,150,Subscriber,95112
365528,409,7/15/2014 23:54,Harry Bridges Plaza (Ferry Building),50,7/16/2014 0:01,Howard at 2nd,63,877,Subscriber,94025
365527,324,7/15/2014 23:28,Market at 4th,76,7/15/2014 23:33,Steuart at Market,74,288,Subscriber,94114
365526,586,7/15/2014 23:27,Market at 10th,67,7/15/2014 23:37,Washington at Kearny,46,590,Subscriber,94133
365525,203,7/15/2014 23:17,Commercial at Montgomery,45,7/15/2014 23:20,Market at Sansome,77,279,Subscriber,94112
365523,844,7/15/2014 23:13,Market at Sansome,77,7/15/2014 23:28,2nd at Townsend,61,483,Subscriber,94107
365522,587,7/15/2014 23:12,San Jose Diridon Caltrain Station,2,7/15/2014 23:22,SJSU 4th at San Carlos,12,250,Subscriber,95112
