review_id	sentiment	label_id	input_ids	review_body	date
18469	-1	0	[0, 100, 2162, 42, 326, 12, 8674, 11, 6907, 1437, 2440, 1437, 1275, 1437, 10521, 8, 909, 81, 5, 375, 76, 4, 358, 65, 9, 106, 4682, 5, 10521, 1437, 34, 5335, 410, 7756, 6538, 11, 5, 760, 9, 5, 6399, 874, 110, 13977, 1902, 4, 939, 348, 1835, 106, 70, 4, 5, 10199, 16, 7174, 8, 5, 1318, 9, 5, 326, 73, 8674, 16, 6587, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I bought this t-shirt in pink  blue  red  grey and black over the past year. every one of them except the grey  has gotten little pin holes in the front of the shirt below your waistline. i've returned them all. the fabric is thin and the quality of the t/shirt is terrible.	2021-08-04T09:13:10Z
17043	1	2	[0, 100, 33, 42, 11, 20292, 2440, 8, 24, 16, 127, 2674, 3588, 9, 5, 191, 4, 939, 399, 75, 4883, 14, 89, 21, 65, 11, 11342, 2253, 22941, 454, 24, 21, 416, 1088, 66, 4, 2540, 836, 124, 50, 28, 98, 761, 7, 1511, 162, 114, 41, 3023, 29, 606, 11, 25, 10, 671, 1437, 4753, 4, 1437, 1437, 939, 657, 42, 98, 203, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I have this in darker blue and it is my favorite dress of the season. i didn't realize that there was one in turquoise until it was already sold out. please bring back or be so kind to contact me if an xs comes in as a return  etc.   i love this so much!	2021-08-04T09:13:10Z
2156	-1	0	[0, 26402, 19051, 1437, 5, 847, 9, 5, 10490, 817, 1268, 2498, 24, 356, 5283, 4, 190, 5, 1421, 11, 5, 2170, 5, 169, 14, 10490, 23835, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Disappointed  the cut of the layer makes anyone wearing it look pregnant. even the model in the picture the way that layer hangs.	2021-08-04T09:13:10Z
14764	1	2	[0, 100, 437, 45, 2333, 10, 2378, 9, 3055, 293, 25, 939, 437, 10, 410, 53, 11044, 219, 1437, 8, 218, 75, 101, 1468, 14, 3741, 1033, 4, 5, 3195, 9, 42, 13454, 16, 12058, 1437, 600, 4, 5, 5397, 1902, 16, 27360, 1437, 8, 24, 34, 24, 615, 2408, 14, 24, 3136, 4, 45, 686, 141, 24, 581, 10397, 1437, 53, 40, 860, 7, 489, 24, 66, 9, 5, 3841, 254, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I'm not usually a fan of tees as i'm a little but busty  and don't like material that clings. the color of this tee is gorgeous  though. the neckline is feminine  and it has it enough weight that it moves. not sure how it'll wash  but will try to keep it out of the dryer.	2021-08-04T09:13:10Z
14387	1	2	[0, 100, 437, 98, 7785, 939, 303, 42, 15538, 11, 5, 1400, 1437, 25, 5, 804, 1893, 473, 42, 6399, 117, 2427, 328, 1437, 5, 2272, 1732, 16, 11577, 8, 15652, 1437, 8, 42, 6399, 16, 13719, 1437, 396, 145, 192, 12, 11672, 4, 1437, 13, 39328, 5135, 35, 939, 437, 195, 108, 306, 113, 1437, 16157, 23246, 1437, 2631, 438, 8, 10, 1836, 231, 4716, 1459, 4, 1437, 939, 1381, 42, 11, 5, 1400, 11, 10, 1836, 204, 8, 41, 290, 36, 8338, 10070, 51, 56, 43, 8, 6022, 184, 7, 645, 24, 804, 11, 10, 231, 4, 1437, 1969, 2564, 1437, 98, 939, 679, 63, 1528, 7, 1836, 4, 1437, 5, 410, 1254, 734, 627, 14893, 8, 39815, 146, 42, 6399, 215, 10, 1924, 328, 2]	"I'm so glad i found this gem in the store  as the online pic does this shirt no justice!  the green version is vibrant and adorable  and this shirt is lightweight  without being see-through.  for sizing reference: i'm 5'4""  135 lbs  34c and a size 6 petite.  i tried this in the store in a size 4 and an 8 (only sizes they had) and rushed home to order it online in a 6.  perfect fit  so i believe its true to size.  the little details...the buttons and stitching make this shirt such a winner!"	2021-08-04T09:13:10Z
638	1	2	[0, 725, 11695, 1437, 5, 542, 4945, 4782, 11, 209, 6173, 1302, 7, 28, 218, 75, 2416, 5, 2170, 328, 939, 21, 25022, 30, 5, 5397, 1902, 1437, 939, 802, 939, 794, 10, 16697, 761, 9, 25, 811, 12, 13028, 16177, 20020, 73, 18317, 18902, 631, 8, 1386, 5, 299, 34, 10, 14789, 2137, 740, 20734, 61, 1437, 19, 127, 455, 11044, 12213, 24, 1437, 16766, 7, 7277, 25, 10, 16177, 20020, 13, 162, 4, 1374, 89, 965, 75, 203, 3184, 259, 23, 70, 4, 53, 5, 5780, 16, 2721, 8, 5, 23204, 23889, 396, 145, 24, 17414, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Haha  the unifying theme in these reviews seems to be don't trust the picture! i was misled by the neckline  i thought i saw a structured kind of asian-inspired mockneck/funnel thing and instead the top has a foldover cowl which  with my full bust underneath it  refuses to pose as a mockneck for me. overall there isn't much structure here at all. but the print is beautiful and the sweater cozy without being itchy.	2021-08-04T09:13:10Z
14259	-1	0	[0, 100, 770, 7, 657, 209, 1437, 51, 32, 11962, 8, 3279, 111, 53, 51, 33, 3668, 117, 33827, 1571, 4, 939, 437, 98, 7758, 23, 2185, 13, 45, 2600, 5, 6173, 142, 939, 1249, 62, 21025, 418, 15, 6738, 132, 15029, 9, 2084, 6149, 1033, 14, 939, 3284, 362, 235, 124, 7, 5, 1400, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.	2021-08-04T09:13:10Z
17729	0	1	[0, 133, 299, 16, 1307, 328, 939, 3568, 41, 3023, 29, 8, 524, 45, 5, 11044, 7098, 9, 390, 1437, 53, 5, 299, 233, 9, 42, 14233, 1741, 1299, 101, 24, 14574, 15, 10, 4761, 50, 739, 1437, 190, 600, 5, 17539, 6806, 8, 13977, 2564, 6683, 4, 939, 21, 269, 5779, 1437, 25, 939, 2638, 24, 11, 358, 97, 169, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The top is huge! i wear an xs and am not the bustiest of women  but the top part of this romper felt like it belonged on a medium or large  even though the bottoms and waist fit perfectly. i was really disappointed  as i loved it in every other way.	2021-08-04T09:13:10Z
18550	-1	0	[0, 100, 2162, 5, 909, 8, 12339, 11692, 1755, 9321, 2084, 6149, 1033, 4, 939, 802, 5, 425, 21, 372, 4, 350, 205, 7, 28, 1528, 4, 47, 120, 99, 47, 582, 13, 4, 683, 939, 1357, 5, 2233, 51, 32651, 11522, 4, 24, 21, 10, 4747, 11362, 4, 939, 15158, 5, 909, 1763, 2330, 8, 24, 21, 10, 410, 357, 4, 939, 33, 15158, 5, 12339, 195, 498, 8, 24, 202, 28078, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.	2021-08-04T09:13:10Z
5965	-1	0	[0, 713, 16, 10, 182, 11789, 8, 29747, 24203, 6399, 4, 939, 524, 182, 4716, 1459, 5579, 3248, 2697, 8, 195, 108, 176, 845, 5, 3701, 2564, 5579, 16096, 8, 22523, 1437, 53, 1085, 1493, 59, 42, 2564, 4, 5, 15500, 21, 98, 614, 8, 1810, 14, 939, 74, 2703, 10, 6399, 12213, 4, 24, 1064, 2230, 101, 10, 10178, 8, 156, 10, 10342, 3989, 198, 127, 35841, 4, 1423, 13349, 328, 24, 1326, 11962, 15, 5, 1421, 1437, 53, 45, 15, 162, 4, 5, 1468, 16, 67, 182, 7174, 8, 1299, 2345, 9, 101, 24, 197, 28, 10, 181, 1176, 2583, 299, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"This is a very awkward and unflattering shirt. i am very petite--90 pounds and 5'2"". the arms fit--length and width  but nothing else about this fit. the scoop was so low and wide that i would require a shirt underneath. it fell exactly like a tent and made a bell shape around my thighs. yikes! it looks cute on the model  but not on me. the material is also very thin and felt sort of like it should be a pajama top."	2021-08-04T09:13:10Z
17134	0	1	[0, 100, 2638, 5, 2335, 15, 42, 23204, 1437, 8, 939, 6022, 88, 5, 1400, 7, 907, 24, 4, 683, 939, 1381, 24, 15, 1437, 101, 643, 1437, 939, 222, 465, 24, 7, 28, 24, 17414, 1437, 53, 14, 939, 115, 432, 19, 634, 10, 6013, 50, 402, 4, 99, 18523, 162, 5, 144, 21, 5, 169, 5, 3701, 58, 847, 4, 127, 3701, 1415, 203, 2671, 87, 51, 32, 1437, 98, 16748, 939, 314, 24, 23, 5, 1400, 4, 24, 269, 16, 10, 11962, 23204, 600, 734, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I loved the dog on this sweater  and i rushed into the store to buy it. once i tried it on  like others  i did find it to be itchy  but that i could deal with using a tank or something. what bothered me the most was the way the arms were cut. my arms looked much bigger than they are  so sadly i left it at the store. it really is a cute sweater though...	2021-08-04T09:13:10Z
11414	-1	0	[0, 1620, 1010, 25, 939, 794, 42, 3588, 939, 2740, 24, 734, 118, 399, 75, 236, 7, 2649, 66, 15, 24, 4, 939, 2638, 5, 356, 734, 627, 8089, 58, 98, 1531, 8, 4520, 734, 118, 802, 24, 21, 164, 7, 28, 127, 1969, 3588, 13, 41, 2568, 1805, 7, 15935, 36729, 4, 939, 524, 195, 108, 306, 113, 59, 16970, 10431, 4, 939, 2740, 10, 181, 43026, 4, 77, 24, 2035, 939, 2638, 5, 619, 9, 5, 10199, 8, 5, 8089, 53, 21, 8020, 99, 24, 74, 356, 101, 15, 25, 24, 21, 10, 319, 9, 10199, 4, 939, 216, 24, 16, 7, 28, 12741, 53, 15, 162, 24, 21, 95, 11522, 4, 233, 16, 14, 5, 3405, 15, 5, 4793, 32, 842, 11538, 11, 317, 2]	"As soon as i saw this dress i ordered it...i didn't want to miss out on it. i loved the look...the colors were so fun and bright...i thought it was going to be my perfect dress for an upcoming trip to hawaii. i am 5'4"" about 118#. i ordered a pxs. when it arrived i loved the feel of the fabric and the colors but was wondering what it would look like on as it was a lot of fabric. i know it is to be flowing but on me it was just awful. part is that the ties on the shoulder are sewn in place so i c"	2021-08-04T09:13:10Z
15421	1	2	[0, 387, 12807, 42, 11, 3023, 29, 4716, 1459, 111, 939, 437, 195, 108, 176, 113, 1437, 12747, 1437, 24, 21, 350, 380, 1437, 98, 362, 24, 7, 10, 26090, 4, 15992, 24, 98, 14, 25490, 39815, 23, 5, 2576, 6476, 18399, 15, 127, 28097, 1437, 1195, 87, 11291, 169, 66, 70, 198, 4, 24, 18, 122, 2579, 8, 34203, 131, 939, 120, 7741, 9, 33391, 4, 1591, 14, 5, 10199, 16, 55, 160, 1104, 1437, 87, 4520, 1104, 131, 939, 2162, 24, 804, 2053, 24, 74, 356, 205, 19, 1104, 10844, 111, 24, 888, 1326, 275, 19, 2440, 10844, 50, 13504, 13344, 73, 33609, 4, 385, 8645, 293, 15481, 8, 630, 75, 14902, 15673, 4, 10, 339, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1]	"Bought this in xs petite - i'm 5'2""  102  it was too big  so took it to a tailor. altered it so that horizontal stitching at the bottom sits gently on my hips  rather than floating way out all around. it's now nice and flattering; i get tons of compliments. note that the fabric is more off white  than bright white; i bought it online thinking it would look good with white jeans - it actually looks best with blue jeans or navy shorts/pants. drapes nicely and doesn't wrinkle. a win!"	2021-08-04T09:13:10Z
10658	1	2	[0, 4528, 32, 3127, 3369, 12746, 219, 2084, 6149, 1033, 4, 939, 524, 765, 36, 245, 108, 246, 43, 98, 51, 109, 6900, 1341, 10, 828, 13, 162, 53, 77, 11153, 19, 10, 251, 1855, 25339, 23204, 51, 32, 1969, 328, 7328, 5, 97, 1551, 1437, 939, 1299, 14, 51, 2075, 10, 410, 15, 5, 2514, 526, 4, 939, 524, 3700, 41, 290, 73, 698, 8, 2740, 5, 475, 73, 462, 4, 51, 2662, 15481, 15, 127, 795, 13977, 8, 109, 45, 17929, 53, 5, 5933, 16, 251, 251, 251, 4, 939, 5940, 209, 13, 2498, 66, 50, 198, 5, 790, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	These are truly slouchy leggings. i am short (5'3) so they do bunch quite a bit for me but when paired with a long chunky sweater they are perfect! unlike the other review  i felt that they ran a little on the larger side. i am typically an 8/10 and ordered the m/l. they sit nicely on my lower waist and do not sag but the length is long long long. i recommend these for wearing out or around the house.	2021-08-04T09:13:10Z
294	1	2	[0, 713, 34, 372, 385, 31766, 1437, 5933, 1437, 5, 6184, 16, 2422, 16106, 19, 9281, 7823, 50, 19553, 4, 939, 524, 2609, 5, 24787, 7, 28, 24, 17414, 198, 5, 5397, 1437, 98, 45, 686, 114, 939, 40, 489, 1437, 600, 939, 218, 75, 2045, 7, 236, 7, 185, 24, 160, 328, 34, 10, 13719, 1437, 29693, 24787, 18632, 1437, 31003, 5780, 8, 1521, 98, 3035, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This has great drape  length  the pattern is super versatile with solids or prints. i am finding the wool to be itchy around the neck  so not sure if i will keep  though i don't seem to want to take it off! has a lightweight  boiled wool texture  contrasting print and design so cool!	2021-08-04T09:13:10Z
16467	1	2	[0, 100, 1064, 11, 657, 19, 42, 16576, 23, 5, 1400, 1437, 53, 21, 2273, 939, 1979, 75, 33, 615, 7, 3568, 19, 24, 4, 939, 1249, 62, 4906, 24, 804, 8, 77, 24, 2035, 303, 14, 24, 1411, 19, 98, 171, 383, 4, 909, 326, 7363, 42041, 25, 7092, 1437, 13504, 2440, 3089, 11556, 19, 5103, 5780, 1437, 1104, 326, 12, 8674, 1437, 1104, 3089, 11556, 1437, 5, 1735, 32, 12210, 4, 10698, 1528, 7, 1836, 4, 350, 765, 7, 3568, 7, 173, 53, 40, 28, 1969, 13, 2428, 8, 1035, 12729, 4, 64, 75, 2067, 13, 5, 1650, 7, 3279, 62, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I fell in love with this skirt at the store  but was concerned i wouldn't have enough to wear with it. i ended up purchasing it online and when it arrived found that it goes with so many things. black turtleneck as pictured  navy blue blouse with bird print  white t-shirt  white blouse  the options are endless. fits true to size. too short to wear to work but will be perfect for spring and summer weekends. can't wait for the weather to warm up.	2021-08-04T09:13:10Z
16611	-1	0	[0, 100, 21, 98, 2283, 7, 3568, 42, 6399, 1437, 190, 71, 2600, 5, 1551, 14, 24, 34422, 62, 939, 1276, 7, 492, 42, 6399, 10, 738, 1437, 8, 939, 303, 14, 5, 276, 631, 1102, 7, 162, 4, 24, 67, 3741, 1033, 18412, 7, 5, 809, 4, 939, 74, 45, 5940, 42, 6399, 13, 1268, 19, 4007, 10762, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I was so excited to wear this shirt  even after reading the review that it curls up i decided to give this shirt a shot  and i found that the same thing happened to me. it also clings tightly to the body. i would not recommend this shirt for anyone with broad shoulders.	2021-08-04T09:13:10Z
8656	1	2	[0, 713, 3588, 16, 1622, 2216, 1437, 1437, 2721, 328, 939, 26, 24, 1237, 739, 1437, 53, 14, 129, 142, 5, 28072, 2463, 16, 10, 410, 4600, 19780, 87, 5291, 4, 939, 1276, 7, 4757, 19, 127, 2340, 1836, 321, 600, 98, 939, 115, 33, 10, 410, 1823, 929, 4, 13, 167, 17802, 13, 10, 3229, 2564, 1437, 1836, 159, 4, 939, 657, 5, 8089, 11, 42, 3588, 131, 939, 3700, 9152, 409, 31, 4520, 8089, 8, 181, 12935, 53, 11153, 19, 5, 21677, 5718, 73, 31876, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This dress is simply unique   beautiful! i said it runs large  but that only because the bodice is a little looser than anticipated. i decided to stick with my normal size 0 though so i could have a little extra room. for those wishing for a tight fit  size down. i love the colors in this dress; i typically shy away from bright colors and pinks but paired with the muted yellow/brown	2021-08-04T09:13:10Z
12293	-1	0	[0, 13863, 939, 657, 6215, 1437, 42, 1152, 965, 75, 5, 1318, 50, 5209, 939, 1057, 31, 106, 4, 5, 3588, 2035, 16775, 88, 10, 650, 4136, 3298, 8, 21, 10, 3977, 783, 18331, 7319, 4, 5, 10199, 938, 75, 3793, 8, 12293, 25, 939, 421, 1437, 53, 1195, 21, 13116, 8, 10, 410, 12272, 219, 4, 939, 3584, 5, 20508, 2070, 1732, 1437, 61, 21, 67, 2829, 20292, 87, 5, 1345, 969, 4, 939, 1835, 5, 3588, 8, 40, 489, 546, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Although i love retailer  this product isn't the quality or presentation i expect from them. the dress arrived stuffed into a small plastic bag and was a crumpled mess. the fabric wasn't soft and fluid as i expected  but rather was stiff and a little scratchy. i purchased the ecru version  which was also slightly darker than the photo showed. i returned the dress and will keep looking.	2021-08-04T09:13:10Z
17926	0	1	[0, 100, 2740, 10, 475, 25, 5, 986, 1551, 26, 24, 2075, 650, 4, 939, 303, 24, 7, 28, 182, 739, 4, 939, 33, 55, 23739, 87, 5, 1421, 8, 67, 802, 24, 156, 162, 356, 2233, 219, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered a m as the previous review said it ran small. i found it to be very large. i have more curves than the model and also thought it made me look boxy.	2021-08-04T09:13:10Z
11595	1	2	[0, 16587, 209, 4, 2498, 106, 452, 19, 10, 1181, 27115, 636, 2496, 21288, 6399, 8, 1886, 6703, 8, 10317, 4, 2579, 12405, 5780, 4, 939, 206, 51, 422, 59, 112, 1836, 650, 4, 939, 437, 6329, 10, 1836, 321, 73, 1244, 4, 5, 3023, 29, 21, 10, 828, 41783, 8, 5, 1468, 13596, 98, 47, 115, 192, 1104, 198, 5, 39336, 147, 5, 5780, 2468, 4, 1836, 579, 10698, 372, 396, 143, 6539, 8, 13977, 9484, 606, 62, 444, 615, 4, 40075, 1437, 939, 101, 106, 98, 203, 2162, 5, 276, 2084, 6149, 1033, 11, 10798, 909, 5140, 8, 5, 1836, 579, 21, 5, 275, 2564, 11, 167, 350, 4, 657, 657, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Love these. wearing them today with a longer tunic style denim shirt and cardigan and boots. nice subtle print. i think they run about 1 size small. i'm normally a size 0/25. the xs was a bit snug and the material stretched so you could see white around the seams where the print pulled. size s fits great without any pulling and waistband comes up far enough. incidentally  i like them so much bought the same leggings in plain black elsewhere and the size s was the best fit in those too. love love	2021-08-04T09:13:10Z
4636	1	2	[0, 100, 303, 42, 11, 1400, 94, 983, 8, 802, 24, 21, 24, 1969, 4, 939, 300, 5, 1836, 650, 61, 56, 2710, 9, 980, 13, 162, 1437, 2333, 10, 204, 12, 401, 50, 650, 36, 3079, 102, 12, 2517, 12, 2481, 322, 1437, 24, 18, 251, 1437, 939, 303, 24, 7, 28, 95, 874, 4117, 5933, 36, 245, 108, 401, 18653, 1437, 114, 47, 21762, 11, 1437, 47, 64, 192, 103, 4617, 173, 552, 5, 760, 15716, 61, 14156, 2963, 5, 1256, 490, 6014, 11, 124, 4, 1437, 24, 34, 12189, 350, 741, 17137, 44660, 1437, 42, 40, 28, 10610, 81, 960, 42, 1035, 1437, 905, 18, 1034, 5, 11424, 73, 5022, 261, 73, 4182, 463, 3463, 11739, 21, 5065, 15983, 328, 2, 1, 1, 1, 1]	"I found this in store last weekend and thought it was it perfect. i got the size small which had plenty of space for me  usually a 4-6 or small (34a-28-26).  it's long  i found it to be just below knee length (5'6"").  if you zoom in  you can see some detail work along the front edges which complements the pretty openwork in back.  it has pockets too btw :)  this will be worn over everything this summer  let's hope the poly/rayon/spandex blend washes ok!"	2021-08-04T09:13:10Z
11508	1	2	[0, 713, 299, 16, 182, 11962, 8, 16, 156, 66, 9, 3793, 1468, 14, 965, 75, 32645, 219, 23, 70, 4, 8, 47, 218, 75, 33, 7, 28, 4757, 7174, 13, 24, 7, 356, 205, 4, 939, 218, 75, 101, 7, 311, 127, 3701, 6329, 53, 42, 299, 16, 182, 34203, 70, 198, 4, 939, 657, 24, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This top is very cute and is made out of soft material that isn't clingy at all. and you don't have to be stick thin for it to look good. i don't like to show my arms normally but this top is very flattering all around. i love it!	2021-08-04T09:13:10Z
19632	0	1	[0, 100, 2740, 42, 16576, 2818, 939, 115, 3568, 24, 7, 173, 25, 24, 1415, 17719, 15, 5, 1421, 4, 42, 16576, 16, 156, 31, 10, 2016, 1468, 53, 34968, 66, 4, 24, 16, 10, 1086, 319, 9, 16576, 328, 939, 437, 195, 108, 176, 113, 8, 765, 13332, 15346, 24, 1415, 101, 939, 21, 562, 32305, 62, 4, 1437, 939, 657, 5, 8089, 8, 1521, 53, 24, 95, 13203, 162, 4, 24, 74, 173, 15, 951, 26647, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I ordered this skirt hoping i could wear it to work as it looked tailored on the model. this skirt is made from a heavy material but flares out. it is a whole lot of skirt! i'm 5'2"" and short waisted it looked like i was getting swallowed up.  i love the colors and design but it just overwhelmed me. it would work on someone taller."	2021-08-04T09:13:10Z
14789	-1	0	[0, 100, 95, 300, 42, 11, 5, 7107, 5, 97, 183, 4, 939, 21, 269, 2283, 8, 172, 14045, 4, 65, 1437, 14893, 213, 70, 5, 169, 159, 8, 45, 99, 16, 11, 5, 1345, 4, 24, 1239, 24, 31, 6605, 31754, 8628, 7, 4435, 13749, 793, 6429, 23204, 8, 172, 5, 2289, 939, 342, 24, 15, 24, 554, 181, 7491, 4, 24, 1415, 793, 8, 939, 5328, 24, 59, 231, 722, 4, 939, 67, 341, 5, 15950, 784, 2544, 6398, 2137, 15, 24, 8, 24, 2468, 160, 65, 9, 5, 2473, 15, 5, 40961, 4, 24, 16, 3793, 8, 1299, 3137, 24382, 53, 356, 31179, 4740, 8, 3891, 24, 16, 164, 124, 4, 350, 1099, 53, 45, 99, 939, 2162, 8, 172, 45, 2, 1, 1, 1]	I just got this in the mail the other day. i was really excited and then crushed. one  buttons go all the way down and not what is in the photo. it takes it from hip whimsy to granny old lady sweater and then the minute i put it on it started pilling. it looked old and i wore it about 6 hours. i also used the roller lint remover on it and it pulled off one of the eyes on the snail. it is soft and felt comfy but look raggy and therefore it is going back. too bad but not what i bought and then not	2021-08-04T09:13:10Z
