ticket_id,address
32154,"15755 turner, Detroit MI"
30355,"825 iroquois, Detroit MI"
30352,"825 iroquois, Detroit MI"
30282,"15744 indiana, Detroit MI"
32236,"5075 ashley, Detroit MI"
32238,"5075 ashley, Detroit MI"
30537,"18089 sorrento, Detroit MI"
30296,"5440 concord, Detroit MI"
30295,"5440 concord, Detroit MI"
30361,"2570 beals, Detroit MI"
30386,"2570 beals, Detroit MI"
30422,"4598 farmbrook, Detroit MI"
30545,"8355 rolyat, Detroit MI"
30341,"11917 payton, Detroit MI"
30660,"5881 malcolm, Detroit MI"
30499,"11412 camden, Detroit MI"
30519,"18081 littlefield, Detroit MI"
30429,"8095 orion, Detroit MI"
30425,"17840 dwyer, Detroit MI"
30426,"17840 dwyer, Detroit MI"
29100,"2739 pasadena, Detroit MI"
29097,"2739 pasadena, Detroit MI"
30335,"5171 bewick, Detroit MI"
30334,"5171 bewick, Detroit MI"
32234,"5033 ivanhoe, Detroit MI"
30663,"5880 malcolm, Detroit MI"
30530,"17378 james couzens, Detroit MI"
30264,"14920 indiana, Detroit MI"
30646,"13627 appoline, Detroit MI"
30671,"5800 conner, Detroit MI"
30339,"3394 benson, Detroit MI"
30373,"7104 waldo, Detroit MI"
30370,"18661 hubbell, Detroit MI"
30369,"18661 hubbell, Detroit MI"
30368,"18661 hubbell, Detroit MI"
30286,"15019 sussex, Detroit MI"
30354,"11980 payton, Detroit MI"
30489,"13811 manning, Detroit MI"
30518,"18066 littlefield, Detroit MI"
30692,"6067 leidich, Detroit MI"
30274,"12603 washburn, Detroit MI"
30550,"5815 malcolm, Detroit MI"
30338,"3374 heidelberg, Detroit MI"
30337,"3374 heidelberg, Detroit MI"
30292,"4830 seminole, Detroit MI"
30293,"4830 seminole, Detroit MI"
30647,"11707 birwood, Detroit MI"
30547,"8203 rolyat, Detroit MI"
30546,"8203 rolyat, Detroit MI"
30507,"11811 minden, Detroit MI"
30538,"18118 sorrento, Detroit MI"
30278,"13286 robson, Detroit MI"
30540,"12945 sorrento, Detroit MI"
30343,"11937 payton, Detroit MI"
30269,"14301 montrose, Detroit MI"
30281,"12864 steel, Detroit MI"
30290,"455 grand blvd, Detroit MI"
30605,"9379 meyers rd, Detroit MI"
30291,"896 alter, Detroit MI"
30226,"16189 west parkway, Detroit MI"
30549,"20228 alderton, Detroit MI"
32254,"4011 beniteau, Detroit MI"
30349,"8157 lafayette, Detroit MI"
30351,"8157 lafayette, Detroit MI"
30298,"5814 lakewood, Detroit MI"
30267,"14066 cherrylawn, Detroit MI"
30362,"11634 riad, Detroit MI"
30163,"8500 fenkell, Detroit MI"
30683,"6061 leidich, Detroit MI"
30608,"9276 schaefer, Detroit MI"
30257,"14590 stoepel, Detroit MI"
30345,"11945 payton, Detroit MI"
30260,"14536 stoepel, Detroit MI"
32242,"11637 stout, Detroit MI"
32244,"11637 stout, Detroit MI"
30358,"11635 riad, Detroit MI"
30415,"118 montana, Detroit MI"
30413,"118 montana, Detroit MI"
30662,"6009 malcolm, Detroit MI"
30284,"20261 plainview, Detroit MI"
30494,"13026 houston-whittier, Detroit MI"
30389,"1409 baldwin, Detroit MI"
30388,"1409 baldwin, Detroit MI"
30327,"3968 canton, Detroit MI"
30300,"3968 canton, Detroit MI"
30534,"18675 sorrento, Detroit MI"
30679,"5881 leidich, Detroit MI"
30371,"18717 hubbell, Detroit MI"
30372,"18717 hubbell, Detroit MI"
30289,"1601 robert, Detroit MI"
32252,"9213 stout, Detroit MI"
32253,"9213 stout, Detroit MI"
30491,"13728 park grove, Detroit MI"
30906,"2554 ferris, Detroit MI"
30130,"8833 fenkell, Detroit MI"
32233,"8039 townsend, Detroit MI"
30344,"2115 alter, Detroit MI"
30532,"17354 james couzens, Detroit MI"
30271,"15141 sussex, Detroit MI"
30346,"4322 vernor, Detroit MI"
30347,"4322 vernor, Detroit MI"
30536,"18200 sorrento, Detroit MI"
30366,"5911 commonwealth, Detroit MI"
30528,"17394 sorrento, Detroit MI"
31038,"8942 st marys, Detroit MI"
31039,"8942 st marys, Detroit MI"
30500,"14416 spring garden, Detroit MI"
30520,"18516 sorrento, Detroit MI"
30525,"13003 santa clara, Detroit MI"
32241,"11676 stout, Detroit MI"
32240,"11676 stout, Detroit MI"
30676,"6080 leidich, Detroit MI"
30421,"723 golden gate, Detroit MI"
30418,"723 golden gate, Detroit MI"
30331,"1105 baldwin, Detroit MI"
30332,"1105 baldwin, Detroit MI"
30252,"14582 stoepel, Detroit MI"
30503,"12150 chelsea, Detroit MI"
30673,"5809 malcolm, Detroit MI"
30365,"5919 commonwealth, Detroit MI"
30364,"5923 commonwealth, Detroit MI"
30410,"5838 commonwealth, Detroit MI"
30770,"17217 conant, Detroit MI"
31040,"9111 st marys, Detroit MI"
31041,"9111 st marys, Detroit MI"
30336,"5316 lakeview, Detroit MI"
32246,"451 grand blvd, Detroit MI"
30504,"15003 alma, Detroit MI"
29090,"13505 la salle blvd, Detroit MI"
29084,"13505 la salle blvd, Detroit MI"
30535,"18261 sorrento, Detroit MI"
30262,"17568 greenlawn, Detroit MI"
30173,"7525 fenkell, Detroit MI"
30359,"5567 marlborough, Detroit MI"
30356,"5567 marlborough, Detroit MI"
30485,"4839 cooper, Detroit MI"
30342,"3150 farnsworth, Detroit MI"
30340,"3150 farnsworth, Detroit MI"
30515,"18075 littlefield, Detroit MI"
30523,"18410 sorrento, Detroit MI"
32248,"9254 stout, Detroit MI"
32250,"9254 stout, Detroit MI"
30348,"11914 payton, Detroit MI"
29105,"9050 prairie, Detroit MI"
30667,"5832 malcolm, Detroit MI"
30669,"5826 malcolm, Detroit MI"
30768,"2708 woodmere, Detroit MI"
30769,"2708 woodmere, Detroit MI"
30632,"12294 washburn, Detroit MI"
30996,"550 euclid, Detroit MI"
30639,"8940 rutherford, Detroit MI"
30604,"15840 ward, Detroit MI"
30548,"12712 bentler, Detroit MI"
30544,"12712 bentler, Detroit MI"
30526,"12712 bentler, Detroit MI"
30390,"20500 oxley, Detroit MI"
30501,"14524 lauder, Detroit MI"
30414,"5835 commonwealth, Detroit MI"
30387,"20040 tracey, Detroit MI"
30450,"9375 robson, Detroit MI"
30521,"18516 sorrento, Detroit MI"
30374,"20453 appoline, Detroit MI"
30705,"2710 chicago, Detroit MI"
30967,"1216 woodmere, Detroit MI"
30962,"1216 woodmere, Detroit MI"
30451,"9647 minock, Detroit MI"
30594,"1221 concord, Detroit MI"
30626,"7388 stahelin, Detroit MI"
30572,"13333 puritan, Detroit MI"
30596,"1709 beaufait, Detroit MI"
30552,"16151 tracey, Detroit MI"
30453,"9966 schaefer, Detroit MI"
30969,"811 blaine, Detroit MI"
31042,"5850 gunston, Detroit MI"
31044,"5850 gunston, Detroit MI"
30989,"916 edison, Detroit MI"
30983,"916 edison, Detroit MI"
30622,"7380 stahelin, Detroit MI"
30629,"7403 stahelin, Detroit MI"
30635,"12166 washburn, Detroit MI"
31061,"7542 st marys, Detroit MI"
31060,"7542 st marys, Detroit MI"
30954,"20900 tireman, Detroit MI"
30949,"20900 tireman, Detroit MI"
30766,"1475 virginia park, Detroit MI"
30463,"9922 forrer, Detroit MI"
30467,"11705 riad, Detroit MI"
31045,"9277 stout, Detroit MI"
31046,"9277 stout, Detroit MI"
31072,"7530 st marys, Detroit MI"
30702,"11712 findlay, Detroit MI"
30383,"19996 littlefield, Detroit MI"
31055,"11657 stout, Detroit MI"
30462,"11691 riad, Detroit MI"
30612,"13333 mcnichols, Detroit MI"
30378,"20409 meyers rd, Detroit MI"
30395,"1224 annabelle, Detroit MI"
30377,"20483 meyers rd, Detroit MI"
30643,"7326 ashton, Detroit MI"
30469,"11810 riad, Detroit MI"
30465,"11700 riad, Detroit MI"
30614,"13151 indiana, Detroit MI"
30616,"13151 indiana, Detroit MI"
31053,"11707 stout, Detroit MI"
31054,"11707 stout, Detroit MI"
30396,"447 waring, Detroit MI"
30554,"2600 22nd st, Detroit MI"
30793,"6388 woodrow wilson, Detroit MI"
30932,"6388 woodrow wilson, Detroit MI"
31048,"9355 stout, Detroit MI"
31050,"9355 stout, Detroit MI"
31058,"7745 st marys, Detroit MI"
31059,"7745 st marys, Detroit MI"
30571,"20720 lyndon, Detroit MI"
30483,"10759 mckinney, Detroit MI"
30649,"12074 indiana, Detroit MI"
30539,"12712 bentler, Detroit MI"
30533,"12712 bentler, Detroit MI"
30541,"12712 bentler, Detroit MI"
30542,"12712 bentler, Detroit MI"
30436,"14831 prairie, Detroit MI"
30420,"14831 prairie, Detroit MI"
30446,"14831 prairie, Detroit MI"
30599,"2198 canton, Detroit MI"
30459,"11657 riad, Detroit MI"
30972,"916 edison, Detroit MI"
30970,"916 edison, Detroit MI"
30992,"916 edison, Detroit MI"
30648,"11373 mansfield, Detroit MI"
30448,"9381 robson, Detroit MI"
30592,"15871 ward, Detroit MI"
30602,"15871 ward, Detroit MI"
30487,"2901 pennsylvania, Detroit MI"
30701,"7372 georgia, Detroit MI"
30590,"8134 mcnichols, Detroit MI"
30621,"14221 greenfield, Detroit MI"
30631,"8220 asbury park, Detroit MI"
31062,"7522 st marys, Detroit MI"
31052,"9381 stout, Detroit MI"
31051,"9381 stout, Detroit MI"
30409,"18027 indiana, Detroit MI"
30476,"6540 oakman blvd, Detroit MI"
30376,"20493 meyers rd, Detroit MI"
30381,"19905 meyers rd, Detroit MI"
30943,"9603 brace, Detroit MI"
30934,"9603 brace, Detroit MI"
30700,"8091 hollywood, Detroit MI"
31000,"550 euclid, Detroit MI"
30637,"9644 abington ave, Detroit MI"
30456,"11650 riad, Detroit MI"
30443,"8610 robson, Detroit MI"
30466,"7757 ashton, Detroit MI"
30496,"9934 whittier, Detroit MI"
30460,"9219 winthrop, Detroit MI"
30707,"9209 pinehurst, Detroit MI"
30477,"8545 cloverlawn, Detroit MI"
30764,"3250 jefferson, Detroit MI"
30708,"3250 jefferson, Detroit MI"
30641,"6537 plainview, Detroit MI"
30624,"11707 birwood, Detroit MI"
30619,"11707 birwood, Detroit MI"
30587,"20495 irvington, Detroit MI"
30384,"20032 tracey, Detroit MI"
30510,"8095 orion, Detroit MI"
30609,"9933 abington ave, Detroit MI"
30603,"9933 abington ave, Detroit MI"
30600,"12095 prest, Detroit MI"
30597,"12095 prest, Detroit MI"
30445,"9367 robson, Detroit MI"
30543,"8355 rolyat, Detroit MI"
30615,"7368 stahelin, Detroit MI"
30375,"20493 appoline, Detroit MI"
30457,"8669 stout, Detroit MI"
30452,"11642 riad, Detroit MI"
30628,"11718 birwood, Detroit MI"
30611,"9575 sorrento, Detroit MI"
30379,"20027 meyers rd, Detroit MI"
30380,"20003 meyers rd, Detroit MI"
30563,"18980 wildemere, Detroit MI"
30625,"1217 pingree, Detroit MI"
30720,"2101 chene, Detroit MI"
30718,"2111 chene, Detroit MI"
30715,"2021 chene, Detroit MI"
30717,"2021 chene, Detroit MI"
30719,"2111 chene, Detroit MI"
30721,"2101 chene, Detroit MI"
31130,"3664 beaconsfield, Detroit MI"
31138,"3664 beaconsfield, Detroit MI"
30749,"12211 auburn, Detroit MI"
30559,"17500 birchcrest, Detroit MI"
31088,"6345 whitehead, Detroit MI"
30727,"9039 plainview, Detroit MI"
30712,"8854 pinehurst, Detroit MI"
30561,"19025 wildemere, Detroit MI"
31121,"17153 marx, Detroit MI"
31123,"447 erle, Detroit MI"
31124,"38 savannah, Detroit MI"
31122,"447 erle, Detroit MI"
31120,"17843 hull, Detroit MI"
30678,"362 colonial, Detroit MI"
30680,"362 colonial, Detroit MI"
30666,"4734 canton, Detroit MI"
31119,"15022 bringard dr, Detroit MI"
30710,"31 brentwood, Detroit MI"
30771,"7301 harper, Detroit MI"
30772,"7315 harper, Detroit MI"
31322,"14142 ilene, Detroit MI"
31329,"12160 roselawn, Detroit MI"
31331,"12122 st marys, Detroit MI"
31327,"11511 mendota, Detroit MI"
31328,"12160 roselawn, Detroit MI"
31330,"12122 st marys, Detroit MI"
31325,"14142 ilene, Detroit MI"
31326,"11511 mendota, Detroit MI"
30722,"285 harmon, Detroit MI"
30746,"285 harmon, Detroit MI"
30581,"2550 la salle gardens, Detroit MI"
30686,"5048 central, Detroit MI"
30687,"5048 central, Detroit MI"
30688,"5048 central, Detroit MI"
30786,"130 virginia park, Detroit MI"
31115,"12130 memorial, Detroit MI"
31116,"12130 memorial, Detroit MI"
30724,"9023 plainview, Detroit MI"
30636,"9371 cascade, Detroit MI"
31113,"12714 stoepel, Detroit MI"
30778,"593 trowbridge, Detroit MI"
30777,"593 trowbridge, Detroit MI"
31114,"12714 stoepel, Detroit MI"
30640,"12639 roselawn, Detroit MI"
30583,"1931 junction, Detroit MI"
30706,"60 margaret, Detroit MI"
31094,"7366 wheeler, Detroit MI"
31103,"7372 wheeler, Detroit MI"
31092,"7366 wheeler, Detroit MI"
31104,"7372 wheeler, Detroit MI"
30713,"8882 pinehurst, Detroit MI"
30661,"6358 forest, Detroit MI"
30585,"4366 51st st, Detroit MI"
30659,"4625 meldrum, Detroit MI"
30595,"3053 tillman, Detroit MI"
31125,"3571 springle, Detroit MI"
30598,"3065 24th st, Detroit MI"
30623,"12412 roselawn, Detroit MI"
30733,"16155 hubbell, Detroit MI"
30689,"4743 central, Detroit MI"
30690,"4743 central, Detroit MI"
31100,"7514 wheeler, Detroit MI"
31102,"7514 wheeler, Detroit MI"
30745,"7229 montrose, Detroit MI"
31401,"13161 mackay, Detroit MI"
30735,"16261 tuller, Detroit MI"
30784,"3972 second, Detroit MI"
30785,"3972 second, Detroit MI"
30664,"5105 concord, Detroit MI"
30578,"3347 webb, Detroit MI"
30633,"3303 pasadena, Detroit MI"
30556,"16146 fairfield, Detroit MI"
31117,"18212 lauder, Detroit MI"
31118,"18212 lauder, Detroit MI"
30670,"16154 strathmoor, Detroit MI"
30672,"16154 strathmoor, Detroit MI"
30684,"6522 barlum, Detroit MI"
30685,"6522 barlum, Detroit MI"
30714,"8889 pinehurst, Detroit MI"
31139,"19235 warren, Detroit MI"
30560,"18944 fairfield, Detroit MI"
30775,"900 whitmore rd, Detroit MI"
30776,"900 whitmore rd, Detroit MI"
30729,"9051 plainview, Detroit MI"
30601,"17329 conley, Detroit MI"
30668,"6040 helen, Detroit MI"
30582,"2540 la salle gardens, Detroit MI"
30674,"447 ford, Detroit MI"
30665,"5222 concord, Detroit MI"
30716,"9232 pinehurst, Detroit MI"
30634,"1991 ewald circle, Detroit MI"
30642,"11761 cherrylawn, Detroit MI"
30644,"12317 cherrylawn, Detroit MI"
31009,"9974 minock, Detroit MI"
31126,"625 field, Detroit MI"
30645,"19214 harlow, Detroit MI"
30589,"1502 campbell, Detroit MI"
31007,"7541 winthrop, Detroit MI"
31140,"11627 rutherford, Detroit MI"
30627,"1533 pasadena, Detroit MI"
30740,"7228 forrer, Detroit MI"
31109,"9126 st marys, Detroit MI"
31110,"9126 st marys, Detroit MI"
31096,"2912 western, Detroit MI"
31098,"2912 western, Detroit MI"
30638,"12639 roselawn, Detroit MI"
31083,"6556 willette, Detroit MI"
31079,"6556 willette, Detroit MI"
30731,"9200 plainview, Detroit MI"
31127,"233 longwood, Detroit MI"
31128,"233 longwood, Detroit MI"
30704,"180 margaret, Detroit MI"
30703,"180 margaret, Detroit MI"
31106,"6533 willette, Detroit MI"
31105,"6533 willette, Detroit MI"
30579,"1144 cavalry, Detroit MI"
30586,"1819 elsmere, Detroit MI"
30593,"2879 tillman, Detroit MI"
30630,"2250 pasadena, Detroit MI"
31107,"11675 rutherford, Detroit MI"
31108,"11675 rutherford, Detroit MI"
30797,"1151 meldrum, Detroit MI"
30805,"1125 meldrum, Detroit MI"
30796,"1300 mt elliott, Detroit MI"
30799,"1133 meldrum, Detroit MI"
30801,"1135 meldrum, Detroit MI"
30798,"1141 meldrum, Detroit MI"
30807,"1292 mt elliott, Detroit MI"
31300,"1117 mt elliott, Detroit MI"
31293,"1117 meldrum, Detroit MI"
30691,"1300 mt elliott, Detroit MI"
30675,"8785 mason pl, Detroit MI"
30677,"8785 mason pl, Detroit MI"
30711,"7409 stahelin, Detroit MI"
30709,"11790 corbett, Detroit MI"
30783,"3952 trumbull, Detroit MI"
30557,"17352 pinehurst, Detroit MI"
31111,"9124 st marys, Detroit MI"
31112,"9124 st marys, Detroit MI"
30564,"18053 muirland, Detroit MI"
30773,"3600 14th st, Detroit MI"
30774,"3600 14th st, Detroit MI"
30682,"616 bayside, Detroit MI"
30681,"616 bayside, Detroit MI"
30781,"15601 schoolcraft, Detroit MI"
30780,"15601 schoolcraft, Detroit MI"
30782,"3941 trumbull, Detroit MI"
30696,"17600 mark twain, Detroit MI"
30697,"17600 mark twain, Detroit MI"
30698,"16191 washburn, Detroit MI"
30699,"16919 washburn, Detroit MI"
30747,"14325 stansbury, Detroit MI"
30738,"3630 cicotte, Detroit MI"
30790,"19300 binder, Detroit MI"
30752,"3515 greusel, Detroit MI"
31216,"20017 schoenherr, Detroit MI"
30762,"13339 littlefield, Detroit MI"
32602,"20400 cameron, Detroit MI"
30725,"2625 central, Detroit MI"
32577,"8948 st marys, Detroit MI"
32578,"8948 st marys, Detroit MI"
30734,"263 bayside, Detroit MI"
31217,"20025 schoenherr, Detroit MI"
30817,"17460 anglin, Detroit MI"
30816,"17460 anglin, Detroit MI"
32623,"488 hollywood, Detroit MI"
30736,"15700 appoline, Detroit MI"
32588,"11651 rutherford, Detroit MI"
32580,"11651 rutherford, Detroit MI"
32625,"3664 arndt, Detroit MI"
30742,"15436 ward, Detroit MI"
30812,"18403 binder, Detroit MI"
30961,"18138 kentfield, Detroit MI"
30960,"18138 kentfield, Detroit MI"
30818,"13541 hasse, Detroit MI"
30820,"13541 hasse, Detroit MI"
30789,"1642 seven mile, Detroit MI"
30788,"1642 seven mile, Detroit MI"
30898,"49 golden gate, Detroit MI"
30810,"10966 longview, Detroit MI"
30804,"10966 longview, Detroit MI"
32609,"20065 omira, Detroit MI"
32606,"20065 omira, Detroit MI"
30723,"660 hazelwood, Detroit MI"
32591,"6228 greenview, Detroit MI"
30732,"2757 carson, Detroit MI"
30829,"12395 cherrylawn, Detroit MI"
30828,"12395 cherrylawn, Detroit MI"
30759,"15844 greenlawn, Detroit MI"
30761,"17607 ferguson, Detroit MI"
30758,"14852 griggs, Detroit MI"
30946,"20203 pinehurst, Detroit MI"
30951,"20203 pinehurst, Detroit MI"
32593,"4689 allendale, Detroit MI"
32594,"4689 allendale, Detroit MI"
30822,"13101 cherrylawn, Detroit MI"
30827,"13101 cherrylawn, Detroit MI"
30867,"14003 monte vista, Detroit MI"
30846,"14003 monte vista, Detroit MI"
32624,"488 hollywood, Detroit MI"
32575,"11391 ward, Detroit MI"
30754,"7714 holmes, Detroit MI"
30744,"3648 cicotte, Detroit MI"
30726,"749 campbell, Detroit MI"
30825,"3694 cicotte, Detroit MI"
30819,"3694 cicotte, Detroit MI"
30821,"12740 cherrylawn, Detroit MI"
30815,"12740 cherrylawn, Detroit MI"
30737,"312 bayside, Detroit MI"
32600,"17200 fairport, Detroit MI"
32597,"17200 fairport, Detroit MI"
31386,"5582 somerset, Detroit MI"
30833,"17227 beaverland, Detroit MI"
30830,"17227 beaverland, Detroit MI"
30959,"15355 princeton, Detroit MI"
30957,"15355 princeton, Detroit MI"
30739,"15020 greenfield, Detroit MI"
30795,"12065 livernois, Detroit MI"
30814,"250 nevada, Detroit MI"
30755,"2640 carson, Detroit MI"
30728,"725 campbell, Detroit MI"
30741,"3636 cicotte, Detroit MI"
30806,"3845 seneca, Detroit MI"
30809,"3845 seneca, Detroit MI"
30823,"19158 cliff, Detroit MI"
30824,"19158 cliff, Detroit MI"
30897,"9100 mcclellan, Detroit MI"
30751,"8145 radcliffe, Detroit MI"
30835,"17535 manderson, Detroit MI"
30837,"17535 manderson, Detroit MI"
30760,"14208 montrose, Detroit MI"
32626,"3670 arndt, Detroit MI"
31397,"5590 somerset, Detroit MI"
30808,"17145 buffalo, Detroit MI"
32601,"19410 teppert, Detroit MI"
31168,"13750 tireman, Detroit MI"
31172,"13750 tireman, Detroit MI"
30787,"17337 warrington, Detroit MI"
30811,"17337 warrington, Detroit MI"
30756,"2737 casper, Detroit MI"
30826,"18618 justine, Detroit MI"
30907,"7228 rutherford, Detroit MI"
30802,"7228 rutherford, Detroit MI"
30803,"7228 rutherford, Detroit MI"
30800,"7228 rutherford, Detroit MI"
31219,"8850 rutland, Detroit MI"
31218,"8850 rutland, Detroit MI"
30730,"2750 carson, Detroit MI"
30743,"14968 winthrop, Detroit MI"
30757,"15478 manor, Detroit MI"
30750,"15478 manor, Detroit MI"
30794,"1334 labrosse, Detroit MI"
31162,"20725 joy rd, Detroit MI"
31166,"20725 joy rd, Detroit MI"
31163,"20725 joy rd, Detroit MI"
30748,"2596 casper, Detroit MI"
30813,"4779 crane, Detroit MI"
30791,"18698 fenelon, Detroit MI"
30792,"18698 fenelon, Detroit MI"
30931,"17184 gable, Detroit MI"
30877,"21505 lyndon, Detroit MI"
32756,"579 harper, Detroit MI"
32762,"579 harper, Detroit MI"
30849,"12693 washburn, Detroit MI"
32724,"767 navahoe, Detroit MI"
32719,"767 navahoe, Detroit MI"
30899,"12925 kelly rd, Detroit MI"
30832,"19152 revere, Detroit MI"
30834,"18175 marx, Detroit MI"
30930,"14870 freeland, Detroit MI"
30845,"14971 novara, Detroit MI"
31002,"19461 beaverland, Detroit MI"
31001,"19401 beaverland, Detroit MI"
30901,"11708 maiden, Detroit MI"
30875,"15456 chapel, Detroit MI"
32739,"60 margaret, Detroit MI"
32742,"60 margaret, Detroit MI"
30848,"12744 filbert, Detroit MI"
30850,"12744 filbert, Detroit MI"
32771,"3345 theodore, Detroit MI"
32704,"4695 algonquin, Detroit MI"
32703,"4695 algonquin, Detroit MI"
30903,"20100 carrie, Detroit MI"
30909,"15871 littlefield, Detroit MI"
30905,"19472 dwyer, Detroit MI"
30891,"13642 justine, Detroit MI"
30864,"13642 justine, Detroit MI"
32745,"13579 shields, Detroit MI"
32746,"13579 shields, Detroit MI"
30978,"15095 dolphin, Detroit MI"
32775,"6777 scotten, Detroit MI"
32777,"6777 scotten, Detroit MI"
30859,"13551 arlington, Detroit MI"
30857,"13551 arlington, Detroit MI"
30869,"12889 montrose, Detroit MI"
31141,"16516 schaefer, Detroit MI"
31142,"16516 schaefer, Detroit MI"
30866,"19190 cameron, Detroit MI"
32773,"291 nevada, Detroit MI"
30908,"8657 outer drive, Detroit MI"
31146,"14583 sussex, Detroit MI"
31145,"14583 sussex, Detroit MI"
30861,"14441 robson, Detroit MI"
31223,"12477 loretto, Detroit MI"
31222,"12477 loretto, Detroit MI"
31003,"11695 montrose, Detroit MI"
31008,"11695 montrose, Detroit MI"
31149,"7043 chalfonte, Detroit MI"
31148,"7043 chalfonte, Detroit MI"
30839,"13958 park grove, Detroit MI"
30838,"13958 park grove, Detroit MI"
31232,"1564 harding, Detroit MI"
31230,"1564 harding, Detroit MI"
30895,"748 van dyke, Detroit MI"
30896,"748 van dyke, Detroit MI"
32706,"8549 american, Detroit MI"
32708,"8549 american, Detroit MI"
31238,"18801 moross, Detroit MI"
31234,"18801 moross, Detroit MI"
30988,"15810 trinity, Detroit MI"
30902,"19448 dwyer, Detroit MI"
30863,"13409 conley, Detroit MI"
30860,"13409 conley, Detroit MI"
30900,"4620 helen, Detroit MI"
30936,"11631 indiana, Detroit MI"
30947,"12089 abington ave, Detroit MI"
30935,"10010 pinehurst, Detroit MI"
30944,"9994 memorial, Detroit MI"
30953,"10001 archdale, Detroit MI"
30955,"10014 schaefer, Detroit MI"
30948,"8080 mettetal, Detroit MI"
30950,"9940 mettetal, Detroit MI"
30958,"9642 meyers rd, Detroit MI"
30939,"11739 mettetal, Detroit MI"
30940,"9909 archdale, Detroit MI"
30941,"7737 archdale, Detroit MI"
30942,"8080 hubbell, Detroit MI"
30956,"11110 schaefer, Detroit MI"
30938,"12222 mettetal, Detroit MI"
30945,"12251 grandmont, Detroit MI"
30952,"11400 archdale, Detroit MI"
30893,"8096 curt, Detroit MI"
30894,"8096 curt, Detroit MI"
31012,"14848 prest, Detroit MI"
31215,"12644 jane, Detroit MI"
30844,"18640 maine, Detroit MI"
31226,"11253 corbett, Detroit MI"
31227,"11253 corbett, Detroit MI"
31150,"17641 schoolcraft, Detroit MI"
30872,"17327 indiana, Detroit MI"
32749,"6825 drake, Detroit MI"
30873,"12717 santa rosa, Detroit MI"
30854,"14141 manor, Detroit MI"
30851,"13919 alma, Detroit MI"
31032,"14644 prest, Detroit MI"
31030,"14644 prest, Detroit MI"
31224,"14823 tacoma, Detroit MI"
31225,"14823 tacoma, Detroit MI"
30847,"18036 schoenherr, Detroit MI"
32733,"8242 northlawn, Detroit MI"
32728,"8242 northlawn, Detroit MI"
31161,"13445 elmdale, Detroit MI"
31211,"13445 elmdale, Detroit MI"
30904,"19400 dwyer, Detroit MI"
30841,"14803 linnhurst, Detroit MI"
30843,"14803 linnhurst, Detroit MI"
31143,"14506 sussex, Detroit MI"
31144,"14506 sussex, Detroit MI"
31221,"13351 chelsea, Detroit MI"
31220,"13351 chelsea, Detroit MI"
30853,"13755 dwyer, Detroit MI"
30855,"13755 dwyer, Detroit MI"
31017,"14826 prest, Detroit MI"
31010,"11730 montrose, Detroit MI"
31011,"11730 montrose, Detroit MI"
30990,"1001 covington, Detroit MI"
31047,"15365 wisconsin, Detroit MI"
31049,"15365 wisconsin, Detroit MI"
30842,"16938 santa rosa, Detroit MI"
30892,"13454 fenelon, Detroit MI"
31036,"11644 pinehurst, Detroit MI"
31043,"11644 pinehurst, Detroit MI"
30985,"15914 dolphin, Detroit MI"
30982,"15914 dolphin, Detroit MI"
30870,"13302 robson, Detroit MI"
31024,"14826 prest, Detroit MI"
31099,"2935 mcclellan, Detroit MI"
33028,"14011 wisconsin, Detroit MI"
31056,"15753 evergreen, Detroit MI"
31176,"15550 fenkell, Detroit MI"
31343,"21459 thatcher, Detroit MI"
31344,"21459 thatcher, Detroit MI"
33039,"8261 robson, Detroit MI"
33034,"8261 robson, Detroit MI"
31031,"12595 gratiot, Detroit MI"
31029,"12595 gratiot, Detroit MI"
33044,"6851 rutherford, Detroit MI"
33043,"6851 rutherford, Detroit MI"
31132,"19488 pennington, Detroit MI"
31133,"19488 pennington, Detroit MI"
31081,"6835 michigan ave, Detroit MI"
31178,"12016 santa rosa, Detroit MI"
31180,"12016 santa rosa, Detroit MI"
31147,"11000 grand river, Detroit MI"
31152,"11024 grand river, Detroit MI"
31156,"11032 grand river, Detroit MI"
31021,"11831 minden, Detroit MI"
31020,"11831 minden, Detroit MI"
31071,"1206 woodward ave, Detroit MI"
33025,"4159 dodge, Detroit MI"
33024,"4159 dodge, Detroit MI"
33046,"8127 robson, Detroit MI"
33047,"8127 robson, Detroit MI"
31037,"471 margaret, Detroit MI"
31035,"471 margaret, Detroit MI"
31015,"14848 prest, Detroit MI"
31070,"17148 healy, Detroit MI"
31177,"1511 first, Detroit MI"
33027,"7741 bryden, Detroit MI"
31027,"10040 roseberry, Detroit MI"
31028,"10040 roseberry, Detroit MI"
33033,"3660 arndt, Detroit MI"
33040,"8037 robson, Detroit MI"
33042,"8037 robson, Detroit MI"
31019,"11812 minden, Detroit MI"
31018,"11812 minden, Detroit MI"
33021,"9968 sorrento, Detroit MI"
31073,"711 jefferson, Detroit MI"
31064,"1920 atkinson, Detroit MI"
31137,"12872 southfield, Detroit MI"
31136,"12872 southfield, Detroit MI"
31057,"11657 stotter, Detroit MI"
30937,"5950 iroquois, Detroit MI"
31063,"2010 atkinson, Detroit MI"
31034,"14700 evanston, Detroit MI"
31033,"14700 evanston, Detroit MI"
31065,"14302 terry, Detroit MI"
31155,"11032 grand river, Detroit MI"
33048,"14483 eastwood, Detroit MI"
33049,"14483 eastwood, Detroit MI"
