address,lat,lon
"7557 dacosta, Detroit MI",42.3463708,-83.2580223
"11970 wilfred, Detroit MI",42.4118164,-82.991956
"5730 field, Detroit MI",42.379802,-83.021235
"6753 rutherford, Detroit MI",42.340784,-83.201275
"16507 beaverland, Detroit MI",42.409777,-83.266158
"4453 31st st, Detroit MI",42.336858,-83.112604
"18836 kelly rd, Detroit MI",42.433437,-82.953377
"13126 monte vista, Detroit MI",42.383915,-83.165994
"2996 taylor, Detroit MI 48206",42.3706581,-83.1125323
"3688 field, Detroit MI",42.366153,-83.01217
"8912 st marys, Detroit MI",42.359724,-83.203936
"8373 military, Detroit MI",42.3555806,-83.1362322
"19974 fairport, Detroit MI",42.4437209,-82.991135
"16150 hubbell, Detroit MI",42.409856,-83.188821
"14941 littlefield, Detroit MI",42.399326,-83.175962
"18506 edinborough, Detroit MI",42.426148,-83.23392
"11380 asbury park, Detroit MI",42.371246,-83.206665
"17379 buffalo, Detroit MI",42.426332,-83.0480022
"12214 littlefield, Detroit MI",42.377668,-83.175279
"2300 la salle blvd, Detroit MI 48206",42.366909,-83.099564
"18945 hoover, Detroit MI",42.4333079,-83.00491
"3806 holcomb, Detroit MI",42.372653,-82.99664
"1361 grand blvd, Detroit MI",42.340343,-83.105233
"4920 nevada, Detroit MI",42.425385,-83.053161
"4702 commonwealth, Detroit MI",42.3498257,-83.0783265
"18866 goddard, Detroit MI",42.431475,-83.07778
"11735 fielding, Detroit MI",42.3738911,-83.2415305
"2128 meadowbrook, Detroit MI",42.3642477,-82.9762673
"7295 st marys, Detroit MI",42.3450519,-83.2038731
"9186 memorial, Detroit MI",42.3621883,-83.2114636
"16854 salem, Detroit MI",42.412649,-83.284564
"5557 pacific, Detroit MI",42.3535449,-83.128063
"12619 charest, Detroit MI",42.410844,-83.063709
"1401 howard, Detroit MI",42.32664,-83.061344
"4750 chene, Detroit MI",42.364418,-83.039517
"15213 st marys, Detroit MI",42.400483,-83.20685
"18351 burgess, Detroit MI",42.423954,-83.255836
"3203 cortland, Detroit MI",42.384622,-83.123245
"15762 lesure, Detroit MI",42.4068617,-83.1812072
"750 junction, Detroit MI",42.3105973,-83.0963501
"4704 toledo, Detroit MI",42.32255,-83.100803
"10098 maplelawn, Detroit MI",42.370009,-83.1602599
"19235 healy, Detroit MI",42.4352088,-83.0560408
"8541 faust, Detroit MI",42.3558571,-83.2212631
"1848 springwells, Detroit MI",42.3088117,-83.1248382
"720 clairmount, Detroit MI",42.381158,-83.0870209
"10208 flora, Detroit MI",42.292211,-83.138305
"2505 monterey, Detroit MI",42.385594,-83.114922
"2115 woodward ave, Detroit MI",42.3378535,-83.0518342
"3450 chope pl, Detroit MI",42.3522464,-83.1052459
"5501 daniels, Detroit MI",42.338414,-83.131726
"14224 grandview, Detroit MI",42.4287308,-83.2849249
"19920 hickory, Detroit MI",42.4427329,-82.9876046
"14423 elmdale, Detroit MI",42.410575,-82.967466
"12731 griggs, Detroit MI 48238",42.3825618,-83.1622902
"9194 whittier, Detroit MI",42.4138674,-82.9448003
"18881 buffalo, Detroit MI",42.4327969,-83.0483409
"250 harbortown dr, Detroit MI",42.3415469,-83.0103825
"20000 indiana, Detroit MI",42.440031,-83.158689
"15334 grand river, Detroit MI",42.392288,-83.196464
"19337 van dyke, Detroit MI",42.4364679,-83.0243326
"16205 sorrento, Detroit MI",42.4110466,-83.1731597
"19925 reno, Detroit MI",42.4425795,-82.9829561
"2626 calvert, Detroit MI",42.379653,-83.113401
"4020 bewick, Detroit MI",42.378625,-82.991032
"5836 ogden, Detroit MI 48210",42.3351479,-83.149697
"14920 wisconsin, Detroit MI",42.3996701,-83.1564488
"13533 ryan, Detroit MI",42.416755,-83.061389
"251 hague, Detroit MI",42.380178,-83.075974
"12138 cherrylawn, Detroit MI",42.377883,-83.153415
"1441 clairmount, Detroit MI",42.378009,-83.094071
"1616 lawndale, Detroit MI",42.3046658,-83.1289501
"15518 sussex, Detroit MI",42.405121,-83.1947
"13100 livernois, Detroit MI 48238",42.384295,-83.139003
"13640 chicago, Detroit MI",42.3659775,-83.178675
"3957 campbell, Detroit MI",42.331917,-83.114884
"6324 evergreen, Detroit MI",42.336291,-83.234635
"216 mt vernon, Detroit MI",42.3764169,-83.074118
"6851 mcnichols, Detroit MI 48212",42.419661,-83.030605
"1115 liddesdale, Detroit MI",42.280406,-83.146545
"8312 outer drive, Detroit MI",42.407727,-82.990492
"4730 burns, Detroit MI",42.376723,-83.00517
"17604 marx, Detroit MI",42.4234889,-83.083214
"17400 pinehurst, Detroit MI 48221",42.419999,-83.1666259
"659 robinwood, Detroit MI",42.429459,-83.111908
"17200 freeland, Detroit MI",42.418123,-83.185606
"16277 liberal, Detroit MI",42.440411,-82.951844
"18940 archdale, Detroit MI",42.4288979,-83.216695
"7656 indiana, Detroit MI",42.3488454,-83.1550301
"4640 17th st, Detroit MI",42.346305,-83.088483
"22 adams ave, Detroit MI",42.3369453,-83.0514949
"6767 auburn, Detroit MI 48228",42.340532,-83.233022
"20026 waltham, Detroit MI",42.444234,-82.994817
"12671 gallagher, Detroit MI 48212",42.411833,-83.063283
"1515 16th st, Detroit MI",42.3253401,-83.0758751
"6058 beechwood, Detroit MI",42.348698,-83.11861
"6028 vernor, Detroit MI 48209",42.316276,-83.106309
"13641 washburn, Detroit MI 48238",42.388058,-83.1604945
"13450 eureka, Detroit MI",42.4159517,-83.0547389
"1681 hazelwood, Detroit MI",42.375048,-83.096706
"3214 outer drive, Detroit MI",42.440349,-83.0485549
"18645 prairie, Detroit MI",42.428643,-83.1458718
"3522 harding, Detroit MI",42.375438,-82.984258
"8349 roselawn, Detroit MI",42.3564092,-83.150068
"703 annin, Detroit MI",42.436006,-83.1103229
"14878 ward, Detroit MI 48227",42.3987899,-83.1732724
"8126 navy, Detroit MI",42.308741,-83.128002
"19621 mackay, Detroit MI",42.438205,-83.076376
"2412 casper, Detroit MI",42.313671,-83.126195
"12335 hayes, Detroit MI",42.421434,-82.9653189
"15432 freeland, Detroit MI",42.404251,-83.185218
"1200 ashton, Detroit MI",42.3961836,-83.219091
"5202 philip, Detroit MI 48224",42.398119,-82.957491
"15526 inverness, Detroit MI",42.405902,-83.122103
"11700 freud, Detroit MI",42.3614649,-82.9656346
"17185 dean, Detroit MI",42.4199975,-83.0616781
"12541 gallagher, Detroit MI",42.410213,-83.06219
"16401 harper, Detroit MI",42.4120009,-82.9434587
"13559 dequindre, Detroit MI",42.411532,-83.07907
"5130 greenway, Detroit MI",42.363548,-83.136184
"15338 sussex, Detroit MI 48227",42.402544,-83.194596
"14817 prairie, Detroit MI",42.398392,-83.144829
"1089 beaufait, Detroit MI",42.348929,-83.010617
"19815 mcnichols, Detroit MI",42.4149799,-83.237432
"6851 auburn, Detroit MI 48228",42.341684,-83.233062
"4864 commonwealth, Detroit MI",42.3516697,-83.0795397
"14644 greenfield, Detroit MI",42.396381,-83.1980109
"8804 fenkell, Detroit MI",42.4027386,-83.1576896
"19764 glastonbury, Detroit MI",42.4363433,-83.2229751
"15516 coyle, Detroit MI 48227",42.405153,-83.193565
"20124 rogge, Detroit MI 48234",42.44397,-83.02907
"10000 broadstreet, Detroit MI",42.37326,-83.129428
"2688 richton, Detroit MI",42.385758,-83.119055
"8325 joy rd, Detroit MI 482O4",,
"273 manistique, Detroit MI",42.363524,-82.934436
"6091 rohns, Detroit MI",42.388131,-83.010363
"15706 plainview, Detroit MI",42.40455,-83.235877
"20048 helen, Detroit MI",42.443241,-83.031483
"11900 whitehill, Detroit MI 48224",42.424828,-82.953241
"19213 keating, Detroit MI",42.434003,-83.1004764
"14131 jefferson, Detroit MI",42.3718736,-82.9467757
"11717 terry, Detroit MI",42.3744388,-83.1912995
"19455 livernois, Detroit MI",42.4361091,-83.1419655
"18137 orleans, Detroit MI",42.427124,-83.085313
"2211 grand blvd, Detroit MI",42.3595472,-83.1034202
"16400 collingham, Detroit MI 48205",42.448108,-82.950954
"14717 petoskey, Detroit MI",42.397703,-83.139143
"3341 hamilton rd, Detroit MI",42.4267631,-83.1241405
"7817 forest, Detroit MI",42.3735294,-83.0121213
"18921 ferguson, Detroit MI",42.4287909,-83.2107879
"7400 mansfield, Detroit MI 48228",42.346087,-83.202088
"5185 iroquois, Detroit MI 48213",42.3797575,-83.0105346
"16771 riverview, Detroit MI",42.41157,-83.274964
"14650 glastonbury, Detroit MI",42.39589,-83.224576
"19150 hickory, Detroit MI",42.4357493,-82.9872779
"13911 asbury park, Detroit MI",42.387099,-83.208253
"5013 fisher, Detroit MI",42.3788343,-83.0061693
"9160 greenfield, Detroit MI",42.3619304,-83.1967878
"4210 woodward ave, Detroit MI",42.3520893,-83.0607149
"15359 bentler, Detroit MI",42.401714,-83.252277
"15509 appoline, Detroit MI",42.405612,-83.1708244
"16137 stansbury, Detroit MI 48235",42.4098779,-83.1828484
"451 jefferson, Detroit MI",42.3451982,-83.0086013
"5929 courville, Detroit MI",42.4096381,-82.9437728
"9645 littlefield, Detroit MI",42.367956,-83.175608
"2264 wilkins, Detroit MI",42.3524593,-83.0329421
"14036 bringard dr, Detroit MI 48205",42.4457735,-82.9794737
"9301 harvard rd, Detroit MI 48224",42.418341,-82.940825
"0 11th st, Detroit MI",42.3304817,-83.0697622
"5551 hillsboro, Detroit MI",42.360514,-83.132874
"436 grand blvd, Detroit MI",42.321724,-83.087884
"7418 canfield, Detroit MI",42.3702633,-83.013483
"19968 tracey, Detroit MI",42.439354,-83.181539
"5903 woodhall, Detroit MI 48224",42.4140579,-82.9307513
"17175 strasburg, Detroit MI",42.423197,-82.998275
"20129 moross, Detroit MI",42.427877,-82.935513
"19660 kingsville, Detroit MI",42.4308796,-82.9393034
"15800 grayfield, Detroit MI",42.40579,-83.268855
"13493 greenview, Detroit MI",42.3842355,-83.2234398
"17652 albion, Detroit MI 48234",42.424558,-83.004991
"7109 mcnichols, Detroit MI",42.417057,-83.143296
"466 marlborough, Detroit MI",42.366798,-82.938592
"19205 edinborough, Detroit MI",42.431302,-83.234809
"14320 flanders, Detroit MI",42.418698,-82.974217
"15391 northlawn, Detroit MI",42.4042499,-83.1536055
"7593 melrose, Detroit MI",42.37671,-83.065374
"19366 edinborough, Detroit MI",42.43294,-83.2342199
"17250 stout, Detroit MI",42.417201,-83.242022
"15003 appoline, Detroit MI",42.400147,-83.170504
"730 whitmore rd, Detroit MI 48203",42.419733,-83.112559
"4221 cortland, Detroit MI 48204",42.3815129,-83.1315797
"8890 ashton, Detroit MI",42.35924,-83.217314
"20135 woodbine, Detroit MI",42.438364,-83.280078
"15060 appoline, Detroit MI",42.400947,-83.169977
"2179 sheridan, Detroit MI",42.357468,-83.005604
"469 kitchener, Detroit MI",42.362393,-82.9508902
"3045 blaine, Detroit MI",42.3671719,-83.1112081
"8271 burt rd, Detroit MI 48228",42.352969,-83.245728
"3016 elmhurst, Detroit MI",42.382939,-83.121094
"48221 hague, Detroit MI",42.3821219,-83.0700796
"4860 anderdon, Detroit MI",42.390307,-82.970388
"15796 kentucky, Detroit MI",42.407761,-83.158428
"1519 clairmount, Detroit MI",42.377504,-83.095472
"8061 prest, Detroit MI 48228",42.351836,-83.1957351
"653 gladstone, Detroit MI 48202",42.378588,-83.084134
"18703 albion, Detroit MI",42.432266,-83.006102
"8938 meyers rd, Detroit MI",42.360754,-83.167322
"18605 winston, Detroit MI",42.4252737,-83.2840995
"3716 liddesdale, Detroit MI",42.2597349,-83.164601
"16121 west parkway, Detroit MI",42.408351,-83.267334
"14871 blackstone, Detroit MI",42.396623,-83.249404
"4521 grayton, Detroit MI",42.4031672,-82.930927
"7562 sarena, Detroit MI",42.342622,-83.144676
"20231 dean, Detroit MI",42.4444865,-83.0628999
"2231 grand, Detroit MI",42.396393,-83.117486
"7821 roselawn, Detroit MI 48228",42.3519031,-83.1496218
"5222 moran, Detroit MI",42.370861,-83.032656
"4474 16th st, Detroit MI",42.34555,-83.0867279
"2998 cadillac square, Detroit MI",42.370082,-82.9882794
"8471 outer drive, Detroit MI",42.40929,-82.988303
"17840 goddard, Detroit MI",42.423945,-83.077984
"16751 greenfield, Detroit MI",42.413565,-83.199516
"5627 michigan ave, Detroit MI",42.330926,-83.111956
"9218 heyden, Detroit MI",42.361525,-83.237967
"1554 morrell, Detroit MI",42.316762,-83.099046
"220 oakwood, Detroit MI",42.2909099,-83.144266
"20430 gardendale, Detroit MI",42.444276,-83.138411
"15738 rockdale, Detroit MI",42.404809,-83.257821
"3217 calvert, Detroit MI",42.377172,-83.118474
"12346 elmdale, Detroit MI",42.405141,-82.981761
"9930 archdale, Detroit MI",42.368062,-83.215071
"18519 pierson, Detroit MI",42.4259739,-83.247415
"14256 evanston, Detroit MI",42.404704,-82.966442
"19209 helen, Detroit MI",42.4353723,-83.0320566
"4615 52nd st, Detroit MI",42.3296498,-83.135573
"16180 bentler, Detroit MI",42.408808,-83.2517979
"9711 linwood, Detroit MI",42.3767959,-83.1114055
"4430 scotten, Detroit MI",42.338661,-83.106092
"19127 lindsay, Detroit MI",42.4305999,-83.2142442
"9202 artesian, Detroit MI",42.3615769,-83.225813
"8343 linwood, Detroit MI",42.3669105,-83.1045078
"15390 dale, Detroit MI",42.4017521,-83.2752624
"13211 freeland, Detroit MI",42.384378,-83.185137
"19199 eureka, Detroit MI",42.434675,-83.058007
"13540 puritan, Detroit MI",42.4072836,-83.2771498
"19300 edinborough, Detroit MI",42.43161,-83.234168
"4093 blaine, Detroit MI",42.364375,-83.11857
"14039 roselawn, Detroit MI",42.3906444,-83.1510618
"14825 plymouth, Detroit MI",42.3727633,-83.1903958
"3509 davison, Detroit MI",42.415254,-83.062885
"17510 kentfield, Detroit MI",42.4194137,-83.2411506
"4727 joy rd, Detroit MI",42.3666301,-83.1264573
"462 bayside, Detroit MI",42.288647,-83.147647
"17509 anglin, Detroit MI",42.4226,-83.074577
"18557 vaughan, Detroit MI",42.42669,-83.239872
"197 nevada, Detroit MI 48203",42.425,-83.0981429
"4437 lillibridge, Detroit MI",42.3826946,-82.9841168
"6823 st marys, Detroit MI",42.3417132,-83.2037746
"16501 snowden, Detroit MI",42.4119473,-83.177608
"8845 meyers rd, Detroit MI",42.3593959,-83.167995
"6520 heyden, Detroit MI",42.338836,-83.237208
"5688 chopin, Detroit MI",42.42166,-83.199796
"1660 oakman blvd, Detroit MI",42.397817,-83.126245
"1536 hazelwood, Detroit MI",42.3761783,-83.0950624
"20001 goddard, Detroit MI",42.4417975,-83.0777608
"2357 grand blvd, Detroit MI",42.3614025,-83.0983131
"3351 hazelwood, Detroit MI",42.368229,-83.115354
"16205 steel, Detroit MI",42.411041,-83.172146
"9156 ohio, Detroit MI",42.362673,-83.152704
"60 canfield, Detroit MI",42.352514,-83.062675
"9171 manson, Detroit MI",42.3205659,-83.1079092
"20215 ryan, Detroit MI",42.444227,-83.064001
"9127 forest, Detroit MI",42.37834,-83.0001802
"12723 blackstone, Detroit MI",42.381055,-83.248899
"9101 linwood, Detroit MI 48206",42.372902,-83.108662
"3670 mack, Detroit MI",42.360589,-83.022576
"12629 sussex, Detroit MI",42.380466,-83.1947102
"19800 stout, Detroit MI",42.436361,-83.243042
"20172 stotter, Detroit MI",42.4447339,-83.0253962
"16060 maddelein, Detroit MI",42.436271,-82.954432
"5725 mt elliott, Detroit MI",42.37594,-83.031573
"3330 kirby, Detroit MI",42.3711569,-83.035398
"4721 barham, Detroit MI",42.3963216,-82.9491228
"5025 fischer, Detroit MI",42.3789655,-83.0062083
"7838 prairie, Detroit MI",42.351551,-83.14276
"16835 livernois, Detroit MI",42.4152964,-83.1409886
"20209 northlawn, Detroit MI",42.4425986,-83.1549064
"4369 seebaldt, Detroit MI",42.35645,-83.116659
"8929 gratiot, Detroit MI",42.387739,-83.009096
"3225 vicksburg, Detroit MI",42.363285,-83.109472
"6410 mettetal, Detroit MI",42.3380053,-83.2043674
"9916 whitcomb, Detroit MI",42.36822,-83.194766
"17544 fielding, Detroit MI",42.419786,-83.243336
"12741 elmdale, Detroit MI",42.40699,-82.978278
"1116 vinewood, Detroit MI",42.317907,-83.086853
"12715 linwood, Detroit MI",42.3895227,-83.1199025
"2952 waverly, Detroit MI",42.3911264,-83.1254638
"9178 falcon, Detroit MI",42.3027236,-83.1337077
"13037 frankfort, Detroit MI",42.394619,-82.967397
"19985 mccormick, Detroit MI",42.428993,-82.9361349
"16100 liberal, Detroit MI",42.439866,-82.9538
"1608 belvidere, Detroit MI",42.362151,-82.987797
"15700 southfield, Detroit MI",42.4049067,-83.2177571
"2700 columbus, Detroit MI",42.3637481,-83.1043438
"3737 garland, Detroit MI",42.37541,-82.988323
"4355 lakewood, Detroit MI",42.390517,-82.957562
"20138 wyoming, Detroit MI",42.4414908,-83.1613297
"19950 annott, Detroit MI",42.442893,-83.002118
"12091 lansdowne, Detroit MI",42.427872,-82.950277
"12752 hubbell, Detroit MI",42.38229,-83.187848
"14634 glastonbury, Detroit MI",42.395726,-83.224569
"15344 la salle blvd, Detroit MI",42.403697,-83.124428
"7623 tireman, Detroit MI",42.351732,-83.145266
"8210 cameron, Detroit MI",42.3793208,-83.0650005
"18320 avon, Detroit MI",42.424428,-83.225878
"5711 cabot, Detroit MI",42.332771,-83.1519779
"14512 plymouth, Detroit MI",42.3731269,-83.1868283
"2713 calvert, Detroit MI",42.378652,-83.114526
"17130 sunset, Detroit MI",42.419262,-83.059969
"15025 lesure, Detroit MI",42.400234,-83.18137
"487 charlotte, Detroit MI",42.3422353,-83.0607639
"8245 mendota, Detroit MI",42.3547155,-83.1641237
"17534 birchcrest, Detroit MI",42.4215639,-83.13632
"11711 glastonbury, Detroit MI",42.37379,-83.224422
"12802 artesian, Detroit MI",42.3810662,-83.2269309
"5850 trenton, Detroit MI 48210",42.334984,-83.150705
"2678 butternut, Detroit MI",42.3345019,-83.0843838
"15644 edmore dr, Detroit MI",42.447049,-82.959966
"2426 grand, Detroit MI",42.39567,-83.120842
"9418 marlowe, Detroit MI",42.36431,-83.188774
"18511 anglin, Detroit MI",42.4285294,-83.0750647
"2162 hyde park dr, Detroit MI",42.3454979,-83.0322961
"12317 roselawn, Detroit MI",42.379412,-83.1507309
"15745 robson, Detroit MI",42.406297,-83.193043
"19025 parkside, Detroit MI",42.431409,-83.132531
"18804 cardoni, Detroit MI",42.430299,-83.090869
"16224 roselawn, Detroit MI",42.411608,-83.151746
"12810 bentler, Detroit MI",42.3815805,-83.2508746
"3017 montgomery, Detroit MI",42.3632724,-83.1079584
"19630 lyndon, Detroit MI",42.393779,-83.235327
"20161 indiana, Detroit MI",42.4418415,-83.1593521
"17198 hubbell, Detroit MI",42.418006,-83.189126
"746 blaine, Detroit MI",42.37775,-83.085266
"19764 greenfield, Detroit MI",42.436727,-83.199618
"19191 norwood, Detroit MI",42.434407,-83.067426
"3035 glendale, Detroit MI",42.388003,-83.124977
"13297 lauder, Detroit MI",42.385369,-83.190642
"3700 greusel, Detroit MI",42.3302679,-83.11203
"15354 stahelin, Detroit MI",42.402155,-83.226052
"2472 euclid, Detroit MI",42.368146,-83.103038
"2665 hendrie, Detroit MI",42.3725004,-83.043878
"4725 hammond, Detroit MI",42.3359049,-83.121075
"19250 andover, Detroit MI",42.4345519,-83.098765
"14101 dale, Detroit MI",42.3878939,-83.274106
"8286 trinity, Detroit MI 48228",42.353167,-83.246248
"18701 prest, Detroit MI 48235",42.4282549,-83.1988043
"19931 asbury park, Detroit MI",42.438142,-83.210207
"16895 prairie, Detroit MI",42.4160964,-83.1452963
"10943 beaconsfield, Detroit MI",42.420713,-82.948739
"20231 helen, Detroit MI",42.4453498,-83.032292
"15434 patton, Detroit MI 48223",42.402942,-83.243414
"1478 lansing, Detroit MI",42.316601,-83.095905
"11406 forrer, Detroit MI",42.371715,-83.200669
"2018 labelle, Detroit MI",42.39935,-83.117776
"7227 dix, Detroit MI",42.3167891,-83.1231415
"5715 crane, Detroit MI",42.384039,-83.008684
"6827 seven mile, Detroit MI",42.4340244,-83.0324441
"12040 greenfield, Detroit MI",42.3753559,-83.1971779
"643 westminster, Detroit MI",42.3885119,-83.0747956
"3248 fenkell, Detroit MI",42.403062,-83.133068
"315 chalmers, Detroit MI",42.363236,-82.938571
"14718 spring garden, Detroit MI",42.427719,-82.970236
"3214 elmhurst, Detroit MI",42.382548,-83.122154
"1665 waverly, Detroit MI",42.395931,-83.1115049
"17155 greenfield, Detroit MI",42.416703,-83.199687
"12222 burt rd, Detroit MI 48228",42.376728,-83.2458429
"8449 gartner, Detroit MI 48209",42.3066793,-83.1302238
"8211 pierce, Detroit MI",42.353833,-83.0354284
"19456 ashton, Detroit MI",42.4345039,-83.220253
"18603 greenfield, Detroit MI",42.426978,-83.2
"3783 23rd st, Detroit MI",42.337733,-83.094969
"11786 wade, Detroit MI",42.400514,-82.987106
"15243 fordham, Detroit MI",42.4348415,-82.964378
"7305 grand river, Detroit MI",42.3568452,-83.110519
"5841 beechwood, Detroit MI",42.3465585,-83.1190413
"11688 rutherford, Detroit MI",42.373842,-83.201967
"5244 berkshire, Detroit MI",42.4029949,-82.9460092
"13212 moenart, Detroit MI",42.414917,-83.049346
"11848 wisconsin, Detroit MI",42.3762938,-83.1554333
"6357 vaughan, Detroit MI",42.336652,-83.236586
"1448 wabash, Detroit MI",42.326244,-83.071603
"1605 hazelwood, Detroit MI",42.375375,-83.0954859
"2030 fort st, Detroit MI",42.2497002,-83.1775156
"18430 bloom, Detroit MI",42.428475,-83.048603
"8889 pinehurst, Detroit MI",42.360117,-83.1656
"17261 anglin, Detroit MI 48212",42.420899,-83.074527
"4627 bedford, Detroit MI",42.3989884,-82.939234
"11606 martindale, Detroit MI",42.376563,-83.130435
"5777 southfield, Detroit MI",42.3316587,-83.2192323
"9543 patton, Detroit MI 48228",42.365324,-83.242492
"21129 lyndon, Detroit MI",42.392982,-83.248486
"9947 manor, Detroit MI",42.369584,-83.167068
"12246 ilene, Detroit MI",42.379032,-83.160529
"5055 van dyke, Detroit MI",42.3788473,-83.0146828
"18500 john r, Detroit MI",42.427807,-83.101766
"19387 goulburn, Detroit MI 48205",42.43777,-82.994039
"8643 van dyke, Detroit MI 48213",42.3917482,-83.0228454
"11738 camden, Detroit MI",42.399456,-82.987449
"18675 greenfield, Detroit MI",42.427883,-83.200033
"12878 marlowe, Detroit MI",42.383906,-83.188908
"842 manistique, Detroit MI",42.3725499,-82.939697
"18614 norwood, Detroit MI",42.4300221,-83.0665526
"4310 cortland, Detroit MI",42.381346,-83.133154
"16880 ilene, Detroit MI",42.415656,-83.162016
"13736 conley, Detroit MI",42.4176519,-83.051321
"4709 newport, Detroit MI",42.392565,-82.960157
"19740 forrer, Detroit MI",42.436418,-83.202427
"2525 clark st, Detroit MI",42.3252668,-83.0999959
"14555 patton, Detroit MI",42.394137,-83.24365
"11014 whittier, Detroit MI 48224",42.418496,-82.956057
"12947 gratiot, Detroit MI",42.421478,-82.987064
"17111 harper, Detroit MI",42.4168488,-82.9365235
"5636 wesson, Detroit MI",42.343063,-83.123383
"12216 northlawn, Detroit MI",42.3789609,-83.152322
"2487 grand, Detroit MI",42.3951374,-83.1217099
"8281 st marys, Detroit MI",42.353775,-83.204322
"12094 longacre, Detroit MI",42.375861,-83.21415
"18506 stout, Detroit MI",42.425941,-83.242455
"950 grand blvd, Detroit MI",42.3685789,-83.015204
"18606 oak dr, Detroit MI",42.428196,-83.1380329
"5701 florida, Detroit MI",42.3370021,-83.1410666
"10026 rutland, Detroit MI",42.369417,-83.212695
"14867 petoskey, Detroit MI",42.3997428,-83.1392321
"6830 vaughan, Detroit MI",42.341305,-83.236081
"4211 burns, Detroit MI 48214",42.3733027,-83.0033896
"2745 glynn ct, Detroit MI",42.377803,-83.11462
"19434 spencer, Detroit MI",42.43791,-83.026065
"13571 kentucky, Detroit MI",42.3870738,-83.1582494
"3873 grayton, Detroit MI 48224",42.396879,-82.926806
"5269 tarnow, Detroit MI",42.334257,-83.1370204
"1995 division, Detroit MI",42.3495905,-83.0351844
"18619 washburn, Detroit MI",42.428086,-83.162109
"5620 16th st, Detroit MI",42.353995,-83.091529
"4862 lonyo, Detroit MI",42.329496,-83.1434563
"4159 dobel, Detroit MI",42.4162685,-83.0266332
"17866 gable, Detroit MI",42.4257617,-83.0419842
"14500 livernois, Detroit MI",42.396048,-83.137912
"3828 iroquois, Detroit MI",42.3702653,-83.0031418
"10330 seven mile, Detroit MI",42.431561,-83.1647459
"5510 seven mile, Detroit MI",42.4332671,-83.0478879
"8202 manor, Detroit MI",42.3540997,-83.1659609
"6535 mansfield, Detroit MI",42.3396755,-83.2024553
"19492 bentler, Detroit MI",42.434238,-83.25321
"15781 princeton, Detroit MI",42.407684,-83.1288426
"12868 ashton, Detroit MI",42.383136,-83.218047
"15506 livernois, Detroit MI",42.4060143,-83.1402697
"19398 revere, Detroit MI",42.437053,-83.068035
"56 montana, Detroit MI",42.42374,-83.100709
"15052 steel, Detroit MI",42.40083,-83.170995
"11427 laing, Detroit MI",42.4199683,-82.9589175
"729 seven mile, Detroit MI 48234",42.432656,-83.0962459
"10007 marlowe, Detroit MI",42.3696051,-83.1889322
"20264 southfield, Detroit MI 48235",42.4417798,-83.2194851
"5650 trenton, Detroit MI",42.3329855,-83.1492433
"6085 norcross, Detroit MI",42.3986469,-82.981871
"9209 minock, Detroit MI",42.361388,-83.232602
"3314 tyler, Detroit MI",42.389131,-83.128621
"15364 petoskey, Detroit MI",42.403806,-83.138735
"5036 ridgewood, Detroit MI",42.36501,-83.1361647
"15058 bramell, Detroit MI",42.398451,-83.26382
"18073 fairfield, Detroit MI",42.423761,-83.135863
"14365 patton, Detroit MI 48223",42.391895,-83.243582
"18496 michigan ave, Detroit MI",42.3102739,-83.2180324
"19330 teppert, Detroit MI 48234",42.436922,-83.007535
"3340 dailey, Detroit MI",42.3649126,-83.1295452
"4054 grand, Detroit MI",42.390269,-83.135401
"17631 huntington, Detroit MI",42.421362,-83.233304
"13323 livernois, Detroit MI",42.3856601,-83.1398743
"19830 seven mile, Detroit MI",42.429875,-83.238152
"8084 whittaker, Detroit MI 48209",42.310325,-83.1282576
"20118 greydale, Detroit MI",42.4396979,-83.2574926
"19401 stotter, Detroit MI",42.43745,-83.0255827
"6353 van buren, Detroit MI",42.357616,-83.139334
"1859 ewald circle, Detroit MI",42.396263,-83.128345
"19482 houghton, Detroit MI",42.434012,-83.260599
"3444 burns, Detroit MI",42.36803,-82.998989
"8701 dennison, Detroit MI 48210",42.334619,-83.152194
"2045 calvert, Detroit MI",42.381758,-83.10615
"14072 marlowe, Detroit MI",42.390182,-83.1892232
"13984 southfield, Detroit MI",42.3879191,-83.2173538
"9230 holmur, Detroit MI",42.369709,-83.120205
"1389 larned, Detroit MI",42.3356866,-83.0311319
"20119 carrie, Detroit MI 48234",42.443861,-83.030964
"4339 western, Detroit MI",42.327143,-83.1520964
"14000 whitcomb, Detroit MI",42.388657,-83.195842
"6435 artesian, Detroit MI",42.3379268,-83.2256993
"16744 greenlawn, Detroit MI",42.41571,-83.150655
"15344 beaverland, Detroit MI",42.401278,-83.265123
"15471 appoline, Detroit MI",42.405063,-83.1707912
"12307 schaefer, Detroit MI",42.37802,-83.178426
"8857 greenview, Detroit MI",42.3586837,-83.2227661
"19324 murray hill, Detroit MI",42.432679,-83.20802
"411 lafayette, Detroit MI",42.3296139,-83.0518853
"5750 dacosta, Detroit MI",42.329256,-83.256252
"1197 virginia park, Detroit MI",42.371946,-83.087818
"9250 littlefield, Detroit MI",42.363048,-83.174708
"17521 indiana, Detroit MI",42.4209625,-83.1585302
"318 dakota, Detroit MI",42.4202559,-83.0978515
"16555 whitcomb, Detroit MI 48235",42.412041,-83.197023
"17608 cherrylawn, Detroit MI",42.422219,-83.154661
"8565 robson, Detroit MI",42.3564083,-83.1915184
