853 2635
344 659 275
355 15 482
658 208 256
199 614 213
493 439 36
316 495 671
500 630 198
598 210 685
383 150 876
633 551 124
578 311 913
137 812 27
376 102 851
687 490 833
121 64 338
852 239 39
447 33 233
274 653 868
200 384 212
109 452 469
113 180 783
569 693 318
47 558 392
46 145 11
681 783 715
541 528 438
494 736 858
524 19 839
103 150 100
410 206 20
832 165 756
631 536 745
287 141 764
447 20 377
664 215 296
85 247 510
441 166 908
658 382 292
59 662 365
575 53 103
346 338 184
458 832 130
621 703 51
163 647 86
610 27 517
634 235 620
380 719 862
611 768 81
556 52 314
757 244 134
38 76 850
421 259 759
702 183 40
24 16 574
492 106 132
15 171 903
135 619 495
564 282 282
603 394 599
812 611 114
840 370 528
559 259 884
345 184 18
106 185 426
73 602 77
837 69 600
376 486 434
151 469 747
522 318 90
477 852 970
380 522 304
413 607 331
53 755 694
324 408 55
54 548 478
415 16 418
477 10 783
280 718 239
434 337 85
108 344 977
798 590 519
810 225 773
676 485 58
393 64 211
694 453 705
566 774 662
613 588 601
208 599 134
238 200 128
541 474 20
393 43 512
158 404 809
146 330 313
100 144 599
383 817 168
833 419 25
303 298 411
762 34 367
842 185 629
53 184 606
586 430 416
693 23 96
786 548 868
210 844 1000
338 488 645
53 19 311
721 124 74
112 38 798
50 556 992
729 712 882
302 493 608
38 19 243
821 111 149
285 240 126
696 221 25
848 464 782
707 605 929
266 622 378
775 245 787
603 714 251
255 326 85
126 786 865
674 232 496
843 484 17
36 258 785
385 93 263
726 491 736
808 118 530
649 423 345
721 164 650
84 798 50
512 769 490
288 755 451
488 369 944
244 287 438
416 710 12
400 236 322
252 505 769
713 371 720
195 282 470
490 713 522
158 833 175
486 286 342
426 179 159
718 632 235
61 597 284
275 225 245
125 809 573
488 492 870
827 806 101
688 260 578
153 479 462
86 109 810
711 405 870
158 423 293
794 144 637
730 353 976
594 252 549
126 54 158
222 488 523
691 511 732
394 295 132
189 339 665
325 13 634
790 772 616
284 509 102
245 221 203
340 52 429
250 603 156
240 702 363
357 364 699
701 335 743
632 641 550
597 817 328
181 29 77
725 644 521
680 550 460
385 853 648
801 369 858
543 31 952
480 27 314
326 590 286
194 3 983
266 739 477
352 452 139
145 476 40
641 812 181
55 375 484
388 735 200
682 460 934
205 822 5
496 189 531
701 504 472
444 199 150
527 99 815
540 505 287
253 238 80
577 377 214
392 184 402
139 744 913
45 70 451
179 384 503
298 517 572
165 37 685
846 788 564
254 565 77
679 45 735
713 296 901
547 578 831
499 624 117
138 625 431
527 797 370
532 703 230
818 336 267
516 322 343
117 441 708
338 285 325
218 311 403
799 252 332
707 47 198
455 531 100
698 402 467
540 58 59
251 8 133
502 415 93
350 33 440
237 304 726
138 326 332
853 129 600
131 679 236
529 668 161
83 488 946
60 819 492
353 767 787
704 637 305
703 124 116
311 6 736
317 35 173
837 799 858
300 393 632
837 154 541
82 72 509
676 436 22
47 95 665
154 377 539
100 260 395
341 259 570
230 320 318
743 159 717
515 388 706
121 657 966
613 812 212
368 785 347
838 202 334
200 436 635
68 428 764
275 660 777
275 768 852
554 166 804
763 164 988
20 64 439
57 56 146
536 340 854
423 703 288
713 830 931
638 337 502
102 69 555
801 588 362
295 324 9
385 415 667
310 71 26
241 18 474
547 584 495
158 705 522
803 374 649
786 530 429
497 150 785
419 509 991
285 234 262
246 126 383
565 115 432
302 598 987
323 815 418
167 251 412
444 621 923
683 513 119
606 846 744
554 475 362
150 766 971
383 230 53
86 394 60
307 181 837
479 726 714
468 434 270
201 509 461
840 521 843
738 373 816
14 792 527
399 788 86
492 524 338
848 394 801
46 234 153
851 272 517
74 373 308
