9518 27092
1881 94 -168
1800 7627 -696
639 1849 -19
452 2904 827
3681 2482 -740
4332 3511 -889
1166 2518 87
6022 1665 519
8069 5185 834
5140 1930 675
9096 9082 -651
8647 1323 454
273 8819 -557
4935 6502 -847
4446 4827 -686
8039 8381 275
4547 1862 711
8898 1534 -985
3914 9434 761
5420 508 -216
190 4811 502
4970 8083 -620
2003 1565 -228
5416 7590 -733
6134 7069 481
6018 8575 -993
7148 3353 419
9331 6566 -676
8424 115 -822
6537 3242 85
7948 3988 451
1052 9210 319
9087 1028 -188
1817 8049 598
7888 7058 604
903 9263 -331
5783 2783 -780
4087 3617 -77
8949 1222 431
2358 3630 37
4866 1617 -829
9333 2237 369
4642 3648 -56
9395 2255 747
5417 633 -341
7768 359 -585
9461 4031 552
137 7955 676
5603 345 200
7821 6020 569
6839 2895 283
4623 3958 -522
4188 7909 255
7414 9509 -927
7305 74 986
5086 6742 -909
6198 7482 698
7941 4022 -79
7070 251 416
6484 4221 573
5480 3670 953
2572 4504 -276
6873 3165 -864
6615 6780 -572
8861 1205 -678
997 1980 -483
7487 5779 256
5077 3213 518
7116 822 431
6642 7729 -461
4509 6929 598
1225 9142 -116
8869 2545 -36
2049 2335 895
5511 3738 -585
8068 3478 9
5835 7946 813
5169 8704 -695
3733 1445 640
70 480 1
2944 4743 -760
4794 999 -85
3997 4932 -757
6693 5370 -324
704 535 -192
8824 8624 -94
562 7879 900
3262 2779 603
9509 1582 -462
2420 2803 633
8600 5189 -253
8609 1483 860
2128 6394 -997
8148 847 564
8665 4878 599
3335 8883 762
1815 8450 -67
8226 426 411
1954 6175 415
8162 6154 -207
5786 1221 -820
3108 5289 793
6889 1155 339
1586 2560 -772
8135 7179 435
4894 2550 275
6335 2362 -157
660 2473 -425
4505 3439 165
634 7139 206
5229 5249 784
6287 8703 -563
8864 8837 864
854 3793 -477
3303 5524 659
2904 5576 460
1958 7101 214
3553 1512 330
6613 6920 -936
398 7132 -110
5218 2246 701
8252 4225 -415
985 1085 815
7933 3098 470
5976 4303 686
2143 745 716
8903 5897 747
4075 7984 -36
9061 5088 -12
8775 3289 14
4505 6006 400
3833 194 -772
1083 6255 861
5594 4796 895
728 8353 768
8320 7065 -380
3419 2085 955
7299 1513 -165
5623 5561 -581
8798 7623 550
49 7385 872
6370 7855 78
5284 4983 525
8266 1194 -3
7582 5476 82
6828 5476 333
9417 2775 -114
7608 7265 1
8775 2519 -131
3674 7100 -558
7590 1424 -489
8933 8509 874
6963 2900 634
113 4743 -106
6774 5725 429
348 7846 123
3418 8386 877
6548 7196 280
5069 3934 605
5147 9152 291
7680 928 468
5403 3164 -522
8687 1793 -190
6947 3390 803
4078 6770 472
4540 3216 -815
5922 3110 -538
4349 4837 -268
7551 912 825
1409 5911 249
8924 9020 990
3456 168 -389
1858 4044 483
2260 5461 515
506 1624 -494
993 7836 203
6912 908 8
7898 8106 12
5785 7675 -443
4211 5588 -350
2702 8197 -512
8825 5047 -484
6260 8283 -831
9077 5379 -765
7105 895 260
7264 8051 230
8216 7582 -530
7474 145 -920
47 6145 531
4365 4860 169
9191 5132 370
3678 4257 -269
3443 9498 -750
8670 8133 4
4830 5048 -547
7825 2304 352
1551 1881 758
2692 1487 762
4467 8079 -45
7153 4748 594
7054 6708 -932
1338 1821 -289
6608 4117 -691
1197 9471 -560
2684 4774 -969
2584 2447 -677
7668 4744 500
7645 8142 178
9015 1983 -904
1057 2645 586
6937 807 -713
4532 1105 217
7649 1069 437
723 4354 933
8956 4122 -992
1349 8465 -284
6213 858 825
3203 9324 232
7618 1690 864
696 6340 -667
6818 5372 769
1039 1054 -963
1301 4268 198
2290 1049 -274
6310 6678 -817
418 8909 -203
2887 3685 -21
1739 8376 -176
5683 5458 -788
5113 3478 -939
3771 5098 472
6255 6260 523
7671 5696 -866
4359 3419 425
3007 7162 993
7357 4711 826
5586 5158 -129
7246 7146 394
5940 7995 -244
2079 8021 950
8207 6298 -140
6855 6799 -343
3743 6787 -90
8934 2669 -405
24 4569 -980
6792 8739 -528
9282 6821 -634
5477 3102 443
8009 984 -843
7958 2312 69
2603 3810 513
6817 1022 -3
5985 4402 591
66 7239 400
8211 5325 -280
5820 8489 -682
4849 8800 -752
59 6908 725
3433 5293 -759
4162 7023 108
3567 2037 -532
335 308 30
2392 1067 -203
4925 8596 940
3189 928 148
5475 3959 86
2126 8404 813
6624 8105 -304
4782 7257 -42
3487 6702 -416
6041 4239 -710
1244 4536 37
4726 5189 519
7302 3087 -290
993 9117 456
3097 7637 801
4808 3086 -226
2017 50 -670
2428 2677 361
857 4641 41
3054 9326 543
844 1107 777
5937 6109 -551
4513 5736 -757
6358 2980 876
2067 8724 -471
1572 8240 -998
7171 5640 525
7814 6785 672
7433 3184 810
2957 8765 -905
897 8074 -105
7766 7344 54
9115 6277 -810
341 2865 -447
5203 4790 783
1813 1470 912
7096 6302 129
3273 5700 -984
6912 6750 -586
9121 8492 623
6794 3967 -847
3138 7343 -959
1389 2541 613
560 1696 615
4367 159 -505
4889 8926 937
8176 1692 -295
4 5314 -630
5417 562 -115
175 7962 201
1481 507 -951
5123 6339 -658
2128 6216 114
2893 7382 960
3357 4788 677
6162 1529 -177
1820 3337 943
6946 2312 -857
565 3432 -48
5472 891 -1
7335 3744 -58
4661 4344 -596
5414 9103 807
7415 3517 -599
398 6002 -805
888 3820 146
1291 5955 -344
5004 5163 210
149 2730 159
4610 4006 613
179 261 122
7405 9344 -707
9254 3791 -785
5610 1672 728
9137 4327 -217
2661 5803 40
9422 4115 -678
9094 8950 9
8654 8000 400
4363 3328 -931
2095 7397 -889
8190 4481 -688
5076 689 525
6855 3908 -696
7352 7144 -96
8832 4791 139
3660 5616 -57
2314 834 -272
3380 4589 -927
6622 1738 665
1661 3349 133
5092 1663 44
6979 6917 679
6200 7248 -152
844 501 947
98 6106 -95
393 9244 -778
5782 2075 -321
5340 8393 -464
7521 6760 -535
9213 481 -86
2819 1082 543
147 6713 276
1333 222 912
8472 3258 -145
1483 6943 94
848 1592 -468
7958 8801 -19
8461 2279 -335
371 7215 793
2208 7858 306
6532 142 443
4866 9452 49
6584 7454 81
3522 3577 -820
5562 5589 767
2287 934 546
3595 1523 702
8343 9024 -215
1296 6677 -548
3536 3454 -346
81 9369 734
4100 942 -460
7314 1177 233
4603 1924 -730
4556 7185 241
1343 2268 754
1336 160 -713
2063 2556 -587
5924 2402 -178
3988 9225 -994
7021 5132 -5
4404 6762 -276
4262 4180 -621
2255 2700 -969
6344 1077 -769
5685 9196 -308
8853 5659 325
1623 3124 -87
5953 544 86
3365 2100 424
2671 8771 612
7688 1684 -700
2871 9353 64
3799 529 484
3109 1782 -723
8276 635 -564
3761 5709 -197
1473 8423 769
1388 8141 914
6821 7060 -891
1458 40 -85
2029 7443 615
7201 7813 -893
7514 3866 -365
4747 6823 -798
5825 776 218
7511 6917 897
4725 5889 219
8494 2020 912
7558 5989 484
2758 6117 -96
4839 7432 -68
3320 2230 -616
1727 5264 -851
5701 3328 -136
4130 9196 -790
4328 5 356
7346 8359 -677
1112 2469 -939
2983 3202 -152
4973 9413 281
437 530 936
2422 1976 -220
7849 8874 980
1816 2962 -861
4606 3011 -144
7428 4023 654
2502 5537 -877
5816 4754 720
2687 822 612
4421 7115 -976
3688 915 -910
3530 5746 493
9178 1455 -915
8612 6400 362
8774 1766 -975
290 5801 798
6867 806 -974
524 4100 967
965 3092 453
537 9056 404
6575 8104 -161
1190 7999 701
852 4631 -804
637 7932 581
7751 6145 99
643 239 -897
6030 8336 9
402 83 168
23 9122 33
4178 6604 279
5826 2982 83
6747 8349 -968
2187 8131 -472
5101 7687 -884
4923 2056 668
4518 8016 -454
736 9217 -629
4303 5410 -999
7944 7509 320
1476 1924 445
7592 5996 -163
1506 1104 -439
1898 1151 -853
5692 748 -759
7082 1647 124
295 841 225
1653 7634 -524
2574 7542 -465
9467 4472 355
6635 4185 -479
1022 8652 744
4724 4079 -456
7217 8108 790
8868 3097 -794
5166 6194 432
1199 7471 -1
5250 1893 -42
8081 5276 364
9016 2175 25
4190 2574 535
3387 9417 796
2825 1220 465
3473 3560 -420
2129 4380 -444
919 5388 -112
2687 1906 764
7379 2570 238
9042 8013 -612
4738 1577 698
376 3957 -75
8808 1142 387
9120 8634 -778
1050 9030 609
6534 3193 184
1945 1181 -474
5819 1461 -262
356 811 -694
9354 9145 -578
6977 6327 234
6266 195 992
3353 5625 465
5830 2310 155
6991 4083 -410
5897 3740 -101
7138 3499 -325
9181 3919 871
6775 7248 136
6542 7713 681
2632 4489 65
7052 7165 -656
9138 8941 -11
5872 9176 865
8926 9074 -22
1707 8712 207
3179 2113 744
3262 2262 -798
9259 7556 492
8764 1418 999
7814 7248 -199
1121 9067 -936
3396 9389 980
4428 539 487
3414 2863 -299
3535 8105 175
73 1622 714
5162 934 284
551 6648 -816
3320 6405 212
279 3283 -390
5485 329 -519
4256 6378 -464
1465 2645 495
1848 5031 623
1781 7639 581
3696 8045 530
7147 7406 128
7940 3697 -119
7244 6188 -396
100 5067 63
5753 7554 -432
3850 2757 -386
7965 9245 167
3202 1539 -254
3620 1163 -691
1903 8245 206
1627 157 910
3806 1000 -70
1323 4719 -981
8476 3543 865
5366 1950 837
8689 8577 16
6993 643 503
3646 3314 744
8797 5237 -833
8181 9258 668
959 895 894
4009 3713 308
870 5500 -359
9387 2735 -115
4259 4561 368
983 3790 -929
6682 2364 -12
8007 8377 538
8415 2847 -903
6991 5469 770
6148 8800 130
8177 4456 538
5809 5443 -543
3928 7273 378
9369 759 -493
9179 5301 916
2931 8167 683
8829 9454 -493
2636 1928 683
2867 7598 660
6282 5591 -696
7989 7957 572
6603 5733 959
7806 5973 -506
5919 4129 819
1791 5673 -360
8481 1729 -63
9215 2583 -373
9333 3277 -323
4862 7856 -222
9230 1860 84
7106 7241 -432
6679 102 -541
5483 615 10
6761 837 -940
4799 1117 -256
515 9155 733
4905 4453 -842
4816 8719 800
3128 2979 642
1606 5513 -68
7368 9237 -420
6754 9033 -612
5531 6746 -390
4670 2689 329
2495 8393 716
61 355 677
2798 822 -896
7734 7150 -507
7723 7946 879
7144 3345 -103
2488 4898 927
6317 8024 282
5281 5569 264
5996 9184 -67
5917 1344 -827
7277 931 -315
8454 5922 840
1316 777 -889
8094 1486 -695
8530 9122 -462
170 9440 -11
9454 8654 375
6817 7385 -849
7171 425 204
4519 459 -30
5861 850 239
8335 6582 -760
934 1959 -716
1262 2851 -298
7006 4 945
151 8078 768
3371 8804 190
8649 4162 474
5201 3983 210
4523 3651 703
5517 8911 242
2147 3347 821
4494 6050 989
7404 2268 -854
7360 1411 209
6143 1428 728
4811 7533 -939
547 8057 556
7633 2748 568
8525 9354 -72
2883 3930 156
7360 7160 -899
8379 328 -210
1456 3886 -403
7343 2020 -281
3383 9212 -222
2833 787 720
4493 4337 -153
1362 5725 -27
1681 6551 707
5939 9319 218
6027 5756 338
850 7109 -543
8630 5107 594
5536 6206 -860
7886 7379 -460
224 7781 990
1648 5599 -261
8998 8206 327
7520 5798 -474
2491 775 52
8595 7751 705
4525 4239 376
9125 1188 632
2150 6766 401
7674 2845 864
5601 4963 -394
7722 4048 467
4665 8736 -84
1464 2677 925
5028 5277 -606
7843 7765 -396
7030 3791 -586
6309 697 811
3622 1982 193
3344 8062 -766
5212 6733 -833
3550 8337 -596
1481 6891 100
6884 4690 132
6322 2634 747
7490 1789 -474
4099 7704 -252
3673 4567 -190
7853 7597 -619
8542 6862 33
7489 1502 82
7698 378 -415
7382 3705 203
1369 9160 194
9214 5172 -194
5724 1817 994
9472 4645 300
8682 5148 232
8950 7300 85
3937 8815 524
3219 5257 -109
2835 6132 -407
1254 3051 -928
3681 2068 736
5966 6648 -847
8648 5205 -150
8149 2079 -586
1284 2948 -864
2110 3869 -139
6602 3947 -299
3372 5422 -321
5265 3613 195
6268 1319 -134
5138 3893 845
8056 6385 -840
5959 4373 667
6324 9211 724
8497 6988 852
3109 5069 158
9412 1580 518
1853 9215 -3
5859 4678 101
8252 7881 -220
7560 162 253
1335 4248 -978
1181 4535 409
817 8428 -369
7335 1609 649
3934 1256 884
8168 4875 -833
886 3793 73
2263 3563 -611
6846 224 805
1907 4791 37
4587 36 859
8930 4859 -190
7663 570 -301
7093 4704 -913
2239 72 910
1142 38 -671
3422 5130 -758
2761 2951 625
3736 7068 -414
5445 9379 358
9156 2852 622
5708 5275 -131
9135 2378 572
7414 8200 -825
2338 6584 -962
2561 9350 270
1832 296 -259
872 4263 -809
989 690 -760
6248 6903 -435
5321 9161 -759
1174 5352 614
2051 6634 574
8758 4223 399
7933 7200 931
4816 8414 -384
3101 8125 -432
437 2838 653
4577 4385 -455
2920 6836 -903
762 5207 116
1697 6558 -433
3314 3880 668
2195 3831 -838
8635 6094 -371
6858 1812 280
8989 4851 9
5639 9003 -43
4046 7533 -131
5912 1479 -826
8129 2250 -711
4714 6686 176
6052 6297 106
330 5178 -335
353 6682 -80
8205 2705 -29
5290 9415 800
5764 1046 201
9017 6350 -59
1634 7472 -446
4379 2015 -63
1725 6260 374
757 5939 962
2631 2760 -804
3151 8490 886
6612 3622 -85
328 1000 374
1776 2410 -105
8824 6498 877
8861 6818 260
299 2585 -960
4885 115 741
331 3562 -868
8469 3955 -256
5591 8148 -989
9087 171 237
4522 6659 -607
5 1497 -201
4182 39 605
7377 8086 -94
6622 1738 189
670 5762 -809
5898 9366 -350
5725 4527 -49
4768 9375 156
3973 3987 941
3170 375 21
2251 5257 -502
7077 8463 -649
7976 871 312
6166 7253 834
1340 2944 -991
3456 1305 -417
7692 2268 -327
6285 6714 -391
5557 6831 -868
9470 8400 -184
8427 7473 880
1283 3715 376
4825 4327 -62
9455 4089 -786
1493 8002 655
3066 3135 163
4793 3299 758
4186 4343 -321
8161 4342 809
9335 7481 254
8984 8557 -859
6375 180 -823
4756 6908 152
4022 9410 577
7611 7598 88
7096 4805 945
6513 6683 -77
3623 4672 902
4020 6446 -526
5328 7855 632
2475 5493 -882
3432 8766 -875
2411 6234 -686
33 269 -902
8357 4802 409
252 2164 211
368 7941 -516
7170 3521 633
2843 4357 516
2019 1806 68
6544 7352 911
1613 5280 364
7151 5088 -703
3397 8524 578
1113 516 -960
8961 662 -94
4465 5337 328
6655 6694 -22
3150 8442 -950
3457 8059 536
8667 4032 -828
3632 8166 -144
7192 4776 -701
7176 2453 772
4035 4323 788
9486 7576 -876
8372 791 -53
7536 4262 -857
3681 5131 -183
7560 6405 96
9235 5465 645
7580 6629 545
6941 9139 -434
7286 2704 -203
1075 5132 -703
6709 769 350
6358 4750 927
6523 445 -249
5290 6742 902
9264 9054 -346
7284 3999 960
5358 6005 -590
9195 2334 -556
5434 5172 -399
4485 9077 -558
4066 6770 506
4529 6405 -320
6461 8158 -822
5412 3507 503
8573 2211 771
1260 3548 -19
4780 5472 -701
5569 7252 800
7347 8341 818
109 3912 952
790 7728 101
6487 7553 898
5638 2854 820
8073 8578 -810
267 6675 551
4147 6827 -161
114 4065 -429
2367 4409 -68
531 6848 37
5195 8352 95
7854 8195 305
2014 9398 53
1105 925 -660
970 6118 -207
6081 7166 658
6305 6713 897
9504 6400 409
8516 1394 17
2486 8690 26
6279 4393 289
7073 9290 494
9227 4380 14
88 773 -372
6320 5193 -611
7579 6188 -458
4146 8091 -403
2580 540 96
3555 81 81
4043 7319 -866
477 5799 -367
2840 9132 -369
3033 8693 -286
681 5497 692
7016 1963 -751
7823 4322 511
5715 3130 285
3818 7597 -945
1589 6756 888
1706 2273 -302
1675 8396 559
2612 6811 -80
4435 6191 -335
5334 2814 -224
313 4852 246
864 5696 -358
3886 6188 -886
8469 4901 493
4533 6539 58
1654 829 41
4499 1641 -605
6621 3343 710
4870 3724 -988
5037 1416 -471
6279 3865 661
5417 525 750
3913 835 -881
7578 1752 -961
5772 5681 384
2985 110 -833
5782 2834 -319
8015 7917 -566
3166 2307 -428
9113 7240 886
1054 3928 474
6967 4310 156
7973 6762 -2
6258 1451 -956
1144 2566 -151
4828 7597 -98
6867 3712 214
878 6433 -521
2871 4328 -63
602 868 533
8716 2299 -124
5089 1974 891
6003 1344 -280
8407 3307 -774
4595 934 875
4592 6104 -768
7462 4102 615
2862 319 317
7839 5353 559
7915 343 207
6823 9508 493
5711 949 -762
1633 253 52
9278 1923 711
5862 2370 -767
3502 5508 876
1883 8689 183
9218 9367 -817
7463 6252 882
303 6350 -717
424 4680 487
7645 6621 886
3181 5242 218
790 7499 21
5292 7213 -557
2093 4279 -682
6821 8791 -328
1385 2280 872
7133 6170 -940
5665 3557 -376
8037 4585 30
4578 1049 -697
6389 6 -984
1610 7863 -736
9267 857 68
1294 2076 434
7555 6487 867
6062 6321 -465
3887 6377 -710
1307 4439 437
3975 9347 -168
1066 6589 891
4424 7273 19
8157 7677 403
7535 4474 -345
4569 6442 536
3559 2272 -908
5606 3053 -534
5225 6309 831
8653 9329 -628
5627 9158 -159
2618 7405 471
6925 6989 406
2629 5454 -602
6170 6384 224
8782 8190 -540
2080 3970 575
5894 3095 -799
7229 5861 -919
7028 1141 -825
8502 3907 -748
6232 8001 -811
4615 1093 -949
810 5311 -686
3443 1314 834
6872 6294 -837
3575 7429 831
7283 9226 204
8246 7295 -295
4075 6567 -755
8127 3280 -623
2499 1398 238
3340 96 397
5248 9006 818
7461 2 -473
7594 6 768
9195 381 -987
2479 1754 462
7995 6349 868
1162 56 814
6316 4356 -423
1349 1569 -808
5905 3538 -351
955 3441 -490
4350 1668 382
2789 2752 -1
7935 7743 223
8134 4842 -213
7656 5935 -570
8773 9262 663
1378 8840 455
9208 2534 -794
1195 8843 281
8035 5663 -507
1184 3173 66
5336 3714 -512
1063 8616 18
6826 3886 -470
2708 2329 -560
7241 733 -251
2621 8597 130
7828 4805 608
5664 2959 -696
3948 5116 554
8399 8198 -767
1136 8959 316
220 2556 -304
831 6097 488
5908 5168 -150
234 1920 -270
2884 5546 340
836 5500 676
285 7963 -264
8282 3858 748
276 3366 93
411 8461 264
8398 5888 -456
3581 2201 975
9407 1083 -896
1764 6396 -857
3108 248 860
2091 7467 -919
566 1377 -406
101 8792 -789
223 1984 135
5664 5789 640
8034 1650 -222
521 7422 -682
4940 5657 -587
607 3095 361
15 751 638
1347 7803 -340
3674 605 454
694 5652 -530
5170 61 -504
7187 4295 -669
6657 4327 -993
7832 2508 18
6278 7781 -917
6240 4654 -282
1731 5863 387
2064 8268 577
315 5064 814
7163 3015 889
5068 3031 -973
3884 3392 939
6568 2565 170
2518 9414 798
3134 5608 863
8500 8209 826
304 5385 637
1861 1710 714
1827 7118 -69
3149 6444 430
8103 342 601
6429 7802 -581
1847 7939 235
9071 4305 970
9054 1673 804
7030 1920 412
7070 3315 926
35 9272 -84
1915 3669 53
6705 7553 965
58 1402 378
2019 2931 654
906 9231 350
7081 6662 -169
439 6231 209
5415 6379 -22
7744 2889 937
3592 2189 -996
5874 446 -340
4021 6589 -235
54 1053 -432
2901 7914 -370
358 6262 219
1645 1222 -321
6126 5455 761
3665 9010 -46
8671 6368 -661
5759 5657 902
3012 8739 851
7251 4958 23
1000 4805 423
2933 67 -75
9423 4317 -412
7222 2134 61
3598 2568 -605
4808 9218 971
5953 8230 -732
1400 7621 667
2244 1272 -721
6843 6000 664
3547 3674 961
8292 2929 509
8191 5463 735
6151 5267 -932
2565 8495 223
9351 1130 87
8084 7145 643
7255 2619 -269
47 2836 132
246 3666 393
4157 3344 -302
7237 2679 493
6327 943 577
5480 4610 727
6456 5707 -371
729 8257 951
7297 67 -37
6400 2057 893
5123 5600 -813
6181 5943 86
8812 8811 -406
2364 3371 -116
3174 8085 520
2853 7635 -425
7905 7324 556
8853 2258 83
1754 4298 -577
5331 8826 -231
8914 5768 -804
5080 4450 25
5279 9144 465
8752 4787 -322
757 1053 851
3599 6406 686
3362 3886 10
8733 149 112
2857 723 -747
6246 386 -328
9482 8493 956
1156 2176 515
9416 473 -195
3616 8454 -472
2029 1182 69
6467 91 26
842 7289 -92
3546 605 -83
8445 7867 779
4517 1338 -925
2096 6431 234
6366 6437 -441
5787 260 -73
4585 5992 520
5899 7215 799
5551 4590 235
5075 3008 38
519 6495 -438
3160 8846 -406
2627 4267 871
7002 7404 -132
4850 4035 93
5361 1653 755
2801 2480 343
5943 6562 -795
4508 6152 595
9010 8942 58
2574 5259 -124
7973 5849 956
4756 2743 -583
1726 9200 456
1427 9061 329
5906 1252 760
4217 6592 982
4964 5128 496
4321 8768 -481
1492 8135 120
3318 4829 670
966 969 -613
3189 2782 216
6786 8400 316
1229 5954 -481
129 6404 -500
2943 3090 799
6279 8181 -138
7782 6871 -252
7496 5206 82
5295 5604 454
2930 6021 714
8099 389 301
3561 2423 -822
1234 4966 -693
2526 3210 -232
5444 9013 -736
1286 486 -59
1933 2607 684
2833 2261 581
1204 8127 520
3324 1692 -346
6642 4920 -341
6971 779 -238
2128 3615 385
4184 8821 -511
7393 6610 290
2136 5799 -786
9166 2980 240
6174 2249 -493
2441 3062 -662
6877 3073 951
7436 7386 575
8459 9171 260
3610 5736 -637
2059 2489 -925
20 6420 878
4112 6257 -544
7338 2901 230
882 4198 101
5565 5552 151
85 8547 105
3872 7774 250
7206 6281 889
5824 8365 989
1364 2297 -822
188 7276 -430
1631 1852 -660
4134 2556 -699
4369 4211 656
8446 8911 498
5819 8862 837
7436 7300 -444
2483 7199 813
7313 258 -573
6582 5747 -854
264 5791 -318
3188 6390 489
6507 5447 -46
4346 2492 228
4780 4063 472
1514 8980 749
5264 3685 746
7433 4437 -248
5149 4316 -804
2089 6592 724
4773 5437 -812
423 6702 678
2068 355 -298
8962 782 -388
3386 7087 384
9429 7447 48
8627 490 -508
5003 5816 -840
1097 3089 -402
5079 210 682
3004 1628 -970
3468 2864 863
8183 5725 -87
4186 391 -661
311 4401 -647
4997 7463 -290
7260 6228 959
8931 6152 -498
8435 6514 553
5862 2986 102
169 613 -581
5112 8067 -157
786 974 192
4500 3651 498
8785 9038 67
9352 9431 -839
6289 300 -572
9196 7835 840
9232 5659 99
5879 5816 804
4345 9315 -13
4391 1730 357
5968 1347 275
3617 8841 569
4612 2421 -753
2039 6918 -738
6182 8852 106
5236 6930 -85
4941 1092 715
1163 6490 -963
2244 3447 -267
8915 2445 887
4822 5830 298
297 6000 223
765 2245 -104
6905 896 304
2379 4039 -740
7213 3152 90
2581 8435 -915
7146 662 -566
6625 2385 -689
6886 2456 -262
826 3996 368
238 6010 -693
3776 11 -947
6061 2335 -58
6843 4679 755
1480 1542 -470
2024 3604 -719
791 7056 75
1844 5194 -847
1985 5142 -618
7154 4501 -500
8293 4820 60
223 2230 -629
5080 5861 535
3340 2794 712
2562 9160 401
236 6416 -748
1857 7858 -463
610 7322 -732
173 609 691
5180 9169 189
4848 5933 242
8688 6091 934
3057 8605 922
7995 4375 661
5399 692 207
7730 1393 -461
7278 5052 -815
8754 8372 200
2743 2606 -180
7731 5962 409
7472 877 -980
9219 6308 -961
5486 7427 921
84 7212 -553
7773 6041 641
275 1282 807
7038 6025 -37
6991 8616 529
4042 5794 81
3331 2035 -486
7677 8516 675
4498 4778 -406
1166 9459 -832
7607 7053 523
9128 721 -573
7055 2728 516
7435 8736 682
6849 1904 666
6307 9494 1000
4331 9329 193
5164 3297 94
1440 8640 -739
2635 7512 680
5689 3863 531
31 2971 579
2052 5431 63
3339 1003 421
7626 2482 509
398 7206 759
6463 9178 109
431 8412 551
9311 3813 769
4881 4793 716
2959 6257 109
6637 7937 456
2340 5124 -605
3405 6428 -895
366 9320 -909
6804 3082 -548
7421 5823 -944
9090 4586 -488
1605 5403 555
7370 4120 58
8534 5137 -493
192 3015 -252
1682 1505 -162
2280 4846 -321
7612 9262 358
562 6989 94
6956 7028 861
1853 9090 257
9037 2966 371
9280 8027 -680
4687 4031 466
1663 2318 -445
5999 7636 64
4982 816 -748
514 5875 -298
5963 1501 482
9242 8985 -679
4164 3323 848
995 2395 264
9089 3951 -366
3897 8674 -860
2789 2454 663
4088 2008 178
3616 4266 -487
2052 816 -224
7603 964 959
3784 2993 306
1730 1954 866
6629 5382 835
5035 8188 -690
9160 1437 717
9420 1800 341
5372 937 -464
252 1941 -408
9409 1631 116
4178 3347 -290
2370 3855 512
9426 1169 -928
7198 5692 316
2821 2867 -597
7545 4369 -690
8698 678 -998
2843 8257 106
329 4998 484
1103 1794 641
3598 3323 980
5237 1793 -65
6813 4183 833
2557 1168 485
7126 1608 -594
2891 3649 -327
7816 8473 580
1063 6385 -585
9449 5799 -256
6032 8649 145
5946 1761 -508
8436 3947 -110
2392 3094 972
4479 6456 166
2708 8453 -620
255 5804 -646
4604 7336 -759
577 3499 630
993 6047 207
3679 1775 -499
1670 5335 -173
4525 8333 444
1638 6209 -877
5784 2573 -875
3185 831 -389
3931 8325 550
5827 9238 -412
428 900 366
32 4727 590
7620 7376 989
1446 4419 717
1543 8308 279
4807 5114 395
2706 8366 -35
6856 1023 -690
5383 9153 -765
7563 3316 -85
4580 3156 -470
6372 3630 122
2851 7286 -393
2381 5298 -316
1997 1830 655
9391 430 5
8721 894 -48
4829 8981 -889
133 4452 -610
4063 7315 538
8082 2247 -771
139 2094 -246
326 8472 985
8088 6173 -831
4209 3408 -962
8940 5672 554
8710 2680 742
6332 4406 358
5036 4461 -12
9071 4141 -484
5741 4238 -606
7336 4127 -345
5367 6131 445
7042 2765 981
3764 8162 111
4337 2184 -863
6271 6706 443
2372 712 737
4649 1743 68
8763 6432 -90
5082 3022 -652
4452 4264 753
3403 6437 2
5764 5215 -862
2430 4670 111
8128 797 751
8813 8088 50
3335 5421 159
1479 8312 291
9389 5770 632
3572 5365 -479
3046 966 374
177 2360 -339
9355 3122 -162
3402 50 -24
7613 5407 766
1439 6087 430
2394 4914 30
3943 6662 385
2281 8637 766
5105 3075 -202
3890 2397 36
5105 5925 -546
4886 9406 162
5326 6600 289
6811 1591 407
8901 7177 639
6218 3238 49
3507 6848 -801
5014 436 -661
3636 787 594
2182 1546 -378
7749 2653 -875
4809 422 749
9432 3323 53
3622 7413 966
1973 7458 374
7280 3154 -998
9242 2890 -685
1425 4794 -259
8158 6844 933
5291 9436 -869
6065 1658 598
8640 8192 -812
9307 174 140
9308 3105 314
5726 9192 -490
6517 4591 599
4306 727 -149
7049 6134 -289
2929 945 547
7076 8271 410
9292 7829 -623
3376 6617 -304
2040 3646 -328
6399 7895 153
1383 7014 -548
5681 3990 472
869 321 126
8143 6484 713
4288 250 -39
6371 790 450
4176 6080 -987
668 2836 768
756 9518 72
3115 7851 105
9095 2167 -82
5486 3797 967
7781 6148 292
136 4019 -601
7784 2547 -312
6464 2938 883
4034 1563 403
5923 2597 -763
686 6102 -312
5953 6594 -294
6546 5294 -946
8910 476 -315
673 1673 707
6413 5739 -474
1163 1159 -176
8465 966 335
2230 1692 -50
4260 4318 224
7417 1297 930
1789 1653 -552
6837 2626 -9
328 900 227
7709 2233 -436
3771 2874 -65
7120 6883 -865
6331 8428 510
5418 1898 309
4077 9198 -666
1880 2086 -985
8264 7919 -306
4143 2004 759
6395 1343 -960
3991 3011 -164
386 2636 846
8330 779 801
5488 6130 -76
8628 1512 699
500 6465 -121
4023 5089 618
8927 1067 105
7711 3384 -651
4798 7056 -478
2301 2580 -661
6210 4611 68
3406 4900 555
8167 7133 -596
2421 4713 -523
7436 2680 645
2031 5329 669
3593 8469 192
7811 4024 -446
5788 7381 825
6721 1640 471
7120 5223 -750
5708 3262 -874
191 4194 568
3766 32 623
1664 1260 324
6713 3008 380
8287 2464 -479
8952 3273 -348
6339 8642 145
7445 2417 516
5622 4153 63
9216 4324 631
8527 6684 -462
1384 2185 320
6204 3483 84
4593 7356 -234
9083 5745 -749
2595 2612 806
837 8705 -473
2873 1811 242
807 383 -879
8979 2509 511
