17
922 936
398 444 217
53 633 -81
512 242 -80
450 455 872
430 283 -138
731 772 212
726 605 377
130 668 -891
414 382 544
77 161 287
426 169 -108
199 565 -526
734 798 437
534 518 893
442 19 381
378 380 -967
637 102 102
124 435 507
3 221 -648
644 774 891
189 466 445
379 325 -851
660 473 -969
761 560 144
214 556 -837
155 280 -571
681 122 -540
162 188 -896
345 112 -422
175 356 601
759 181 -941
308 114 -587
743 191 100
275 53 -588
277 427 88
534 234 -180
440 233 62
316 464 304
364 513 -130
655 601 427
207 133 -808
136 196 -449
620 67 -899
722 558 853
651 29 430
513 286 -113
786 15 958
518 134 -882
423 441 290
595 307 -311
104 773 521
700 134 -347
347 440 -530
215 769 967
516 760 -440
688 100 10
304 665 -833
713 776 684
92 35 -858
642 506 -95
288 489 58
581 438 473
167 323 311
798 804 525
770 6 -408
633 402 461
515 745 526
108 646 670
467 324 -358
432 605 -687
264 225 142
371 220 -684
683 118 -125
104 434 922
16 307 380
650 221 357
460 458 537
463 389 778
116 731 727
105 258 -358
103 152 -923
50 349 225
745 737 -341
516 232 304
471 49 -881
598 356 169
247 508 -811
445 796 850
454 72 -986
255 316 276
768 467 -855
294 6 -684
236 19 -696
663 605 -398
510 216 -626
149 150 -946
369 544 -273
675 774 -806
49 226 -944
550 769 -507
543 220 -859
72 691 473
371 499 483
693 500 946
243 27 760
567 133 556
95 36 892
688 505 331
774 487 -341
418 130 -562
549 355 601
580 139 -815
214 617 -897
538 5 367
431 76 -433
109 489 -85
34 690 481
147 180 -763
271 40 -521
617 162 633
318 587 661
40 312 -413
389 231 -762
559 331 -34
13 69 339
714 728 398
772 783 -963
126 687 556
257 793 -156
709 591 409
419 121 -392
291 236 -786
212 731 -41
628 554 -166
673 774 -414
530 651 12
619 606 -334
303 786 989
245 101 454
677 642 -246
463 59 793
211 606 -419
492 584 -151
742 685 425
334 145 -385
350 46 649
379 644 350
497 308 772
773 661 -940
5 319 528
129 517 481
182 46 256
209 241 -799
182 434 -137
257 127 480
802 569 572
8 206 508
431 413 527
504 779 -482
268 37 691
520 747 -776
719 634 -281
50 791 -739
361 579 323
84 598 -658
6 515 151
730 115 208
774 507 370
760 579 -427
521 727 -26
120 459 -714
756 658 188
63 709 800
225 101 -629
772 82 -210
769 437 863
221 501 233
542 31 -487
193 18 731
297 200 -352
777 85 332
219 754 -898
353 118 572
463 312 -270
95 622 -688
631 595 540
438 575 -284
672 325 -25
215 256 -516
354 148 423
403 67 256
342 106 -288
438 509 39
301 458 560
62 644 284
269 773 -359
263 217 -628
244 404 769
467 288 165
741 595 351
725 287 -671
124 643 598
295 580 -852
90 96 262
612 158 775
300 747 -930
749 392 393
794 66 679
299 596 -770
703 646 816
682 80 325
221 643 805
489 504 86
768 108 -671
153 512 -422
150 346 -478
428 554 -498
798 402 553
728 430 152
452 61 -607
43 148 425
642 757 -427
701 669 812
15 57 -863
587 139 -731
703 160 954
593 689 799
123 447 -719
395 726 583
455 422 621
381 161 945
23 592 150
725 95 984
758 548 715
473 675 -264
233 337 688
108 676 -600
401 725 192
455 140 180
154 516 -205
646 408 -426
497 704 -364
172 378 -817
779 326 -65
468 648 -545
768 417 -93
496 43 181
520 469 -403
226 386 945
707 203 -696
638 679 -615
724 450 -128
420 413 486
397 718 785
363 412 -583
63 635 701
504 420 996
276 768 61
754 664 -400
29 245 456
82 316 126
556 418 -753
294 280 520
118 59 240
298 444 26
309 402 556
628 370 854
660 652 268
798 229 -268
760 169 -207
497 116 -519
683 139 484
541 340 -679
331 369 413
449 798 293
243 159 482
745 386 -355
306 683 879
271 616 -820
10 692 438
356 23 -980
746 24 140
284 595 -627
654 90 -719
472 604 235
772 731 613
445 109 497
788 619 778
122 71 -756
490 302 -198
548 62 -755
65 433 496
768 604 -309
622 374 -921
459 651 467
553 734 -75
254 120 -388
429 424 -395
131 283 201
219 398 -623
408 125 -647
124 503 -581
500 561 891
15 448 -510
43 682 -689
316 320 539
48 454 616
731 326 -141
630 425 463
139 301 545
728 634 -112
789 299 -853
710 517 -289
540 264 -329
317 505 183
605 396 949
514 730 934
586 405 -658
784 614 -738
632 29 -686
178 205 548
436 18 305
324 452 -611
454 765 552
686 243 -811
364 76 -827
511 192 21
710 701 288
704 566 -87
667 213 400
352 758 -723
729 22 -287
390 261 933
588 666 435
140 146 800
366 71 799
277 342 697
376 477 331
610 594 306
67 488 -327
697 588 -618
594 311 508
27 313 -444
119 241 -807
647 178 710
722 770 -321
528 391 382
662 136 -572
397 606 -932
109 395 448
247 11 -380
607 760 24
457 503 -68
169 155 864
659 420 177
100 554 -815
442 155 941
341 464 -366
478 307 -745
601 493 424
739 302 -748
368 437 -886
346 142 -838
681 165 30
754 1 206
802 112 -742
664 64 74
444 724 -805
661 246 -429
645 418 -996
466 408 384
10 717 841
754 611 -14
249 362 -843
238 347 12
198 525 637
212 160 627
240 349 -605
148 340 -518
506 319 -844
121 691 -175
574 250 175
296 529 -915
229 429 -327
774 208 373
633 674 531
377 224 -312
800 134 43
645 181 21
780 755 -372
172 456 496
530 332 -565
601 604 -767
550 125 651
265 724 -753
9 59 465
79 84 547
105 611 370
618 313 -509
696 479 -100
30 359 -512
303 395 -355
137 716 -693
415 99 502
661 307 -350
685 46 56
710 626 583
668 264 276
90 413 884
457 728 -928
145 151 -301
496 787 -443
138 332 127
591 702 -601
715 378 -503
38 595 274
719 366 798
259 612 197
679 461 -473
224 293 -38
407 229 938
763 6 981
599 612 582
625 675 -398
607 764 -37
356 632 -156
93 147 -707
470 338 -505
237 753 -758
126 759 -335
707 364 -410
312 190 364
52 393 -653
12 452 -734
196 103 928
149 722 -998
576 106 -245
486 421 -154
673 477 53
479 617 399
41 541 486
224 440 442
693 464 797
615 61 -110
708 588 563
289 167 -254
355 424 -712
572 628 352
708 15 -300
788 143 -81
92 523 -262
526 345 -773
8 111 813
397 563 -99
231 158 662
655 315 -330
171 495 567
777 159 539
429 233 -335
37 185 -306
491 427 434
568 709 -852
744 375 -359
386 488 221
645 54 -444
701 596 -223
349 470 -657
339 638 432
558 656 -803
219 558 -75
641 27 -599
497 678 806
291 254 233
772 97 814
544 531 896
758 804 316
589 662 -883
189 119 -290
248 429 578
554 571 -784
482 278 235
655 449 656
54 669 -649
422 676 64
185 24 417
706 524 -302
250 602 -702
746 359 736
91 673 939
701 711 -954
621 721 -795
601 640 -259
188 618 -493
25 509 -16
162 378 -233
686 387 -685
456 206 -689
463 11 -510
517 120 613
757 725 449
515 716 62
193 337 -84
715 603 -691
160 115 971
187 643 -461
128 89 -421
307 173 -291
314 739 -960
455 354 -48
479 322 380
775 394 782
617 11 -246
176 670 -600
51 623 926
730 347 581
204 420 532
471 296 670
800 33 409
701 42 844
265 781 -350
339 630 -453
33 53 -401
205 668 981
793 303 -617
181 211 56
686 426 249
426 582 698
738 182 -965
60 432 632
449 540 703
205 435 -588
45 284 -24
389 644 68
792 165 912
753 582 286
331 677 -370
419 645 767
173 72 245
557 636 -876
638 595 -371
52 641 544
509 607 -904
642 18 341
337 5 -556
425 282 -695
263 439 234
688 654 -425
128 294 -749
171 449 290
647 100 -332
264 326 278
124 236 -219
97 550 740
481 111 -972
331 288 -99
109 756 451
305 620 -688
325 109 -604
183 152 288
512 77 -23
718 162 -657
669 45 -897
270 786 -166
561 432 -90
434 277 713
423 608 397
269 302 856
394 194 894
620 265 -208
358 154 630
296 371 -606
317 420 -785
76 91 501
79 440 513
457 285 655
13 140 569
550 251 231
357 13 -151
519 776 -424
523 271 342
508 307 -395
349 351 633
758 179 -75
493 771 639
447 665 432
506 747 -578
506 294 535
576 17 -227
759 652 929
285 262 336
581 639 826
407 597 -4
341 703 661
219 148 -891
522 434 463
319 77 -460
163 11 -972
317 307 -992
118 720 -208
106 737 310
70 126 692
293 728 -512
119 801 942
458 605 -650
428 416 -687
278 422 -60
294 506 267
83 777 332
570 751 -764
131 576 97
708 49 12
464 384 -324
110 158 -813
524 405 893
459 300 486
215 265 -854
24 5 -758
703 344 745
597 221 -347
390 307 923
372 212 -622
801 380 -140
13 676 -765
457 263 742
80 773 -848
793 423 537
514 560 -725
342 583 638
660 789 -34
650 752 -10
351 79 -13
535 445 -468
260 636 929
56 485 317
779 475 -911
548 609 893
519 399 -270
804 331 -828
463 750 987
104 257 -200
145 654 66
618 563 -817
600 769 68
278 476 764
715 590 342
105 674 367
146 110 -653
747 787 -53
789 748 -110
794 97 -622
801 470 30
576 288 -354
623 622 -166
93 254 -201
187 184 10
316 421 566
695 8 -270
473 22 710
656 434 -852
581 168 -286
153 608 369
346 114 -68
382 140 420
372 466 82
764 520 982
10 667 -729
241 676 200
279 500 675
372 696 -855
407 27 791
239 119 78
363 96 886
100 658 -704
705 158 -153
673 296 -75
387 370 420
781 407 -150
154 576 647
476 776 -781
663 238 -644
530 88 767
34 278 360
16 466 -828
324 244 996
920 969
668 536 160
269 324 -473
575 488 244
254 778 -894
41 773 516
407 46 -995
289 810 -938
894 696 1
851 104 140
238 444 -689
63 662 -318
838 481 948
346 675 -754
601 130 -810
478 223 -492
504 798 -293
186 681 435
185 382 -9
131 436 -506
714 347 530
760 9 -611
670 631 -559
583 915 -110
831 182 969
445 165 28
198 169 768
460 513 -117
415 676 -299
182 607 -532
404 513 -117
272 326 -279
93 431 756
671 10 -292
71 166 -822
605 678 319
704 523 -804
350 537 -161
755 760 756
439 202 837
621 281 660
803 154 -631
144 29 137
281 782 -201
93 151 773
474 219 -907
12 810 -286
479 420 977
821 129 -303
779 169 -778
725 553 -406
206 476 707
148 275 469
661 483 174
569 512 -967
835 403 -617
20 690 -623
764 874 -642
249 741 940
13 158 -800
677 158 -186
636 161 553
866 330 607
62 731 -734
206 281 -798
495 199 643
648 428 -932
320 547 358
184 377 283
33 19 -659
766 834 -860
345 517 97
906 172 -894
577 600 -992
28 66 698
520 414 716
557 18 -659
319 655 351
232 734 -880
389 822 565
637 610 167
196 51 196
247 242 295
98 590 -593
236 650 -295
880 579 -743
801 256 -30
359 171 -54
25 412 715
393 614 -547
26 483 -466
671 648 342
521 72 538
258 385 -891
771 707 100
52 512 800
169 486 -818
331 550 -849
176 695 -367
412 224 500
774 112 -499
482 260 864
24 883 -430
287 64 -815
112 423 369
237 179 580
815 384 -414
415 248 846
751 694 -318
887 276 -993
537 868 645
910 554 -298
607 196 -744
564 126 258
19 876 545
469 488 -406
125 826 908
155 736 744
893 889 283
506 98 831
848 171 842
86 675 -210
824 225 -419
719 376 -24
700 108 -995
134 281 -965
45 519 930
834 824 -17
569 578 465
849 190 -564
523 890 937
773 450 -273
606 310 -975
708 733 170
29 108 962
790 559 439
657 150 980
724 244 -942
260 803 733
6 180 327
458 918 833
771 591 -418
238 340 -21
19 538 193
347 884 477
447 122 123
796 451 -149
159 100 -221
284 34 491
768 516 147
544 75 77
47 163 -338
906 436 -40
346 546 328
491 384 959
175 270 575
422 330 323
749 603 -544
823 677 -298
73 773 -515
775 381 -135
440 446 15
845 699 266
211 691 244
426 263 442
163 725 930
592 597 743
484 580 -554
494 738 -691
669 297 -464
50 848 -351
892 60 782
682 319 -142
730 400 -988
778 189 612
587 910 -448
568 672 4
599 208 -146
441 665 823
786 550 818
365 831 -925
693 713 103
340 350 -449
273 225 845
266 97 -145
531 756 650
919 562 -278
126 531 -468
624 742 -578
165 917 -887
348 504 5
732 793 -231
723 771 5
248 530 -150
572 53 -783
55 639 462
553 691 725
751 856 -803
368 305 949
299 726 707
372 164 285
507 30 -655
527 855 964
534 407 656
142 757 487
287 866 265
591 141 -495
618 409 981
798 462 212
45 783 421
319 9 -844
421 159 -479
106 450 403
750 495 -751
312 723 971
391 224 -372
44 164 841
288 508 678
655 97 -817
731 483 -584
603 12 271
793 672 -145
335 786 -92
563 435 -211
284 810 -778
486 507 618
331 190 -418
896 239 736
425 656 710
102 371 -266
721 474 -523
308 698 -66
7 659 567
598 155 356
7 887 959
900 346 440
567 20 -360
460 650 365
724 905 433
250 627 448
729 342 -275
38 650 574
398 792 -440
905 434 -984
830 860 987
337 600 335
98 564 701
366 402 -81
779 811 -705
837 314 482
228 332 -693
912 149 383
391 647 -557
242 501 -622
490 892 838
45 913 -277
461 563 -426
264 503 -289
115 291 390
590 357 -35
27 908 817
808 144 -397
726 252 945
294 342 -701
179 183 942
776 535 -53
666 362 193
734 527 342
704 253 373
123 807 38
300 415 576
476 494 497
132 514 -158
431 778 -646
112 416 -396
662 771 722
208 198 76
849 229 629
340 300 -783
647 191 -251
465 572 409
896 831 120
619 512 225
137 406 -708
782 585 512
23 633 -826
167 403 855
797 170 -134
789 340 799
5 854 -485
526 468 322
721 95 -442
781 137 456
487 133 158
341 49 436
569 841 817
222 326 277
398 724 481
648 500 104
103 734 119
895 402 -13
538 717 -503
690 732 -953
8 436 -338
431 467 -175
605 147 356
526 284 919
555 734 685
203 144 -822
429 147 -78
467 605 -565
914 866 -466
12 259 157
561 609 -953
665 897 425
806 685 178
527 253 261
196 455 -101
382 736 198
743 292 -463
525 81 -594
343 28 -26
333 698 601
153 105 706
217 745 459
773 254 719
345 591 487
849 381 -186
537 745 947
899 889 984
561 621 -413
550 716 24
440 72 -658
110 700 308
292 190 958
645 547 317
887 517 596
11 773 -339
152 719 -810
784 823 -735
134 561 990
546 326 211
581 778 -947
872 304 -183
895 363 912
729 69 311
892 268 -330
902 453 346
840 573 169
199 499 7
418 181 354
896 732 307
564 920 -685
207 153 -775
501 784 815
225 407 623
512 635 -207
668 788 -314
834 166 -680
57 900 -917
330 615 -775
681 761 -354
344 444 21
865 596 706
141 249 444
653 337 -374
379 673 -550
327 366 70
701 353 416
846 656 443
586 99 -278
357 879 -492
90 155 738
48 837 628
161 750 -288
179 791 -57
809 773 -510
592 695 395
802 583 546
703 802 174
94 480 -462
560 900 -862
540 24 -684
805 245 -997
807 211 -603
542 416 -941
69 8 -194
632 112 568
575 294 220
727 61 990
783 639 -525
231 425 -238
39 529 324
588 339 -600
96 63 290
283 381 295
208 416 330
737 685 -527
666 547 -614
750 623 -81
235 263 437
713 859 -136
835 762 -697
287 845 -347
687 620 474
784 558 -811
469 403 -198
227 224 574
778 810 734
418 24 582
29 504 695
445 178 243
781 594 -328
596 190 963
591 73 -677
215 93 -728
684 18 -525
45 584 999
868 182 409
853 636 389
442 565 -252
409 714 877
220 136 -495
155 428 526
582 246 595
124 19 -911
294 270 149
839 131 -512
265 887 -594
457 663 -951
3 281 301
596 560 -541
720 898 -578
663 835 307
432 538 -780
554 37 140
183 800 979
526 339 872
469 72 295
789 680 -711
474 108 359
468 431 -337
422 564 -793
894 457 386
205 574 -401
259 478 403
677 623 -413
505 542 -991
438 68 -81
460 807 -188
755 463 -594
788 103 -884
885 3 594
798 390 -667
371 707 -120
322 361 986
194 684 440
592 555 -729
918 650 505
124 425 678
665 784 184
179 893 -964
623 334 735
567 188 -598
407 822 -437
422 642 876
114 802 992
223 377 339
696 708 -729
735 563 30
232 168 -674
687 159 -978
27 779 -108
305 145 -550
746 110 1
246 263 77
564 132 -208
50 399 164
621 803 -282
225 357 -849
250 511 546
9 186 -477
728 559 803
700 149 572
920 174 -193
638 509 -660
651 577 523
789 334 49
689 73 699
502 272 792
4 548 215
72 484 -267
814 241 -794
71 381 -782
885 722 587
342 658 417
532 920 -501
309 114 -118
583 479 222
837 531 475
468 784 119
65 349 110
876 413 850
15 570 638
211 188 -784
500 252 -834
673 281 631
728 799 3
859 499 -51
451 244 -967
99 292 421
154 88 -278
14 601 324
209 515 931
498 862 -286
792 603 107
417 868 -112
157 626 113
199 837 -52
754 149 -246
114 362 548
390 579 -85
917 413 -988
34 261 -354
372 656 472
407 1 -174
379 333 893
153 506 775
151 509 462
468 542 -824
11 265 -967
886 535 -143
60 722 591
279 87 208
135 772 -104
678 713 106
883 392 -914
416 597 392
550 529 -922
671 803 -234
768 102 -836
686 733 -77
158 707 -862
72 738 -986
716 125 -242
273 670 -191
197 879 -554
27 324 895
143 420 -822
353 754 697
216 576 -638
503 541 -23
320 43 -609
495 408 8
812 142 -870
286 94 882
110 583 -588
499 582 504
183 788 -612
81 812 999
257 604 -855
522 790 -147
868 230 -975
258 667 506
431 427 423
920 762 -330
722 791 -299
756 739 562
16 674 -24
487 671 -801
238 127 656
392 314 184
578 274 577
367 30 907
334 267 407
162 48 -597
388 318 -307
74 711 203
719 163 236
724 489 748
614 494 619
508 570 -504
436 683 -258
110 23 -950
545 76 -799
608 45 -354
897 643 -71
566 326 739
98 617 -272
759 698 539
876 910 -427
344 215 196
867 904 -278
105 212 -759
533 204 584
44 370 -52
5 152 141
97 562 318
729 580 -110
5 875 -679
499 137 663
782 526 -587
88 904 626
664 125 781
15 784 -82
763 598 -688
433 903 -845
768 717 457
138 425 129
37 324 280
162 842 290
497 471 -616
677 636 415
149 887 653
895 388 -471
67 330 -675
655 791 -931
736 24 -427
700 469 -698
348 806 -511
667 92 610
325 767 42
228 240 71
732 256 634
526 622 -731
269 128 347
614 12 287
730 372 -624
568 643 333
21 337 -475
483 915 714
785 493 684
465 792 -910
15 638 -355
194 144 263
91 4 573
16 614 885
415 420 -507
51 227 855
351 771 612
370 374 -356
208 799 -332
760 678 -718
852 477 -430
843 611 -680
234 497 -663
409 705 295
106 122 699
383 298 179
87 501 347
360 477 -508
489 683 -984
376 336 -350
734 120 658
615 556 -857
238 513 -884
883 390 -678
666 323 427
889 446 -383
222 522 -630
643 715 -512
647 778 801
45 559 -175
223 207 456
476 33 791
587 224 -202
433 749 541
557 179 -172
287 203 -592
860 616 298
776 520 -764
535 633 -913
67 406 -724
869 392 -545
228 568 -680
825 754 -810
551 912 -633
849 647 -295
667 562 99
539 216 791
571 506 615
285 441 -556
743 433 -591
645 877 -537
132 637 -813
285 857 -914
447 804 -414
834 11 -854
96 694 -530
189 194 109
328 806 -792
808 697 -306
15 108 949
821 16 660
259 26 -845
587 423 602
525 848 -656
911 753 607
114 508 354
97 607 968
801 88 858
338 87 734
621 481 409
710 236 -446
254 467 -312
375 570 709
412 562 695
574 103 -759
601 18 -938
22 626 330
852 67 -245
697 541 632
31 535 -123
289 3 -469
661 832 -452
231 608 -221
10 628 -41
776 885 -919
901 14 -324
330 795 311
102 30 835
547 631 -576
119 583 -587
751 261 -20
758 482 909
242 254 601
488 173 -444
555 746 -227
550 284 739
833 644 325
840 628 537
422 370 535
808 426 574
261 213 -257
459 142 -157
674 538 223
24 805 999
248 814 -937
920 143 959
331 572 667
408 302 -165
327 247 516
904 257 -373
256 277 -580
844 566 -2
444 54 316
117 282 559
482 537 441
848 613 464
40 647 -11
395 9 135
395 259 -26
884 187 474
310 793 -759
437 749 638
146 491 -358
45 734 933
154 490 471
525 642 -522
629 775 -391
254 394 751
877 674 747
232 878 278
731 883 204
125 852 505
64 577 -135
312 806 461
96 338 90
805 559 457
55 552 964
800 351 -17
751 861 776
444 909 -163
475 243 955
817 872 377
858 19 -86
705 542 353
631 511 573
697 514 -97
463 101 402
556 344 647
502 193 536
657 893 714
399 138 -736
64 234 -888
180 2 111
261 12 -446
842 158 -806
642 365 -360
197 251 251
738 890 -444
643 685 -459
537 50 -1000
771 78 833
522 212 -955
121 310 561
162 673 -836
315 897 -82
785 478 -72
857 217 -822
798 473 325
650 91 -370
255 268 -95
342 756 554
291 643 -913
776 600 655
885 877 -961
433 661 -392
751 27 -849
51 560 944
886 648 790
898 29 572
849 499 -616
214 684 804
95 328 -92
323 349 288
530 279 -438
360 564 -134
498 704 771
45 291 846
499 602 982
372 645 907
898 771 -870
671 103 -107
137 740 621
722 718 143
69 180 -788
642 345 -109
576 769 753
235 691 -88
544 498 22
914 152 885
684 681 243
566 502 -833
54 544 744
251 911 660
866 57 734
288 808 -288
685 132 823
414 774 407
199 897 -992
10 433 262
171 904 972
66 859 -57
304 389 354
329 638 227
50 526 -151
487 483 -928
329 388 98
681 609 -442
627 9 -652
908 518 288
754 632 -814
224 290 -649
803 723 -793
841 436 183
597 114 -27
782 313 -959
319 322 -508
870 351 -268
30 772 866
478 21 926
323 734 -255
714 723 848
580 452 -188
189 4 51
53 283 747
401 719 -332
252 241 -58
701 565 -57
125 363 683
508 204 663
608 412 456
217 564 740
896 418 0
911 873 290
41 508 612
352 579 567
905 754 733
138 708 971
341 499 643
42 794 561
853 861 -939
824 757 293
188 205 639
451 33 -359
221 815 -14
375 71 -421
436 85 267
243 207 -472
429 694 -638
564 63 -951
164 87 -220
193 720 810
640 843 502
368 740 -149
671 290 124
700 47 -914
528 129 9
394 340 777
372 215 694
677 813 569
855 157 248
93 615 297
612 825 -752
715 319 54
530 282 745
96 896 -895
695 52 -960
482 16 342
377 749 -739
759 24 -447
458 894 969
893 170 -916
843 44 -757
490 466 -210
689 868 -173
615 222 -39
768 143 -652
799 676 -992
291 27 291
155 397 -510
576 178 -319
213 319 -328
471 380 -106
259 214 699
855 511 -68
254 906 910
683 428 -804
836 79 36
703 819 -112
229 196 791
429 512 68
4 147 -648
457 439 600
19 379 -628
316 289 286
227 337 566
740 461 312
279 443 770
536 497 -98
319 593 806
142 47 304
67 111 215
347 198 289
470 139 -506
575 757 -446
830 598 -937
147 734 263
205 615 -432
683 373 -441
469 277 889
292 463 363
839 517 855
186 347 171
763 61 893
454 403 827
626 595 -733
226 350 -198
54 874 514
668 816 569
31 917 -11
391 726 538
671 304 -157
656 292 997
455 909 -75
319 732 343
641 56 -380
57 410 864
77 167 428
892 892
635 177 997
207 476 -47
49 95 -561
520 16 483
316 882 878
147 892 -362
834 322 234
171 559 -994
297 9 -375
773 388 30
616 767 -915
225 366 -1
561 778 30
570 507 -502
179 597 -777
373 94 490
424 656 611
537 68 -331
431 325 -994
49 713 9
414 5 930
72 528 669
751 506 -172
745 803 968
646 759 -344
419 721 93
808 517 732
66 738 -208
54 517 688
152 5 -371
75 233 307
543 15 179
63 881 539
104 99 -876
647 830 987
850 677 -694
354 728 -766
760 448 -863
228 168 -470
376 191 292
223 91 -334
795 317 918
795 762 334
866 285 705
299 690 448
388 584 973
29 885 -895
125 142 -163
863 354 -172
536 452 960
329 23 651
764 725 992
330 448 334
800 815 -870
105 569 451
7 649 -464
488 474 399
183 565 74
555 812 -577
565 95 -779
73 114 -582
108 444 655
853 493 -226
738 165 287
470 119 -339
497 136 840
685 108 3
629 636 -878
16 257 627
677 91 -625
157 861 -492
526 348 -497
105 765 612
80 26 -273
587 39 897
574 800 848
808 54 -483
531 472 -265
398 714 -211
676 466 113
192 561 -486
188 80 -894
482 447 -297
307 329 -238
822 684 243
280 230 -856
22 842 -741
457 165 -226
706 215 815
562 722 23
149 380 -951
363 824 -404
726 544 -566
654 702 443
699 700 -704
892 835 -852
390 846 586
825 287 334
767 807 103
241 871 298
740 157 281
579 453 887
469 579 -207
493 591 -534
151 227 -994
631 693 911
22 868 -931
449 169 -404
133 318 433
218 167 917
753 251 254
535 170 344
406 690 -577
775 547 -122
118 508 263
669 767 326
530 178 174
485 846 100
872 770 -926
638 829 4
64 494 419
359 854 490
102 167 -312
250 801 -630
414 135 -978
120 476 -912
382 322 -908
790 849 147
181 869 609
635 126 280
41 784 817
331 116 518
61 366 -168
586 26 566
855 846 448
706 189 683
40 255 -599
486 570 700
92 829 481
831 327 -907
131 533 -111
732 708 962
609 570 396
760 396 -182
124 516 296
741 799 -217
598 35 725
285 532 -424
397 652 487
773 264 -942
188 546 -146
241 586 -776
315 218 -558
111 845 760
841 594 550
655 300 -253
624 335 156
874 642 863
396 182 883
653 192 367
191 723 -205
16 35 215
761 749 -567
359 134 -172
72 389 849
815 677 -692
310 633 879
759 212 191
872 540 245
459 720 747
39 335 672
57 216 677
485 95 636
848 489 -46
752 208 -729
821 81 -94
56 346 -571
603 466 38
717 515 -582
617 639 -499
463 169 502
764 300 -917
625 469 -922
600 184 -547
556 456 -179
24 322 -599
103 435 470
7 429 -135
196 858 847
690 668 -411
16 271 -563
101 419 58
438 767 -217
185 279 -942
334 858 472
594 261 -562
605 438 499
850 774 949
185 52 -433
32 806 378
401 466 -455
882 223 -651
27 106 -67
717 607 -837
636 658 550
632 628 -975
235 848 -417
804 728 -754
695 500 338
294 365 101
270 363 174
405 429 2
854 799 -554
426 474 826
70 111 -53
156 614 -449
877 484 -297
380 745 854
487 606 -85
211 638 -162
334 450 250
720 229 704
814 212 -749
724 891 -346
44 492 -215
487 259 -439
647 113 -394
166 763 670
330 640 -871
198 219 451
167 673 521
675 186 104
474 134 -448
809 255 759
690 5 483
658 172 -226
713 727 -252
724 474 419
395 817 166
768 771 -857
30 334 671
53 68 -304
672 220 -493
346 460 524
700 283 311
809 417 126
315 108 290
885 595 46
650 648 -467
783 222 -177
856 673 333
557 412 719
696 254 207
670 544 -122
642 509 700
501 578 65
429 461 2
637 364 538
78 726 -815
672 522 536
400 407 944
542 215 -992
640 676 39
674 288 677
156 109 534
124 464 0
723 381 -983
513 735 -134
58 863 -561
327 876 356
869 169 -256
623 362 -280
630 694 418
787 643 -96
219 686 618
735 696 285
831 717 -257
689 173 -726
6 355 -246
680 839 -744
593 38 -113
283 345 206
25 569 769
680 641 -353
226 508 -379
468 273 -519
587 87 -99
202 121 176
611 484 -562
891 732 -219
544 585 808
838 581 545
18 842 645
389 579 -162
818 259 -110
732 452 -702
634 434 -928
672 214 -899
823 398 256
409 320 -398
111 218 -672
863 819 969
477 603 -80
556 123 151
577 637 401
493 263 837
192 385 586
120 87 982
100 125 -204
752 408 -436
437 329 865
78 743 390
575 620 -90
618 628 52
196 144 -263
475 687 980
547 599 -856
846 263 -736
107 586 -503
551 127 808
233 650 -913
275 198 -445
652 427 -379
493 873 -504
238 454 584
678 207 78
222 494 -964
680 227 -660
335 93 -133
19 427 467
890 184 -862
689 237 760
194 55 650
817 396 819
80 840 -621
190 796 236
443 466 -851
503 95 417
819 432 4
581 682 -778
681 522 -676
450 351 209
806 266 277
615 800 333
175 81 877
1 47 46
778 838 -917
407 562 709
353 60 863
559 523 717
15 496 -102
600 297 -658
656 431 -615
232 768 562
47 219 227
813 52 -280
834 130 -52
27 381 799
510 121 -528
444 261 45
101 709 -7
144 786 -522
109 485 783
805 878 661
500 566 -875
315 866 -455
111 228 134
252 430 -868
402 393 354
732 300 -366
101 66 790
226 330 -109
710 409 942
826 825 -449
693 15 -40
727 847 375
503 525 803
72 814 -679
641 697 522
720 164 201
39 694 216
381 706 236
100 533 334
27 191 -100
218 719 649
369 860 329
434 44 -788
830 706 667
440 564 -200
233 231 426
184 27 477
779 699 -193
854 882 354
620 683 181
550 376 -576
426 193 -323
304 674 957
825 258 768
81 615 -619
67 568 45
25 246 135
804 669 -631
366 549 926
249 584 -617
874 540 450
260 733 -662
345 613 39
525 42 -598
82 783 764
54 248 -206
744 630 468
718 197 193
626 890 -50
39 658 -452
100 387 511
126 258 -904
213 256 -637
533 701 -328
329 830 -413
628 224 -475
373 57 -128
564 326 -587
457 718 -543
239 272 161
277 339 -801
143 686 175
344 703 -746
889 366 72
491 250 130
876 444 -128
743 202 -904
374 709 -654
762 668 746
378 743 -598
802 262 -652
411 331 -228
217 620 643
446 236 -454
253 627 500
811 100 -547
713 515 -363
491 498 654
678 351 365
1 855 -588
668 819 -432
316 188 74
178 74 -128
135 208 -239
31 747 741
887 355 -242
470 687 34
674 408 65
47 233 530
752 337 -548
613 336 -982
506 542 -236
628 194 -428
735 601 -730
164 693 -695
228 378 -719
288 565 -381
824 230 -725
232 741 866
788 840 -890
720 593 -111
245 25 -403
317 56 977
386 720 -957
812 285 -349
655 245 213
55 263 353
734 565 -423
166 388 -186
763 782 180
316 88 998
123 52 284
306 44 -162
824 303 733
802 742 385
322 723 833
169 315 586
98 622 431
579 808 550
336 783 26
348 288 -230
40 6 591
378 845 987
356 431 133
25 441 427
889 15 -8
759 755 978
764 354 336
35 711 -699
428 626 -776
298 721 -623
530 671 438
